0	Index      	 *	Score 	Summary	Detail	
1	12613 43513	 * 	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8AART|9CDMG|aDUR
984	16213 35231	   	150.06	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8aVULN|9BEXP
985	16213 35241	   	150.06	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8aVULN|9FEWX
986	16212 35233	   	150.06	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RMIN|6RCVC|7RCR|8aVULN|9ASPD
987	16213 15123	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2CDMG|3AART|4RPLT|5ASPD|7RCR|8BEXP|9DMG|aVULN
988	16213 15222	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2CDMG|3AART|4RPLT|5ASPD|7RCR|8VULN|9DMG|aLWND
989	16213 15225	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2CDMG|3AART|4RPLT|5ASPD|7RCR|8VULN|9DMG|aBEXP
990	16251 31343	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LIT|2CDMG|3AART|46DUR|5DMG|7VULN|8RCVC|9CGEN|aRCR
991	32613 36237	   	150.01	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|6aVULN|7AART|8ASPD|9MBVNT
992	11612 21256	   	150.00	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8VULN|9RCVC|aZMB
993	11612 21451	   	150.00	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8ZMB|9RCVC|aVULN
994	15612 23216	 * 	150.00	ACR|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	1LIT|2FEWX|3RCR|4DMG|5ASPD|6VULN|7ZMB|8FLTHEA|9LEGI|aCDMG
995	14612 22335	   	149.97	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1LIT|2BEXP|3RCR|49DMG|5ASPD|6DMSP|7DUR|8VULN|aCDMG
996	33151 24162	 * 	149.96	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RMIN|2LHND|3DUR|4RCR|59ZMB|6RCVC|7DMG|8VULN|aAART
997	16213 35211	   	149.96	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8aVULN|9MBVNT
998	33152 62362	   	149.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5VULN|6DMG|7AART|8RCVC|9CDMG|aLWND
999	33152 62363	   	149.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5VULN|6DMG|7AART|8RCVC|9CDMG|aFEWX
1000	33252 62162	   	149.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2LHND|3FEWX|4RCR|5VULN|6DMG|7AART|8RCVC|9DUR|aCDMG
1001	66331 34224	   	149.94	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2BEXP|3ASPD|4RPLT|5MBVNT|6RCR|7ZMB|89VULN|aAART
1002	23464 22331	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2RCVC|3VULN|4MBVNT|5AART|6DMSP|7DUR|8RCR|9CDMG|aDMG
1003	11623 14335	   	149.93	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2LHND|3RCR|4DUR|5VULN|6ASPD|7RCVC|8AART|9CDMG|aZMB
1004	16214 15321	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5VULN|6ERES|7RCR|8DUR|9DMG|aFEWX
1005	16214 15322	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5VULN|6ERES|7RCR|8DUR|9DMG|aLWND
1006	16214 15323	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5VULN|6ERES|7RCR|8DUR|9DMG|aLHND
1007	31235 24421	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2DLOT|3DUR|4RPLT|5VULN|6RCR|7AART|8CDMG|9CGEN|aDMG
1008	31235 24433	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2DLOT|3DUR|4RPLT|5VULN|6RCR|7AART|8CDMG|9DMG|aLIT
1009	16213 15226	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2CDMG|3AART|4RPLT|5ASPD|7RCR|8VULN|9DMG|aERES
1010	16213 15623	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2CDMG|3AART|4RPLT|5ASPD|7RCR|8DUST|9DMG|aVULN
1011	16214 15113	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5VULN|6ERES|7RCR|8BELT|9ASPD|aDMG
1012	16251 31323	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LIT|2CDMG|3AART|46DUR|5DMG|7VULN|8RCVC|9TLV|aRCR
1013	33252 62613	   	149.91	ACR|2AART|1VULN|1DMG|1ZMB	1RMIN|2LHND|3FEWX|4RCR|5VULN|6DMG|7aAART|8ZMB|9RPLT
1014	34421 36133	   	149.89	DCR|3VULN|1AART|1ASPD|1DUR	1RMIN|2ERES|35aVULN|45LIT|5BPWR|6AART|7ASPD|8DUR|9RCR
1015	15612 22413	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|4DMG|5ASPD|6aVULN|7DUR|8VENICY|9CDMG
1016	61152 32612	   	149.86	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2LHND|3CGEN|4RCR|58VULN|6ASPD|7AART|9MLV|aZMB
1017	32551 62322	   	149.85	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RMIN|2DUR|37LWND|4RCR|58ZMB|6AART|9VULN|aDMG
1018	32452 62322	   	149.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2DUR|3LHND|4RCR|5VULN|6DMG|7AART|8RCVC|9DUST|aCDMG
1019	32552 62322	   	149.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2DUR|3LWND|4RCR|5VULN|6DMG|7AART|8RCVC|9DUST|aCDMG
1020	33152 62322	   	149.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5VULN|6DMG|7AART|8RCVC|9DUST|aCDMG
1021	21152 32331	   	149.85	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1DUST|2LHND|3CGEN|4RCR|5VULN|6ASPD|7AART|8RCVC|9CDMG|aDMG
1022	23464 12331	   	149.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	16DUST|2RCVC|3VULN|4MBVNT|5AART|7DUR|8RCR|9CDMG|aDMG
1023	31235 24411	   	149.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2DLOT|3DUR|4RPLT|5VULN|6RCR|7AART|8CDMG|9ERES|aDMG
1024	31235 26431	 * 	149.81	DCR|3VULN|1DMG|2DUR	1RMIN|2DLOT|37DUR|4RPLT|579VULN|6RCR|7BPWR|8ERES|aDMG
1025	11612 22613	   	149.78	ACR|2DMG|1AART|2ZMB|1ASPD	1aLIT|2LHND|3RCR|4aDMG|5ASPD|6AART|7ERES|8aZMB|9MBVNT|aBPWR
1026	34412 53312	 * 	149.77	DCR|2VULN|2DMG|2CDMG	1RMIN|2ERES|38VULN|45CDMG|6TLV|79DMG|aRCR
1027	21552 32331	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2LHND|3TLV|4RCR|5VULN|6ASPD|7AART|8RCVC|9CDMG|aDMG
1028	21652 32331	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2LHND|3ERES|4RCR|5VULN|6ASPD|7AART|8RCVC|9CDMG|aDMG
1029	26452 32331	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2CGEN|3LEGI|4RCR|5VULN|6ASPD|7AART|8RCVC|9CDMG|aDMG
1030	12613 21315	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2DUST|3RCR|4DMG|5VULN|7FEWX|8AART|9ASPD|aCDMG
1031	12613 22315	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	16LIT|2DUST|3RCR|4DMG|5VULN|7BEXP|8AART|9ASPD|aCDMG
1032	12613 24513	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	16LIT|2DUST|3RCR|4DMG|5VULN|7CGEN|8AART|9CDMG|aDUR
1033	14622 22325	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	16LIT|2BEXP|3RCR|4DUR|5ERES|7VULN|8AART|9DMG|aCDMG
1034	23412 14633	   	149.74	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DUST|2RCVC|3VULN|45CDMG|6ASPD|7LIT|8AART|9DMG|aRCR
1035	16213 26423	   	149.73	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6DUST|7RCVC|8RCR|9DMG|aVULN
1036	16211 15214	   	149.73	DCR|2VULN|1AART|2CDMG	1aLIT|29CDMG|3AART|4RPLT|5RCVC|6aTLV|7RCR|8aVULN|aBPWR
1037	16263 23163	   	149.69	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3AART|4CGEN|5ASPD|68VULN|7LHND|9RCR|aDUR
1038	23464 34612	   	149.68	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DUST|2RCVC|3VULN|4MBVNT|5AART|6DMG|7RCR|8LHND|9ZMB|aDUR
1039	16221 32115	   	149.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|2CDMG|3AART|4LHND|5DMG|6DUR|7TLV|8VULN|9ASPD|aRCR
1040	33152 24325	   	149.65	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5VULN|6LIT|7RCVC|8AART|9DMG|aCDMG
1041	14622 32325	   	149.65	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2BEXP|3RCR|4DUR|56ERES|7VULN|8AART|9DMG|aCDMG
1042	15611 32315	   	149.65	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2FEWX|3RCR|4DMG|56DUST|7VULN|8AART|9ASPD|aCDMG
1043	11622 31321	   	149.60	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1LIT|2LHND|3RCR|4DUR|5CDMG|6SELL|7BEXP|8AART|9DMG|aVULN
1044	11622 32321	   	149.60	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1LIT|2LHND|3RCR|4DUR|5CDMG|6SELL|7FEWX|8AART|9DMG|aVULN
1045	16251 13315	   	149.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3AART|4DUR|5DMG|6ERES|7VULN|8LEGI|9ASPD|aRCR
1046	33152 36521	   	149.56	ACR|2VULN|1AART|1CDMG|2DUR	1RMIN|2LHND|36DUR|4RCR|58VULN|7CDMG|9AART|aDUST
1047	33152 36523	   	149.56	ACR|2VULN|1AART|1CDMG|2DUR	1RMIN|2LHND|36DUR|4RCR|58VULN|7CDMG|9AART|aLSRHEA
1048	12622 42325	   	149.55	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2DUST|3RCR|4DUR|57ERES|6VULN|8AART|9DMG|aCDMG
1049	12613 41216	 * 	149.54	ACR|2VULN|1DMG|1CDMG|1FLTHEA	1LIT|2DUST|3RCR|4DMG|56VULN|7FEWX|8FLTHEA|9LEGI|aCDMG
1050	12613 42216	   	149.54	ACR|2VULN|1DMG|1CDMG|1FLTHEA	1LIT|2DUST|3RCR|4DMG|56VULN|7BEXP|8FLTHEA|9LEGI|aCDMG
1051	11663 21412	   	149.52	ACR|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9DMG|aLWND
1052	11663 21413	   	149.52	ACR|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1aLIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9DMG
1053	11663 21433	   	149.52	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1aLIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9VULN
1054	11663 23133	   	149.52	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LIT|27LHND|3RCR|4CDMG|5AART|6ZMB|8VULN|9ASPD|aDUR
1055	11663 26133	   	149.52	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	17LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|8VULN|9ASPD|aDUR
1056	21156 21422	 * 	149.52	ACR|2DMG|1AART|2DUR|1ZMB	1DUST|2aLHND|3CGEN|4RCR|5AART|6LIT|7aDUR|8ZMB|9aDMG|aBPWR
1057	11622 36321	   	149.50	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1LIT|2LHND|3RCR|4DUR|5CDMG|6SELL|7DUST|8AART|9DMG|aVULN
1058	32611 23422	   	149.48	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	1RMIN|257DUR|3CGEN|4CDMG|6RCR|8AART|9VULN|aZMB
1059	11623 14313	   	149.47	ACR|2VULN|1AART|2ASPD|1DUR	1LIT|2LHND|3RCR|4DUR|5aVULN|69ASPD|7RCVC|8AART
1060	16211 22523	   	149.47	DCR|1AART|1VULN|1DMG|1CDMG	1LIT|2CDMG|3AART|4RPLT|5aRCVC|6RCR|7FEWX|8VULN|9DMG
1061	12663 21352	   	149.42	ACR|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7DUR|8MGNLIT|9ASPD|aDMG
1062	12663 21412	   	149.42	ACR|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9DMG|aLWND
1063	12663 21413	   	149.42	ACR|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1aLIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9DMG
1064	12663 23432	   	149.42	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7LHND|8ASPD|9VULN|aDUR
1065	12663 26133	   	149.42	ACR|1AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	17LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|8VULN|9ASPD|aDUR
1066	11663 21411	   	149.42	ACR|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9DMG|aERES
1067	11663 21431	   	149.42	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9VULN|aERES
1068	11663 62112	   	149.42	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2LHND|3RCR|4CDMG|5AART|6VULN|7ASPD|8DUST|9ZMB|aDUR
1069	33352 61512	   	149.35	ACR|3VULN|1DMG|1CDMG	1RMIN|2LHND|37BEXP|4RCR|59aVULN|6DMG|8CDMG
1070	11663 31363	   	149.34	ACR|2AART|1VULN|2CDMG|1DUR	1LIT|26LHND|3RCR|46CDMG|57AART|6BPWR|8LEGI|9VULN|aDUR
1071	23464 34542	   	149.33	DCR|2DMG|1AART|1VULN	1DUST|2RCVC|3VULN|4MBVNT|5AART|69DMG|7RCR|8BEXP|aLWND
1072	23464 34543	   	149.33	DCR|2DMG|1AART|1VULN	1DUST|2RCVC|3VULN|4MBVNT|5AART|69DMG|7RCR|8BEXP|aLIT
1073	23464 34544	   	149.33	DCR|2DMG|1AART|1VULN	1DUST|2RCVC|3VULN|4MBVNT|5AART|69DMG|7RCR|8BEXP|aRMIN
1074	23464 34641	   	149.33	DCR|2DMG|1AART|1VULN	1DUST|2RCVC|3VULN|4MBVNT|5AART|69DMG|7RCR|8LHND|aDMSP
1075	23464 34642	   	149.33	DCR|2DMG|1AART|1VULN	1DUST|2RCVC|3VULN|4MBVNT|5AART|69DMG|7RCR|8LHND|aRPLT
1076	23464 34743	   	149.33	DCR|2VULN|1AART|1DMG	1DUST|2RCVC|3aVULN|4MBVNT|5AART|6DMG|7RCR|8DMSP|9LIT
1077	23412 21351	   	149.33	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7BEXP|9AART|aLWND
1078	23412 21353	   	149.33	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7BEXP|9AART|aCGEN
1079	23412 21356	   	149.33	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7BEXP|9AART|aBELT
1080	12663 21411	   	149.32	ACR|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9DMG|aERES
1081	12663 21431	   	149.32	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9VULN|aERES
1082	12663 21433	   	149.32	ACR|1AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|7DUR|8ASPD|9VULN|aDLOT
1083	36316 33633	   	149.30	DCR|1AART|1VULN|1DMG|2CDMG	1RMIN|2TLV|3FEWX|48CDMG|5DMG|6RCR|7AART|9VULN|aLWND
1084	15611 12322	   	149.25	ACR|2DMG|1AART|1VULN	1LIT|2FEWX|3RCR|49DMG|5DUST|6RCVC|7VULN|8AART|aBEXP
1085	15611 12326	   	149.25	ACR|2DMG|1AART|1VULN	1LIT|2FEWX|3RCR|49DMG|5DUST|6RCVC|7VULN|8AART|aLHND
1086	15611 12333	   	149.25	ACR|2VULN|1AART|1DMG	1LIT|2FEWX|3RCR|4DMG|5DUST|6RCVC|7aVULN|8AART|9LWND
1087	15611 12351	   	149.25	ACR|2VULN|1AART|1DMG	1LIT|2FEWX|3RCR|4DMG|5DUST|6RCVC|7aVULN|8AART|9MLV
1088	15611 12363	   	149.25	ACR|2VULN|1AART|1DMG	1LIT|2FEWX|3RCR|4DMG|5DUST|6RCVC|7aVULN|8AART|9BEXP
1089	11614 13112	   	149.25	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2LHND|3RCR|4DMG|5CDMG|6FEWX|7CGEN|8VULN|9AART|aDUR
1090	11614 33612	   	149.25	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2LHND|3RCR|4DMG|5CDMG|6VULN|7CGEN|8FEWX|9AART|aDUR
1091	14662 21112	   	149.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2BEXP|3RCR|4CDMG|5MLV|6DMG|7LHND|8VULN|9AART|aDUR
1092	15662 21112	   	149.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2FEWX|3RCR|4CDMG|5MLV|6DMG|7LHND|8VULN|9AART|aDUR
1093	12663 33343	   	149.24	ACR|2AART|2CDMG|1VULN|1DUR	1LIT|26DUST|3RCR|46CDMG|59AART|6BPWR|7VULN|8LHND|aDUR
1094	12663 33422	   	149.24	ACR|2AART|1VULN|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|59AART|6BPWR|7VULN|8BELT|aDUR
1095	23412 23361	   	149.23	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9AART|aLWND
1096	23412 23363	   	149.23	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9AART|aCGEN
1097	23412 23364	   	149.23	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9AART|aRPLT
1098	23412 23367	   	149.23	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9AART|aBELT
1099	23464 34323	   	149.23	DCR|2VULN|1AART|1DMG	19DUST|2RCVC|3aVULN|4MBVNT|5AART|6DMG|7RCR|8CGEN
1100	23464 34532	   	149.23	DCR|2VULN|1AART|1DMG	1DUST|2RCVC|3aVULN|4MBVNT|5AART|6DMG|7RCR|8BEXP|9AIRHEA
1101	23464 34541	   	149.23	DCR|2DMG|1AART|1VULN	1DUST|2RCVC|3VULN|4MBVNT|5AART|69DMG|7RCR|8BEXP|aLEGI
1102	23464 34632	   	149.23	DCR|2VULN|1AART|1DMG	1DUST|2RCVC|3aVULN|4MBVNT|5AART|6DMG|7RCR|8LHND|9AIRHEA
1103	23412 21352	   	149.23	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7BEXP|9AART|aERES
1104	36316 33631	   	149.20	DCR|1AART|1VULN|1DMG|2CDMG	1RMIN|2TLV|3FEWX|48CDMG|5DMG|6RCR|7AART|9VULN|aDUST
1105	11663 41133	   	149.17	ACR|2VULN|1AART|1CDMG|1DUR	17LIT|2LHND|3RCR|4CDMG|5AART|6BEXP|89VULN|aDUR
1106	11663 61211	   	149.17	ACR|2VULN|1AART|1CDMG|1ASPD	17LIT|2LHND|3RCR|4CDMG|5AART|6aVULN|8RPLT|9ASPD
1107	15611 12321	   	149.15	ACR|2DMG|1AART|1VULN	1LIT|2FEWX|3RCR|49DMG|5aDUST|6RCVC|7VULN|8AART
1108	15611 12323	   	149.15	ACR|2DMG|1AART|1VULN	1LIT|2FEWX|3RCR|49DMG|5DUST|6RCVC|7VULN|8AART|aERES
1109	11622 12112	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2LHND|3RCR|4DUR|5CDMG|6ERES|7DMG|8VULN|9AART|aLWND
1110	11622 12113	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1aLIT|2LHND|3RCR|4DUR|5CDMG|6ERES|7DMG|8VULN|9AART
1111	11622 12116	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2LHND|3RCR|4DUR|5CDMG|6ERES|7DMG|8VULN|9AART|aFEWX
1112	11622 22113	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1aLIT|2LHND|3RCR|4DUR|5CDMG|6TLV|7DMG|8VULN|9AART
1113	11622 22116	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2LHND|3RCR|4DUR|5CDMG|6TLV|7DMG|8VULN|9AART|aFEWX
1114	11614 43112	   	149.15	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2LHND|3RCR|4DMG|5CDMG|6DUST|7CGEN|8VULN|9AART|aDUR
1115	12662 21112	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2DUST|3RCR|4CDMG|5MLV|6DMG|7LHND|8VULN|9AART|aDUR
1116	12614 52331	   	149.14	ACR|2DMG|1VULN|2CDMG|1ASPD	1LIT|26DUST|3RCR|47DMG|58CDMG|9ASPD|aVULN
1117	13352 52211	   	149.13	ACR|2VULN|1AART|2ASPD|1ZMB	128LIT|3LHND|4AART|5RCR|68ASPD|78VULN|8BPWR|9BEXP|aZMB
1118	13352 52231	   	149.13	ACR|2VULN|1AART|2ASPD|1ZMB	128LIT|3LHND|4AART|5RCR|68ASPD|78VULN|8BPWR|9MGNSTR|aZMB
1119	13352 52253	   	149.13	ACR|2VULN|1AART|2ASPD|1ZMB	128LIT|3LHND|4AART|5RCR|68ASPD|78VULN|8BPWR|9CGEN|aZMB
1120	24111 12462	   	149.13	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUST|2ZMB|3DUR|46LHND|5RCR|7aVULN|8DMG|9FLTHEA
1121	23412 23362	   	149.13	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9AART|aERES
1122	16243 52322	   	149.12	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4LSRHEA|5aVULN|6BEXP|7ZMB|8RCR|9CGEN
1123	12622 44233	   	149.07	ACR|2VULN|2DMG|1DUR	1LIT|2aDUST|3RCR|4DUR|5ERES|6aVULN|7RCVC|8LSRICY|9aDMG|aBPWR
1124	12663 52331	   	149.07	ACR|2VULN|1AART|1CDMG|1ASPD	18aLIT|28DUST|3RCR|4CDMG|5AART|6ERES|78VULN|8BPWR|9ASPD
1125	12663 52332	   	149.07	ACR|2VULN|1AART|1CDMG|1ASPD	18LIT|28DUST|3RCR|4CDMG|5AART|6ERES|78VULN|8BPWR|9ASPD|aRMIN
1126	12663 61211	   	149.07	ACR|2VULN|1AART|1CDMG|1ASPD	17LIT|2DUST|3RCR|4CDMG|5AART|6aVULN|8RPLT|9ASPD
1127	12663 62231	   	149.07	ACR|2VULN|1AART|1CDMG|1ASPD	1aLIT|2DUST|3RCR|4CDMG|5AART|69VULN|7ASPD|8CGEN
1128	12663 62232	   	149.07	ACR|2VULN|1AART|1CDMG|1ASPD	1LIT|2DUST|3RCR|4CDMG|5AART|69VULN|7ASPD|8CGEN|aRMIN
1129	11663 61333	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	17LIT|2LHND|3RCR|4CDMG|5AART|69VULN|8LEGI|aDUR
1130	12663 41133	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	17LIT|2DUST|3RCR|4CDMG|5AART|6BEXP|89VULN|aDUR
1131	12663 61111	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	17LIT|2DUST|3RCR|4CDMG|5AART|68VULN|9MLV|aDUR
1132	12663 61121	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	17LIT|2DUST|3RCR|4CDMG|5AART|68VULN|9CGEN|aDUR
1133	12663 61333	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	17LIT|2DUST|3RCR|4CDMG|5AART|69VULN|8LHND|aDUR
1134	11622 12111	   	149.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2LHND|3RCR|4DUR|5CDMG|6aERES|7DMG|8VULN|9AART
1135	11622 22111	   	149.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2LHND|3RCR|4DUR|5CDMG|6TLV|7DMG|8VULN|9AART|aERES
1136	13352 52261	   	149.03	ACR|2VULN|1AART|2ASPD|1ZMB	128LIT|3LHND|4AART|5RCR|68ASPD|78VULN|8BPWR|9DUST|aZMB
