0	Index      	 *	Score 	Summary	Detail	
1	22631 11414	 * 	183.33	ACR|3VULN|2DMG|1AART|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aAART
995	31131 52115	   	155.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6ZMB|7LWND|8DUR|9aDMG
996	31131 54113	   	155.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3aVULN|4RCR|5CDMG|6ZMB|7LHND|8DUR|9DMG
997	31131 54115	   	155.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6ZMB|7LHND|8DUR|9aDMG
998	31631 64213	   	155.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3LHND|4RCR|5CDMG|6aVULN|7DUR|8ZMB|9DMG
999	11333 54321	   	155.30	DCR|2AART|2DMG|1CDMG|1DUR	17LSRREG|27DMG|3CDMG|4ERES|5aAART|67BEXP|7BPWR|8RCR|9DUR
1000	32432 53312	   	155.29	ACR|2VULN|1AART|1DMG|1DUR	1MLV|2aVULN|3RCVC|4RCR|5DUST|6FEWX|7AART|8DMG|9DUR
1001	52432 53312	   	155.29	ACR|2VULN|1AART|1DMG|1DUR	1CGEN|2aVULN|3RCVC|4RCR|5DUST|6FEWX|7AART|8DMG|9DUR
1002	22633 13126	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|26VULN|3ASPD|4RCR|5DUST|7BEXP|8CDMG|9AART|aZMB
1003	31241 36326	   	155.27	DCR|2VULN|1AART|1DMG|1ASPD	1MLV|2RCVC|3AART|4RMIN|59VULN|6DMG|7FEWX|8RCR|aASPD
1004	31241 31334	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4RMIN|5aVULN|6DMG|7LWND|8RCR|9DUR
1005	31241 35334	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4RMIN|5aVULN|6DMG|7LHND|8RCR|9DUR
1006	31241 36334	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4RMIN|5aVULN|6DMG|7FEWX|8RCR|9DUR
1007	31241 41324	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4RMIN|59VULN|6DUR|7CGEN|8RCR|aDMG
1008	51241 23334	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4RMIN|5aVULN|6LWND|7DMG|8RCR|9DUR
1009	51241 31334	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4RMIN|5aVULN|6DMG|7LWND|8RCR|9DUR
1010	51241 43321	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4RMIN|59VULN|6DUR|7DMG|8RCR|aBEXP
1011	51241 43322	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4RMIN|59VULN|6DUR|7DMG|8RCR|aMGNSTR
1012	51242 23324	   	155.27	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4RMIN|5BEXP|6DUR|7DMG|8RCR|9aVULN
1013	42121 53162	   	155.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13ERES|29VULN|4DUST|5CDMG|6ZMB|7RCR|8AART|aDUR
1014	42233 35122	   	155.25	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3FEWX|4RCR|5DUST|6LWND|7ZMB|8AART|9DMG
1015	31131 34214	   	155.24	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3aVULN|4RCR|5CDMG|6LEGI|7DUR|8ZMB|9DMG
1016	31131 34215	   	155.24	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6LEGI|7DUR|8ZMB|9aDMG
1017	41131 54113	   	155.24	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCVC|3aVULN|4RCR|5CDMG|6ZMB|7LHND|8DUR|9DMG
1018	42432 53312	   	155.19	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2aVULN|3RCVC|4RCR|5DUST|6FEWX|7AART|8DMG|9DUR
1019	31131 41322	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aRMIN
1020	31131 41323	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aLHND
1021	31131 41326	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6aCGEN|78DMG|8BPWR|9LWND
1022	31131 41352	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aRMIN
1023	31131 41353	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aLHND
1024	31131 41356	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6aCGEN|78DMG|8BPWR|9BEXP
1025	31131 41362	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aRMIN
1026	31131 41363	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aLHND
1027	31131 41366	   	155.18	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6aCGEN|78DMG|8BPWR|9FEWX
1028	41241 31334	   	155.17	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2RCVC|3AART|4RMIN|5aVULN|6DMG|7LWND|8RCR|9DUR
1029	51241 43323	   	155.17	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4RMIN|59VULN|6DUR|7DMG|8RCR|aERES
1030	11322 22141	   	155.12	ACR|2DMG|2AART|1CDMG|1DUR	1LSRREG|29DMG|3CDMG|4FEWX|5RCR|6aAART|7DUR|8MLV
1031	11322 23541	   	155.12	ACR|2DMG|2AART|1CDMG|1ASPD	1LSRREG|29DMG|3CDMG|4FEWX|5RCR|6aAART|7ASPD|8BEXP
1032	11322 24241	   	155.12	ACR|2DMG|2AART|1CDMG|1DUR	1LSRREG|29DMG|3CDMG|4FEWX|5RCR|6aAART|7MLV|8DUR
1033	11322 24321	   	155.12	ACR|2DMG|2AART|1CDMG|1DUR	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6aAART|7MLV|9DUR
1034	31131 61323	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aLHND
1035	31131 61326	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aCGEN
1036	31131 61353	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9BEXP|aLHND
1037	31131 61356	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9BEXP|aCGEN
1038	31131 61363	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9FEWX|aLHND
1039	31131 61366	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9FEWX|aCGEN
1040	31131 41321	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aTLV
1041	31131 41324	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aDUST
1042	31131 41346	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9ERES|aBEXP
1043	31131 41351	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aTLV
1044	31131 41354	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aDUST
1045	31131 41361	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aTLV
1046	31131 41364	   	155.08	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aDUST
1047	11643 11242	   	155.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1LSRREG|2DMG|36ASPD|4CDMG|5AART|7DUR|8MLV|9VULN|aRCR
1048	14353 11142	   	155.08	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1LSRREG|26ASPD|3CDMG|4CGEN|5AART|7DUR|8DMG|9VULN|aRCR
1049	32431 24214	   	155.04	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2aVULN|3RCVC|4RCR|5CDMG|6LWND|7DUR|8ZMB|9DMG
1050	32431 24215	   	155.04	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2VULN|3RCVC|4RCR|5CDMG|6LWND|7DUR|8ZMB|9aDMG
1051	32431 52114	   	155.04	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2aVULN|3RCVC|4RCR|5CDMG|6ZMB|7LWND|8DUR|9DMG
1052	32431 52115	   	155.04	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2VULN|3RCVC|4RCR|5CDMG|6ZMB|7LWND|8DUR|9aDMG
1053	32431 54113	   	155.04	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2aVULN|3RCVC|4RCR|5CDMG|6ZMB|7LHND|8DUR|9DMG
1054	11312 26226	   	155.02	ACR|2DMG|2AART|1CDMG|1DUR	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6aAART|8TLV|9DUR
1055	11322 26221	   	155.02	ACR|2DMG|2AART|1CDMG|1DUR	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6aAART|8TLV|9DUR
1056	42234 23334	   	155.01	ACR|3VULN|1AART|1DUR|1ASPD	1ERES|28aVULN|3FEWX|4RCR|5CGEN|6AART|7ASPD|9DUR
1057	31131 61321	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9LWND
1058	31131 61324	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aDUST
1059	31131 61346	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9ERES|aBEXP
1060	31131 61351	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9BEXP
1061	31131 61354	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9BEXP|aDUST
1062	31131 61361	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9FEWX
1063	31131 61364	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9FEWX|aDUST
1064	31131 11155	   	154.98	ACR|2VULN|2DMG|1CDMG	1MLV|2RCVC|3aVULN|4RCR|5CDMG|6RMIN|79DMG|8LIT
1065	31131 12465	   	154.98	ACR|2VULN|2DMG|1CDMG	1MLV|2RCVC|39VULN|4RCR|5CDMG|6RMIN|7LWND|8aDMG
1066	31131 23465	   	154.98	ACR|2VULN|2DMG|1CDMG	1MLV|2RCVC|39VULN|4RCR|5CDMG|6LWND|7CGEN|8aDMG
1067	31131 41345	   	154.98	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9aERES
1068	41131 41322	   	154.98	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aRMIN
1069	41131 41323	   	154.98	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aLHND
1070	41131 41326	   	154.98	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6aCGEN|78DMG|8BPWR|9LWND
1071	41131 41362	   	154.98	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LHND|aRMIN
1072	41131 41363	   	154.98	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9aLHND
1073	12643 11142	   	154.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1LSRREG|2ERES|36ASPD|4CDMG|5AART|7DUR|8DMG|9VULN|aRCR
1074	14333 11142	   	154.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1LSRREG|26ASPD|3CDMG|4ERES|5AART|7DUR|8DMG|9VULN|aRCR
1075	22335 26312	   	154.97	ACR|2VULN|2AART|1ZMB|1DUR	1LWND|2aVULN|3MLV|4RCR|5BEXP|68AART|7DUR|9ZMB
1076	32335 26312	   	154.97	ACR|2VULN|2AART|1ZMB|1DUR	1MLV|2aVULN|3LWND|4RCR|5BEXP|68AART|7DUR|9ZMB
1077	31131 61266	   	154.96	ACR|2AART|1VULN|1DMG|1CDMG	1MLV|2RCVC|3VULN|4RCR|5CDMG|6TLV|7DMG|8RMIN|9aAART
1078	31131 41332	   	154.94	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aLWND
1079	31131 12456	   	154.94	ACR|2VULN|2DMG|1CDMG|1SELL	1aMLV|2RCVC|3aVULN|4RCR|5CDMG|6RMIN|7LWND|8aDMG|9SELL|aBPWR
1080	32431 34214	   	154.94	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2aVULN|3RCVC|4RCR|5CDMG|6LEGI|7DUR|8ZMB|9DMG
1081	32431 34215	   	154.94	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2VULN|3RCVC|4RCR|5CDMG|6LEGI|7DUR|8ZMB|9aDMG
1082	22335 22242	   	154.89	ACR|3VULN|1AART|1CDMG	1LWND|29aVULN|3MLV|4RCR|5BEXP|6AART|7RPLT|8CDMG
1083	32335 22242	   	154.89	ACR|3VULN|1AART|1CDMG	1MLV|29aVULN|3LWND|4RCR|5BEXP|6AART|7RPLT|8CDMG
1084	31131 61345	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9aERES
1085	32431 41322	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aRMIN
1086	32431 41323	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aLHND
1087	32431 41326	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6aCGEN|78DMG|8BPWR|9LWND
1088	32431 41352	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aRMIN
1089	32431 41353	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aLHND
1090	32431 41362	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aRMIN
1091	32431 41363	   	154.88	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aLHND
1092	41131 61323	   	154.88	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aLHND
1093	41131 61326	   	154.88	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aCGEN
1094	41131 61363	   	154.88	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9aLHND
1095	31131 11265	   	154.88	ACR|2VULN|2DMG|1CDMG	1MLV|2RCVC|39VULN|4RCR|5CDMG|6RMIN|7aDMG|8DUST
1096	31131 33465	   	154.88	ACR|2VULN|2DMG|1CDMG	1MLV|2RCVC|39VULN|4RCR|5CDMG|6LEGI|7CGEN|8aDMG
1097	31131 61155	   	154.88	ACR|2VULN|2DMG|1CDMG	1MLV|2RCVC|3aVULN|4RCR|5CDMG|6TLV|79DMG|8LIT
1098	41131 41321	   	154.88	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aTLV
1099	41131 41324	   	154.88	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aDUST
1100	41131 41343	   	154.88	ACR|2VULN|2DMG|1CDMG	189ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|aLIT
1101	41131 41361	   	154.88	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LHND|aTLV
1102	51131 11265	   	154.88	ACR|2VULN|2DMG|1CDMG	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6RMIN|7aDMG|8DUST
1103	24631 32632	   	154.87	ACR|3VULN|1DMG|2DUR|1ASPD	1LWND|2aDUR|3ASPD|4RCR|5DMG|6LHND|789VULN
1104	11446 11323	   	154.86	DCR|2DMG|1AART|2CDMG|2DUR	1LSRREG|25DMG|3RMIN|45CDMG|5BPWR|6AART|79DUR|8RCR|aTLV
1105	11333 54336	   	154.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	17LSRREG|27DMG|3CDMG|4ERES|5AART|67BEXP|7BPWR|8RCR|9ZMB|aDUR
1106	31131 61332	   	154.84	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aLWND
1107	31131 41335	   	154.84	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aERES
1108	22333 22242	   	154.79	ACR|3VULN|1AART|1CDMG	1LWND|29aVULN|3MLV|4RCR|5DUST|6AART|7RPLT|8CDMG
1109	32333 22242	   	154.79	ACR|3VULN|1AART|1CDMG	1MLV|29aVULN|3LWND|4RCR|5DUST|6AART|7RPLT|8CDMG
1110	32431 41321	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aTLV
1111	32431 41324	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aDUST
1112	32431 41351	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9BEXP|aTLV
1113	32431 41361	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9FEWX|aTLV
1114	32431 61323	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aLHND
1115	32431 61326	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aCGEN
1116	32431 61353	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9BEXP|aLHND
1117	32431 61363	   	154.78	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9FEWX|aLHND
1118	41131 61321	   	154.78	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9LWND
1119	41131 61324	   	154.78	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aDUST
1120	41131 61343	   	154.78	ACR|2VULN|2DMG|1CDMG	189ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|aLIT
1121	41131 61361	   	154.78	ACR|2VULN|2DMG|1CDMG	18ERES|2RCVC|38VULN|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9LHND
1122	41131 11265	   	154.78	ACR|2VULN|2DMG|1CDMG	1ERES|2RCVC|39VULN|4RCR|5CDMG|6RMIN|7aDMG|8DUST
1123	41131 41341	   	154.78	ACR|2VULN|2DMG|1CDMG	189ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|aDUST
1124	31133 41434	 * 	154.77	ACR|3VULN|1AART|2DUR	1MLV|2RCVC|378VULN|4RCR|5LWND|69DUR|aAART
1125	22422 15523	   	154.76	DCR|2VULN|2DMG|1CDMG|1ZMB	14LWND|26VULN|3RPLT|56DMG|6BPWR|7ZMB|8CDMG|9LIT|aRCR
1126	32632 15523	   	154.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|26VULN|3RPLT|4RMIN|56DMG|6BPWR|7ZMB|8CDMG|9LIT|aRCR
1127	62112 15523	   	154.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|24LHND|36VULN|56DMG|6BPWR|7ZMB|8CDMG|9LIT|aRCR
1128	62122 15523	   	154.76	DCR|2VULN|2DMG|1CDMG|1ZMB	14RPLT|2LHND|36VULN|56DMG|6BPWR|7ZMB|8CDMG|9LIT|aRCR
1129	31131 61335	   	154.74	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aERES
1130	41131 41332	   	154.74	ACR|2VULN|2DMG|1CDMG|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aLWND
1131	41131 41336	   	154.74	ACR|2VULN|2DMG|1CDMG|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aBEXP
1132	32431 11155	   	154.68	ACR|2VULN|2DMG|1CDMG	1MLV|2aVULN|3RCVC|4RCR|5CDMG|6RMIN|79DMG|8LIT
1133	32431 61321	   	154.68	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9LWND
1134	32431 61324	   	154.68	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aDUST
1135	32431 61351	   	154.68	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9BEXP
1136	32431 61361	   	154.68	ACR|2VULN|2DMG|1CDMG	18MLV|28VULN|3RCVC|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9FEWX
1137	41131 61341	   	154.68	ACR|2VULN|2DMG|1CDMG	189ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|aDUST
1138	42431 41322	   	154.68	ACR|2VULN|2DMG|1CDMG	18ERES|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aRMIN
1139	42431 41323	   	154.68	ACR|2VULN|2DMG|1CDMG	18ERES|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aLHND
1140	11322 23332	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7ASPD|9ZMB|aRMIN
1141	11322 23333	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7ASPD|9ZMB|aLIT
1142	11322 23334	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7ASPD|9ZMB|aLWND
1143	11322 23335	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7ASPD|9ZMB|aCGEN
1144	14312 26332	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9ZMB|aRMIN
1145	14312 26333	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9ZMB|aLIT
1146	14312 26334	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9ZMB|aLHND
1147	14312 26335	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9ZMB|aCGEN
1148	14322 26332	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6AART|78DMG|9ZMB|aRMIN
1149	14322 26333	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6AART|78DMG|9ZMB|aLIT
1150	14322 26334	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6AART|78DMG|9ZMB|aLWND
1151	14322 26335	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6AART|78DMG|9ZMB|aCGEN
