0	Index      	 *	Score 	Summary	Detail	
1	12122 44351	 * 	206.07	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	16aVULN|2aDMG|3RCR|49DUR|5LWND|7aASPD|8AART|aBPWR
982	52112 22252	   	176.73	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7MLV|8DUST|aZMB
983	52112 22366	   	176.73	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7MLV|8ERES|9ZMB
984	52112 24142	   	176.73	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3RCR|4RCVC|568VULN|6BPWR|7LIT|9ERES|aZMB
985	12111 33413	   	176.73	ACR|3VULN|2DMG|1ZMB|1DUR	178VULN|27DMG|3RCR|4RCVC|5BELT|6LEGI|7BPWR|9ZMB|aDUR
986	24111 33413	   	176.73	ACR|3VULN|2DMG|1ZMB|1DUR	17DMG|278VULN|3RCR|4RCVC|5BELT|6LEGI|7BPWR|9ZMB|aDUR
987	52122 23451	   	176.67	ACR|2VULN|2DMG|3DUR|1CDMG|1ASPD	149DUR|26DMG|3RCR|56VULN|6BPWR|7CDMG|8DUST|aASPD
988	12312 13351	   	176.67	DCR|3VULN|2DMG|1AART	167VULN|2aDMG|3CGEN|4LIT|5AART|8RCR|9LWND
989	12312 13361	   	176.67	DCR|3VULN|2DMG|1AART	167VULN|2aDMG|3CGEN|4LIT|5AART|8RCR|9BEXP
990	24312 13351	   	176.67	DCR|3VULN|2DMG|1AART	1aDMG|267VULN|3CGEN|4LIT|5AART|8RCR|9LWND
991	24312 13361	   	176.67	DCR|3VULN|2DMG|1AART	1aDMG|267VULN|3CGEN|4LIT|5AART|8RCR|9BEXP
992	12613 33415	 * 	176.65	DCR|3DMG|2VULN|3ZMB	18VULN|268DMG|37aZMB|4LIT|58BEXP|8BPWR|9RCR
993	52122 54331	   	176.64	ACR|2DMG|1AART|1VULN|3DUR|2ASPD	14aDUR|2aDMG|3RCR|5VULN|69LHND|7aASPD|8AART|aBPWR
994	26112 25252	   	176.63	ACR|3VULN|2DMG|1ZMB|1ASPD	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8DUST|aZMB
995	21213 52241	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8MLV|9FEWX|aAART
996	21213 52431	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9RMIN|aAART
997	21213 52453	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9BEXP|aAART
998	21213 52631	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9RMIN|aAART
999	21213 52643	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9FEWX|aAART
1000	21213 52651	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9CGEN|aAART
1001	52122 25116	   	176.56	ACR|3DMG|2VULN|2DUR|1ASPD	14DUR|26aDMG|3RCR|56VULN|6BPWR|7ASPD|8LWND|9RCVC
1002	12632 12625	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2aDMG|3ZMB|4LWND|5AART|6DUR|7LHND|9RCR
1003	21622 12625	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aDMG|2LWND|3ZMB|48VULN|5AART|6DUR|7LHND|9RCR
1004	12112 23234	   	176.55	ACR|2VULN|2DMG|1AART|1ASPD	15VULN|2aDMG|3RCR|47RCVC|6ASPD|8AART|9MLV
1005	24112 23234	   	176.55	ACR|2VULN|2DMG|1AART|1ASPD	1aDMG|25VULN|3RCR|47RCVC|6ASPD|8AART|9MLV
1006	52115 32523	   	176.53	ACR|3DMG|3ZMB|1VULN|1DUR	1DUR|28aDMG|3RCR|4RCVC|579ZMB|6VULN
1007	52115 32531	   	176.53	ACR|3DMG|3ZMB|1VULN|1DUR	1DUR|289DMG|3RCR|4RCVC|57aZMB|6VULN
1008	21165 12413	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	169DMG|2LWND|3RCR|49LIT|5DUR|7FEWX|89VULN|9BPWR|aCDMG
1009	16152 35233	 * 	176.47	DCR|3VULN|2AART|2ZMB|1CDMG	123VULN|2BPWR|4aZMB|56AART|7ERES|8CDMG|9RCR
1010	12253 52241	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8MLV|9FEWX|aAART
1011	12253 52431	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8FEWX|9RMIN|aAART
1012	12253 52631	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8BEXP|9RMIN|aAART
1013	21213 52221	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8MLV|9MBVNT|aAART
1014	21213 52541	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8ERES|9FEWX|aAART
1015	26213 52241	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8MLV|9FEWX|aAART
1016	26213 52431	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9RMIN|aAART
1017	26213 52631	   	176.46	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9RMIN|aAART
1018	52122 25216	   	176.46	ACR|3DMG|2VULN|2DUR|1ASPD	14DUR|26aDMG|3RCR|56VULN|6BPWR|7ASPD|8DUST|9RCVC
1019	21625 33532	 * 	176.46	DCR|3VULN|2DMG|3ZMB	18DMG|25LWND|389ZMB|468VULN|7RCVC|8BPWR|aRCR
1020	21626 33532	   	176.46	DCR|3VULN|2DMG|3ZMB	18DMG|2LWND|389ZMB|468VULN|5DMSP|7RCVC|8BPWR|aRCR
1021	24621 33532	   	176.46	DCR|3VULN|2DMG|3ZMB	18DMG|246VULN|389ZMB|58LWND|7RCVC|8BPWR|aRCR
1022	13115 43334	 * 	176.45	ACR|2VULN|2AART|1DMG|2ZMB	17VULN|2CGEN|3RCR|4RCVC|57ZMB|67MLV|7BPWR|89AART|aDMG
1023	12112 23244	   	176.45	ACR|2VULN|2DMG|1AART|1ASPD	15VULN|2aDMG|3RCR|47RCVC|6ASPD|8AART|9TLV
1024	12112 23264	   	176.45	ACR|2VULN|2DMG|1AART|1ASPD	15VULN|2aDMG|3RCR|47RCVC|6ASPD|8AART|9ERES
1025	24112 23244	   	176.45	ACR|2VULN|2DMG|1AART|1ASPD	1aDMG|25VULN|3RCR|47RCVC|6ASPD|8AART|9TLV
1026	24112 23264	   	176.45	ACR|2VULN|2DMG|1AART|1ASPD	1aDMG|25VULN|3RCR|47RCVC|6ASPD|8AART|9ERES
1027	22123 24361	   	176.41	ACR|3DMG|2VULN|1AART|2DUR|1ASPD|1MSE	18aDMG|2MSE|3RCR|4aDUR|5DUST|6ASPD|7AART|9aVULN|aBPWR
1028	23121 24361	   	176.41	ACR|3DMG|2VULN|1AART|2DUR|1ASPD|1MSE	18aDMG|2DUST|3RCR|4aDUR|5MSE|6ASPD|7AART|9aVULN|aBPWR
1029	12132 43111	   	176.40	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	16aVULN|2DMG|3RCR|4LHND|5LWND|7CDMG|8ZMB|9FLTHEA
1030	12133 43111	   	176.40	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	16aVULN|2DMG|3RCR|4LHND|5FEWX|7CDMG|8ZMB|9FLTHEA
1031	12135 64111	   	176.40	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	17aVULN|2DMG|3RCR|4LHND|5CDMG|6LWND|8ZMB|9FLTHEA
1032	24132 43111	   	176.40	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|26aVULN|3RCR|4LHND|5LWND|7CDMG|8ZMB|9FLTHEA
1033	24133 43111	   	176.40	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|26aVULN|3RCR|4LHND|5FEWX|7CDMG|8ZMB|9FLTHEA
1034	12122 44326	   	176.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	16aVULN|2DMG|3RCR|4DUR|5LWND|7ASPD|8AART|9RMIN
1035	12125 64331	   	176.37	ACR|3VULN|2DMG|1CDMG|1DUR	17aVULN|2aDMG|3RCR|4DUR|5CDMG|6aLWND|8RPLT|9DLOT|aBPWR
1036	12253 52221	   	176.36	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8MLV|9MBVNT|aAART
1037	21213 52521	   	176.36	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8ERES|9MBVNT|aAART
1038	24253 52221	   	176.36	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|27VULN|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8MLV|9MBVNT|aAART
1039	26213 52221	   	176.36	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8MLV|9MBVNT|aAART
1040	52123 33643	   	176.34	ACR|2AART|2DMG|1VULN|3DUR	147DUR|27DMG|3RCR|5aAART|67BEXP|7BPWR|8RPLT|9VULN
1041	12142 15361	   	176.33	ACR|3VULN|1AART|1DMG|2DUR	19aVULN|2DMG|3RCR|4ERES|5AART|68DUR|7TLV
1042	12253 52521	   	176.26	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8ERES|9MBVNT|aAART
1043	26213 52521	   	176.26	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8ERES|9MBVNT|aAART
1044	23621 33532	   	176.26	DCR|3VULN|2DMG|3ZMB	18DMG|25DUST|389ZMB|468VULN|7RCVC|8BPWR|aRCR
1045	24623 33532	   	176.26	DCR|3VULN|2DMG|3ZMB	18DMG|246VULN|389ZMB|58DUST|7RCVC|8BPWR|aRCR
1046	21115 32222	   	176.25	ACR|2VULN|2AART|1DMG|2ZMB	1DMG|2LWND|3RCR|4RCVC|57ZMB|6aVULN|89AART
1047	12613 34412	   	176.23	DCR|3VULN|3DMG|1ZMB	178VULN|268DMG|3ZMB|4LIT|58BEXP|8BPWR|9RCR|aRCVC
1048	26253 32261	   	176.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17DMG|2LEGI|3RPLT|4DUR|57ASPD|67VULN|7BPWR|8MLV|9RCR|aAART
1049	12312 61313	   	176.18	DCR|2VULN|2DMG|1AART|3ASPD	17VULN|27DMG|3CGEN|4LIT|5AART|679ASPD|7BPWR|8DUST|aRCR
1050	24312 61313	   	176.18	DCR|2VULN|2DMG|1AART|3ASPD	17DMG|27VULN|3CGEN|4LIT|5AART|679ASPD|7BPWR|8DUST|aRCR
1051	12135 11651	   	176.15	ACR|3DMG|1AART|1VULN|1CDMG	1VULN|279DMG|3RCR|4LHND|5CDMG|6CGEN|8AART|aBELT
1052	12135 11653	   	176.15	ACR|3DMG|1AART|1VULN|1CDMG	1VULN|279DMG|3RCR|4LHND|5CDMG|6CGEN|8AART|aFEWX
1053	52112 23345	   	176.08	ACR|2VULN|2DMG|3CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|78aCDMG|9BASICY
1054	12142 16212	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	18VULN|2DMG|3RCR|4ERES|5AART|6DUR|7CDMG|9BEXP|aASPD
1055	12142 16242	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	18VULN|2DMG|3RCR|4ERES|5AART|6DUR|7CDMG|9LWND|aASPD
1056	12142 16342	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	19VULN|2DMG|3RCR|4ERES|5AART|6DUR|7CDMG|8FEWX|aASPD
1057	12142 16352	   	176.07	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1VULN|29DMG|3RCR|4ERES|5AART|6DUR|7CDMG|8FEWX|aASPD
1058	24142 16212	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|28VULN|3RCR|4ERES|5AART|6DUR|7CDMG|9BEXP|aASPD
