0	Index      	 *	Score 	Summary	Detail	
1	23222 42526	 * 	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|59aVULN|7RCR|8CDMG
971	23222 42113	   	151.09	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9LIT|aLHND
972	23222 42132	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|aLWND
973	23222 42133	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|aLHND
974	23222 42156	   	151.09	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9CGEN|aBEXP
975	23232 42134	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|aDUR
976	23232 42141	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9DUR|aFEWX
977	23232 42142	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9DUR|aLWND
978	23232 42143	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9DUR|aRMIN
979	23232 42154	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9CGEN|aDUR
980	31523 46221	   	151.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUR|2BEXP|3LWND|4VULN|5MBVNT|6DMG|7RCR|8ASPD|9aAART
981	41623 46221	   	151.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|2BEXP|3DUR|4VULN|5MBVNT|6DMG|7RCR|8ASPD|9aAART
982	23214 42523	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2DMG|3ASPD|4DUST|5ZMB|6ERES|7RCR|8CDMG|9aVULN
983	34425 44143	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3DMG|4LIT|5MBVNT|68VULN|7RCR|9ZMB|aCDMG
984	35363 62323	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4DUST|5DMG|6aVULN|7RCR|8ZMB|9RPLT
985	16432 31142	   	151.01	ACR|1AART|1DMG|1VULN|1CDMG|1DUR|1SELL	1SELL|2AIRHEL|3LEGI|4RCR|5AART|6DUR|7RCVC|8CDMG|9DMG|aVULN
986	21154 42131	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUST|56DMG|7RCR|9DUR|aFEWX
987	21154 42132	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUST|56DMG|7RCR|9DUR|aLWND
988	21154 42133	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUST|56DMG|7RCR|9DUR|aRMIN
989	23212 42131	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9DUR|aFEWX
990	23212 42132	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9DUR|aLWND
991	23212 42133	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9DUR|aRMIN
992	23212 42135	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9DUR|aLHND
993	23212 42154	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9CGEN|aDUR
994	23212 42166	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9BEXP|aDUR
995	23252 42134	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	19MLV|26DMG|3ASPD|4LEGI|58VULN|7RCR|aDUR
996	23252 42141	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4LEGI|58VULN|7RCR|9DUR|aFEWX
997	23252 42142	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LEGI|58VULN|7RCR|9DUR|aLWND
998	23252 42143	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4LEGI|58VULN|7RCR|9DUR|aRMIN
999	21114 42116	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9LIT|aTLV
1000	21114 42121	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9DUST|aFEWX
1001	21114 42122	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9DUST|aLWND
1002	21114 42123	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9DUST|aRMIN
1003	21114 42125	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9DUST|aLHND
1004	21114 42131	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|aDUST
1005	21114 42151	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9CGEN|aDUST
1006	21114 42152	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|28VULN|3ASPD|4DUR|56DMG|7RCR|9CGEN|aTLV
1007	22112 35361	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|2aDUST|3ASPD|4DUR|5LEGI|6aDMG|7RCR|8LIT|9aVULN|aBPWR
1008	23222 42116	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9LIT|aTLV
1009	23222 42121	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9DUST|aFEWX
1010	23222 42122	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9DUST|aLWND
1011	23222 42123	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9DUST|aRMIN
1012	23222 42125	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9DUST|aLHND
1013	23222 42131	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	19MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|aDUST
1014	23222 42151	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9CGEN|aDUST
1015	23222 42152	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|58VULN|7RCR|9CGEN|aTLV
1016	23232 42145	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9DUR|aLEGI
1017	23252 62236	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|29DMG|3ASPD|4LEGI|56VULN|7RCR|8FEWX|aDUR
1018	31523 46145	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2BEXP|3LWND|48VULN|5MBVNT|69DMG|7RCR|aASPD
1019	53623 37144	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1FEWX|2LWND|3DUR|48VULN|5MBVNT|6ASPD|7RCR|9aDMG
1020	62212 53241	   	150.95	DCR|3VULN|1AART|2DUR	1RMIN|258VULN|3RCVC|48aDUST|68DUR|7AART|8BPWR|9RCR
1021	62212 53243	   	150.95	DCR|3VULN|1AART|2DUR	1RMIN|258VULN|3RCVC|48DUST|68DUR|7AART|8BPWR|9RCR|aCANSTR
1022	62212 53342	   	150.95	DCR|3VULN|1AART|2DUR	1RMIN|25aVULN|3RCVC|4DUST|68DUR|7AART|9RCR
1023	62222 63241	   	150.95	DCR|3VULN|1AART|2DUR	1RMIN|258VULN|3RCVC|48DUR|68aDUST|7AART|8BPWR|9RCR
1024	62222 63243	   	150.95	DCR|3VULN|1AART|2DUR	1RMIN|258VULN|3RCVC|48DUR|68DUST|7AART|8BPWR|9RCR|aCANSTR
1025	62222 63342	   	150.95	DCR|3VULN|1AART|2DUR	1RMIN|25aVULN|3RCVC|48DUR|6DUST|7AART|9RCR
1026	32332 51255	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3ZMB|47VULN|5ASPD|6LHND|8MLV|9DMG|aRCR
1027	32332 53253	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|3ZMB|48VULN|5ASPD|6LHND|7RMIN|9DMG|aRCR
1028	32336 32253	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3ZMB|48VULN|5LWND|6RMIN|7ASPD|9DMG|aRCR
1029	32336 43253	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3ZMB|48VULN|5LWND|6ASPD|7RMIN|9DMG|aRCR
1030	32533 32253	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|38VULN|4LWND|5ZMB|6RMIN|7ASPD|9DMG|aRCR
1031	32533 43253	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|38VULN|4LWND|5ZMB|6ASPD|7RMIN|9DMG|aRCR
1032	42331 52253	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2CDMG|3ZMB|48VULN|5RMIN|6DUR|7ASPD|9DMG|aRCR
1033	21213 44242	   	150.92	DCR|3VULN|1AART|1ZMB	1MLV|28aVULN|3RCVC|4DUST|5AART|6ZMB|7CGEN|9RCR
1034	23212 42124	   	150.89	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|49DUST|58VULN|7RCR|aDUR
1035	23252 42126	   	150.89	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|26DMG|3ASPD|4LEGI|58VULN|7RCR|9DUST|aDUR
1036	31323 46155	   	150.89	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2BEXP|3DUST|48VULN|5MBVNT|69DMG|7RCR|aASPD
1037	33323 37158	   	150.89	DCR|2VULN|2DMG|1DUR|1ASPD	1DUR|2LWND|3DUST|48VULN|5MBVNT|6ASPD|7RCR|9aDMG
1038	32532 11346	   	150.86	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2CDMG|37VULN|4LWND|5FEWX|6RCVC|8AART|9ZMB|aRCR
1039	35331 46222	 * 	150.84	ACR|2VULN|1AART|2CDMG|1DUR|1SELL	1DUR|2AIRHEL|35CDMG|4RCR|6ERES|7SELL|8AART|9aVULN
1040	21213 23242	   	150.82	DCR|3VULN|1AART|1ZMB	1MLV|28aVULN|3RCVC|4DUST|5AART|6ERES|7ZMB|9RCR
1041	21213 46242	   	150.82	DCR|3VULN|1AART|1ZMB	1MLV|28aVULN|3RCVC|4DUST|5AART|6ZMB|7TLV|9RCR
1042	13116 13635	   	150.79	ACR|2VULN|2DMG|1ZMB|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ZMB|6CGEN|78DMG|9aVULN
1043	51625 13121	   	150.78	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|2BEXP|37DMG|4RCR|5ASPD|6CGEN|8VULN|9AART|aLIT
1044	62133 35236	   	150.76	DCR|2VULN|2DMG|2ASPD	1RMIN|2aVULN|38ASPD|4LWND|5LHND|69DMG|7RCR
1045	32332 13566	 * 	150.73	DCR|1AART|1VULN|2CDMG|2ASPD|1ZMB|1DUR	1DUR|29CDMG|3ZMB|4VULN|59ASPD|6TLV|79LWND|8AART|9BPWR|aRCR
1046	26132 62151	   	150.72	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1MLV|2LWND|3ASPD|4LHND|5AART|6VULN|7DMG|8RCR|9ZMB|aDUR
1047	62613 13242	   	150.72	DCR|4VULN|1AART	1RMIN|268aVULN|3DMSP|48DUST|5AART|78LWND|8BPWR|9RCR
1048	62213 43632	   	150.66	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2VULN|3aRCVC|4DUST|5AART|6ZMB|7RCR|8DUR|9DMG
1049	32215 61124	 * 	150.65	DCR|3DMG|3CDMG|1DUR	1DUR|245CDMG|35BEXP|5BPWR|6RCR|79aDMG|8RPLT
1050	35331 21223	   	150.62	ACR|1AART|2CDMG|1VULN|1FLTHEA|1DUR	1DUR|2AIRHEL|35CDMG|4RCR|67RCVC|8VULN|9FLTHEA|aAART
1051	23224 42121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1MLV|2DMG|3ASPD|4DUR|5ZMB|6ERES|7RCR|8VULN|9AART|aLIT
1052	23224 42125	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5ZMB|6ERES|7RCR|8VULN|9AART|aLHND
1053	21533 13242	   	150.62	DCR|4VULN|1AART	14MLV|268aVULN|3DUST|5AART|7LWND|9RCR
1054	21533 53242	   	150.62	DCR|4VULN|1AART	14MLV|268aVULN|36DUST|5AART|6BPWR|7LWND|9RCR
1055	21613 13242	   	150.62	DCR|4VULN|1AART	1MLV|268aVULN|3DMSP|4DUST|5AART|7LWND|9RCR
1056	21613 53242	   	150.62	DCR|4VULN|1AART	1MLV|268aVULN|3DMSP|46DUST|5AART|6BPWR|7LWND|9RCR
1057	11121 26136	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1SELL|2LWND|3LHND|49DMG|5RMIN|6CDMG|7RCR|8aVULN
1058	13334 23343	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1SELL|2RPLT|38VULN|4MLV|59DMG|6CGEN|7RCR|aCDMG
1059	13334 23633	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1SELL|2RPLT|39VULN|4MLV|58DMG|6CGEN|7RCR|aCDMG
1060	14121 26112	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1SELL|28VULN|3LHND|4aDMG|5RMIN|6CDMG|7RCR|9LIT
1061	14121 26336	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1SELL|2aVULN|3LHND|49DMG|5RMIN|6CDMG|7RCR|8LWND
1062	14221 26112	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1SELL|28VULN|3BEXP|4aDMG|5RMIN|6CDMG|7RCR|9LIT
1063	21443 22112	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1MLV|28VULN|3aDMG|4FEWX|5SELL|6CDMG|7RCR|9LIT
1064	23643 22112	   	150.62	DCR|2VULN|2DMG|1CDMG|1SELL	1MLV|2aDMG|38VULN|4FEWX|5SELL|6CDMG|7RCR|9LIT
1065	23224 42124	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5ZMB|6ERES|7RCR|8VULN|9AART|aDUST
1066	23224 42126	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5ZMB|6ERES|7RCR|8VULN|9AART|aNUKE
1067	32332 25443	   	150.52	DCR|3CDMG|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|267CDMG|3ZMB|4VULN|5ASPD|8RCR|9DMG|aRMIN
1068	35331 35231	   	150.49	ACR|1AART|1DMG|2CDMG|2DUR|1ZMB	19DUR|2AIRHEL|35CDMG|4RCR|6CGEN|7AART|8DMG|aZMB
1069	23232 62146	   	150.46	DCR|3VULN|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4LHND|568VULN|7RCR|9DUR|aRCVC
1070	32332 25441	   	150.42	DCR|3CDMG|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|267CDMG|3ZMB|4VULN|5ASPD|8RCR|9DMG|aDUST
1071	32332 25442	   	150.42	DCR|3CDMG|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|267CDMG|3ZMB|4VULN|5ASPD|8RCR|9DMG|aERES
