0	Index      	 *	Score 	Summary	Detail	
1	23645 31436	 * 	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9DMG
966	23216 63362	   	147.67	DCR|1AART|1VULN|1DMG|2DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|79DUR|8VULN|aCGEN
967	23216 63363	   	147.67	DCR|1AART|1VULN|1DMG|2DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|79DUR|8VULN|aDMSP
968	23113 53533	   	147.65	DCR|3DMG|1AART|1ASPD	1DLOT|2AART|3LIT|49aDMG|5RMIN|6ASPD|7LWND|8RCR
969	61623 21423	   	147.63	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3AART|4DMSP|5DMG|6FEWX|7RPLT|8RCR|9CDMG|aVULN
970	52123 13221	   	147.62	DCR|2VULN|1AART|2ASPD|1ZMB	14ASPD|2MLV|3aVULN|5LEGI|6ZMB|7RCVC|8RCR|9AART
971	42121 11621	   	147.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2FEWX|3DMG|4ZMB|5ASPD|6DUR|7VULN|8RCR|9DUST|aAART
972	12136 28814	   	147.62	DCR|2VULN|1AART|1CDMG|1ZMB	1ERES|2BASICY|3aVULN|4MBVNT|5AART|6DUST|7CDMG|8RCR|9ZMB
973	23642 35723	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|79VULN|8DUR|aDUST
974	23644 35723	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|79VULN|8DUR|aDUST
975	23644 38228	   	147.60	DCR|2DMG|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7aDMG|8ASPD|9TLV
976	23645 32723	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LHND|8DUR|aDUST
977	23645 33316	   	147.60	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7RPLT|8ASPD|9ERES
978	23645 34241	   	147.60	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7TLV|8ASPD|9BELT
979	23645 36223	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7BEXP|8DUR|aDUST
980	23647 35223	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|79VULN|8DUR|aDUST
981	23645 31481	   	147.60	DCR|2VULN|1AART|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|9ASPD|aTLV
982	23645 34111	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7TLV|8FEWX|aDUR
983	23645 35331	   	147.60	DCR|2VULN|1AART|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8DUST|9CGEN|aDUR
984	23324 12422	   	147.59	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|59VULN|6CDMG|78DUST|aRCR
985	51653 13221	   	147.52	DCR|2VULN|1AART|2ASPD|1ZMB	12ASPD|2BPWR|3aVULN|4TLV|5LEGI|6ZMB|7RCVC|8RCR|9AART
986	23112 33523	   	147.51	DCR|2AART|2DMG|1ZMB	1DLOT|29AART|3LIT|4aDMG|5ZMB|6RMIN|7LWND|8RCR
987	16133 12152	   	147.49	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9aDUR
988	12552 33114	   	147.48	ACR|2DMG|1AART|1VULN|1DUR	1ERES|2BASICY|3DUR|4LIT|5RCR|6VENICY|7VULN|89DMG|aAART
989	16133 43312	   	147.44	ACR|2VULN|2DMG|1ZMB	1ERES|27VULN|3RPLT|4ZMB|5RCR|6LSRICY|89DMG|aRCVC
990	16133 62312	   	147.44	ACR|2VULN|2DMG|1ZMB	1ERES|26VULN|3RPLT|4ZMB|5RCR|7MGNSTR|89DMG|aRCVC
991	51443 22311	 * 	147.43	DCR|1VULN|3ASPD|1DMG|2DUR|1ZMB	123ASPD|2BPWR|4aDUR|5ZMB|6RCR|7VULN|8LEGI|9DMG
992	23413 41235	 * 	147.43	DCR|2DMG|1AART|3ASPD	1DLOT|2AART|39DUST|4RMIN|59DMG|6RCVC|79aASPD|8RCR|9BPWR
993	23621 21621	   	147.41	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4FEWX|59VULN|6LHND|7ZMB|8RCR
994	23112 25623	   	147.41	DCR|2AART|2DMG|1ZMB	1DLOT|29AART|3LIT|4aDMG|5ZMB|6TLV|7BEXP|8RCR
995	23642 45621	   	147.41	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LHND|6FEWX|79VULN|8RCR
996	23644 45621	   	147.41	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LWND|6FEWX|79VULN|8RCR
997	23645 42621	   	147.41	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|59VULN|6FEWX|7LHND|8RCR
998	16133 13511	   	147.41	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9MLV|aFEWX
999	16133 13513	   	147.41	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9MLV|aLHND
1000	16133 13516	   	147.41	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9MLV|aLIT
1001	16133 13551	   	147.41	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9BEXP|aLHND
1002	16133 13553	   	147.41	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9BEXP|aLIT
1003	51431 52331	   	147.36	DCR|2VULN|1AART|3ASPD|1DUR	123ASPD|29BPWR|49FEWX|5DUR|69VULN|79BEXP|8RCR|aAART
1004	51336 23361	   	147.32	DCR|2VULN|1AART|2ASPD|1CDMG|1SELL	12ASPD|2BPWR|3BEXP|4SELL|5RMIN|6AART|7CDMG|8aVULN|9RCR
1005	23621 71621	   	147.31	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4FEWX|59VULN|6LEGI|7ZMB|8RCR
1006	16133 13514	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1aERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9MLV
1007	16133 13521	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9DUST|aLHND
1008	16133 13523	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9DUST|aLIT
1009	16133 13525	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9DUST|aBELT
1010	16133 13531	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9TLV|aFEWX
1011	16133 13533	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9TLV|aLHND
1012	16133 13536	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9TLV|aLIT
1013	16133 13561	   	147.31	ACR|2AART|1VULN|1DMG|1ZMB	19ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|aCGEN
1014	51535 21441	   	147.30	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7MBVNT|8RMIN|9DUST|aAART
1015	16224 13234	   	147.30	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1ERES|2VULN|3ZMB|4ASPD|56DUR|7BEXP|8RCR|9aDMG
1016	16226 12234	   	147.30	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1ERES|2VULN|3ZMB|4ASPD|5LWND|67DUR|8RCR|9aDMG
1017	16231 12234	   	147.30	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1ERES|2VULN|3ZMB|4BEXP|5ASPD|67DUR|8RCR|9aDMG
1018	12552 13223	   	147.26	ACR|2VULN|2DMG|2DUR	16aERES|2BASICY|3aDUR|4LIT|5RCR|79VULN|8aDMG|aBPWR
1019	23633 24722	   	147.22	DCR|2DMG|1AART|1FLTHEA|1ZMB	1DLOT|2AART|3MBVNT|4MLV|58DMG|6ZMB|7FLTHEA|9RCR|aLHND
1020	23633 24723	   	147.22	DCR|2DMG|1AART|1FLTHEA|1ZMB	1DLOT|2AART|3MBVNT|4MLV|58DMG|6ZMB|7FLTHEA|9RCR|aBEXP
1021	23633 24724	   	147.22	DCR|2DMG|1AART|1FLTHEA|1ZMB	1DLOT|2AART|3MBVNT|4MLV|58DMG|6ZMB|7FLTHEA|9RCR|aRMIN
1022	23633 24725	   	147.22	DCR|2DMG|1AART|1FLTHEA|1ZMB	1DLOT|2AART|3MBVNT|4MLV|58DMG|6ZMB|7FLTHEA|9RCR|aRPLT
1023	23633 24727	   	147.22	DCR|2DMG|1AART|1FLTHEA|1ZMB	1DLOT|2AART|3MBVNT|4MLV|58DMG|6ZMB|7FLTHEA|9RCR|aBELT
1024	23645 14253	   	147.22	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6CDMG|7BEXP|8RPLT|9RCR
1025	23645 43453	   	147.22	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6FEWX|7RPLT|8CDMG|9RCR
1026	16133 13524	   	147.21	ACR|2AART|1DMG|1VULN|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9DUST|aLEGI
1027	16133 13526	   	147.21	ACR|2AART|1VULN|1DMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9aDUST
1028	16133 13534	   	147.21	ACR|2AART|1VULN|1DMG|1ZMB	1aERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9TLV
1029	16133 13562	   	147.21	ACR|2AART|1VULN|1DMG|1ZMB	19ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|aDUST
1030	13252 63163	   	147.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2DUST|3ZMB|45CGEN|6RCR|7AART|8VULN|9DMG|aDUR
1031	51421 52331	   	147.16	DCR|2VULN|1AART|3ASPD|1DUR	123ASPD|29BPWR|49DUST|5DUR|69VULN|79BEXP|8RCR|aAART
1032	61612 31412	   	147.15	DCR|3VULN|1AART|1ASPD	1LHND|2ASPD|3AART|49CGEN|56aVULN|7RPLT|8RCR
1033	11523 53262	   	147.15	ACR|2DMG|1AART|1VULN	123ERES|2BPWR|4RCR|5AART|6VULN|7TLV|89DMG|aRCVC
1034	21633 21335	   	147.14	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2LSRREG|35AART|4DMG|6VULN|7CDMG|8BEXP|9LHND|aRCR
1035	21633 21635	   	147.14	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2LSRREG|35AART|4DMG|6VULN|7CDMG|8FEWX|9LHND|aRCR
1036	23633 24721	   	147.12	DCR|2DMG|1AART|1FLTHEA|1ZMB	1DLOT|2AART|3MBVNT|4MLV|58DMG|6ZMB|7FLTHEA|9RCR|aDUST
1037	23432 31245	   	147.09	DCR|1AART|1VULN|1DMG|2ZMB	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|79ZMB|8DMG|aVULN
1038	23642 38354	   	147.09	DCR|1AART|1VULN|1DMG|2ZMB	1DLOT|2AART|3MBVNT|49ZMB|5LHND|6RCR|7DMG|8BEXP|aVULN
1039	23644 38354	   	147.09	DCR|1AART|1VULN|1DMG|2ZMB	1DLOT|2AART|3MBVNT|49ZMB|5LWND|6RCR|7DMG|8BEXP|aVULN
1040	56331 33631	 * 	147.09	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD|1MSE	16ASPD|2aVULN|3MSE|49ZMB|5DMG|7AART|8RCR
1041	13253 63163	   	147.08	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1ERES|25DUST|3ZMB|4CGEN|6RCR|7AART|8VULN|9DMG|aDUR
1042	23635 13427	   	147.06	DCR|2VULN|1AART|2CDMG|1DUR	1DLOT|2AART|3MBVNT|4MLV|59VULN|68CDMG|7DUR|aRCR
1043	51432 52221	   	147.06	DCR|2VULN|1AART|3ASPD|1DUR	123ASPD|2BPWR|4FEWX|56VULN|7DUR|8RCR|9DUST|aAART
1044	21633 21225	   	147.04	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2LSRREG|35AART|4DMG|6VULN|7CDMG|8LHND|9DUST|aRCR
1045	21633 51125	   	147.04	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2LSRREG|35AART|4DMG|6LHND|7CDMG|8VULN|9DUST|aRCR
1046	21153 31263	   	146.96	DCR|2DMG|1AART|1VULN|1ASPD	1DLOT|2LSRREG|3BASICY|4NUKE|5ASPD|69DMG|7VULN|8RCR|aAART
1047	21613 26433	   	146.89	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|37AART|4CGEN|5DMG|6VULN|8ZMB|9RCR|aLIT
1048	21633 24433	   	146.89	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7MLV|8ZMB|9RCR|aLIT
1049	23216 63115	   	146.87	DCR|1AART|1DMG|1CDMG|1ZMB|1DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7DUR|8ZMB|9VENICY|aCDMG
1050	23112 51523	   	146.86	DCR|2DMG|1AART|2ZMB|1ASPD	1DLOT|2AART|3LIT|4aDMG|59ZMB|6ASPD|7LHND|8RCR
1051	12151 56212	   	146.83	DCR|2VULN|1AART|1DMG	1ERES|2BASICY|3aVULN|4LIT|5MLV|6RCR|7AART|8RMIN|9DMG
1052	12151 56312	   	146.83	DCR|2VULN|1AART|1DMG	1ERES|2BASICY|3aVULN|4LIT|5MLV|6RCR|7AART|8CGEN|9DMG
1053	11523 13223	   	146.82	ACR|1AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	123ERES|2BPWR|4RCR|5AART|6DUR|7VULN|8ZMB|9CDMG|aASPD
1054	21613 26431	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|37AART|4CGEN|5DMG|6VULN|8ZMB|9RCR|aDUST
1055	21613 26432	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|37AART|4CGEN|5DMG|6VULN|8ZMB|9RCR|aLEGI
1056	21633 12433	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6ERES|7VULN|8ZMB|9RCR|aLIT
1057	21633 12434	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6ERES|7VULN|8ZMB|9RCR|aRPLT
1058	21633 12436	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6ERES|7VULN|8ZMB|9RCR|aFEWX
1059	21633 23433	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7ERES|8ZMB|9RCR|aLIT
1060	21633 23434	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7ERES|8ZMB|9RCR|aRPLT
1061	21633 23436	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7ERES|8ZMB|9RCR|aFEWX
1062	21633 24431	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7MLV|8ZMB|9RCR|aDUST
1063	21633 24432	   	146.79	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7MLV|8ZMB|9RCR|aLEGI
1064	16133 13211	   	146.75	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2VULN|3RPLT|49ZMB|5RCR|6DMG|7AART|8LIT|aDUR
1065	16133 13352	   	146.75	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2VULN|3RPLT|48ZMB|5RCR|6DMG|7AART|9BEXP|aDUR
1066	14143 13332	   	146.75	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2FEWX|3RPLT|48ZMB|5RCR|6DMG|7AART|9VULN|aDUR
1067	12413 56212	   	146.73	DCR|2VULN|1AART|1DMG	1ERES|2BASICY|3LIT|4TLV|5aVULN|6RCR|7AART|8RMIN|9DMG
1068	12413 56312	   	146.73	DCR|2VULN|1AART|1DMG	1ERES|2BASICY|3LIT|4TLV|5aVULN|6RCR|7AART|8CGEN|9DMG
1069	21623 52332	   	146.72	DCR|3VULN|1AART	1DLOT|2LSRREG|3AART|4LHND|59aVULN|6RCR|7LIT|8RCVC
1070	21643 52332	   	146.72	DCR|3VULN|1AART	1DLOT|2LSRREG|3AART|4LWND|59aVULN|6RCR|7LIT|8RCVC
1071	26141 32612	   	146.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2RPLT|39VULN|4ZMB|5CDMG|6aFEWX|7AART|8RCR
1072	16422 36231	   	146.69	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|259VULN|3DUST|4BEXP|6ASPD|7AART|8DUR|aRCR
1073	21633 12431	   	146.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6ERES|7VULN|8ZMB|9RCR|aDUST
1074	21633 12432	   	146.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6ERES|7VULN|8ZMB|9RCR|aLEGI
1075	21633 23431	   	146.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7ERES|8ZMB|9RCR|aDUST
1076	21633 23432	   	146.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2LSRREG|35AART|4DMG|6VULN|7ERES|8ZMB|9RCR|aLEGI
1077	23674 33643	   	146.67	ACR|2AART|1DMG|1CDMG|1ASPD|1DUR	1DLOT|29AART|3MBVNT|4DUR|5RCR|6DUST|7CDMG|8ASPD|aDMG
1078	23532 16316	   	146.67	DCR|2AART|2VULN|2ZMB	1DLOT|23AART|49ZMB|5RPLT|6ERES|79FEWX|89VULN|9BPWR|aRCR
1079	16133 13322	   	146.65	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2VULN|3RPLT|48ZMB|5RCR|6DMG|7AART|9DUST|aDUR
1080	21346 33613	 * 	146.65	DCR|2VULN|1AART|2ZMB|2DUR	1DLOT|2aLSRREG|3aZMB|46DUR|5ERES|7AART|8aVULN|9RCR|aBPWR
1081	42121 33616	 * 	146.63	DCR|1AART|1DMG|2ZMB|2ASPD|1CDMG	1BEXP|2FEWX|3DMG|4aZMB|56ASPD|7AART|8RCR|9CDMG
1082	62121 33616	   	146.63	DCR|1AART|1DMG|2ZMB|2ASPD|1CDMG	1LHND|2FEWX|3DMG|4aZMB|56ASPD|7AART|8RCR|9CDMG
1083	23642 38441	   	146.62	DCR|2DMG|1AART|2ZMB	1DLOT|2AART|3MBVNT|4aZMB|5aLHND|6RCR|7aDMG|8RCVC|9NUKE|aBPWR
1084	26141 12612	   	146.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2RPLT|39VULN|4ZMB|5CDMG|6DUST|7AART|8RCR|aFEWX
1085	26141 32613	   	146.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2RPLT|39VULN|4ZMB|5CDMG|6FEWX|7AART|8RCR|aDUST
1086	62336 21252	 * 	146.56	ACR|2VULN|3ZMB|1CDMG|1DUR	1LHND|2FEWX|368ZMB|4DUR|5RCR|79VULN|aCDMG
1087	15143 62132	   	146.53	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2LHND|3RPLT|4ZMB|5RCR|67VULN|8AART|9CDMG|aBELT
1088	15143 62133	   	146.53	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2LHND|3RPLT|4ZMB|5RCR|67VULN|8AART|9CDMG|aFEWX
1089	16133 52132	   	146.53	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|27VULN|3RPLT|4ZMB|5RCR|6LWND|8AART|9CDMG|aBELT
1090	16133 52133	   	146.53	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|27VULN|3RPLT|4ZMB|5RCR|6LWND|8AART|9CDMG|aFEWX
1091	16133 52135	   	146.53	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|27VULN|3RPLT|4ZMB|5RCR|6LWND|8AART|9CDMG|aCGEN
1092	51533 33221	   	146.52	ACR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5RCR|6BEXP|7RCVC|8AART|9VULN|aLWND
1093	51533 33222	   	146.52	ACR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5RCR|6BEXP|7RCVC|8AART|9VULN|aLHND
1094	51533 33224	   	146.52	ACR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5RCR|6BEXP|7RCVC|8AART|9VULN|aRMIN
1095	51533 43221	   	146.52	ACR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5RCR|6FEWX|7RCVC|8AART|9VULN|aLWND
1096	51533 43222	   	146.52	ACR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5RCR|6FEWX|7RCVC|8AART|9VULN|aLHND
1097	23322 12166	   	146.50	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DLOT|2AART|3ASPD|49DUR|5LHND|6CDMG|7VULN|8ZMB|aRCR
1098	23324 11166	   	146.50	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DLOT|2AART|3ASPD|49DUR|5VULN|6CDMG|7LHND|8ZMB|aRCR
1099	11523 53613	 * 	146.50	ACR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB	123ERES|2BPWR|4RCR|5AART|6VULN|7TLV|8CDMG|9FLTHEA|aZMB
