0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
982	24215 42113	   	166.64	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3LWND|4VULN|5DMG|7RCR|8ZMB|9DUST|aCDMG
983	24262 42113	   	166.64	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	16AART|2CGEN|3LWND|4DMG|5VULN|7RCR|8ZMB|9DUST|aCDMG
984	31333 26524	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	18LHND|2RCVC|3DUR|4aVULN|59AART|6RCR|7DMG
985	25213 12536	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3LWND|48VULN|5FEWX|6BEXP|7RCR|9DUR
986	25213 12313	   	166.61	DCR|2AART|2VULN|1DMG|1ASPD	1aAART|2DMG|3LWND|49VULN|5FEWX|6BEXP|7RCR|8ASPD
987	12541 12322	   	166.59	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|6LWND|78DUR|9aCDMG
988	12541 52222	   	166.59	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|67DUR|8FEWX|9aCDMG
989	12541 52322	   	166.59	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|67DUR|8LHND|9aCDMG
990	22242 35631	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2FEWX|3BEXP|4RCR|5aVULN|6ZMB|7DUR|8MLV|9DMG
991	26242 31131	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ZMB|7RMIN|8LWND|9DMG
992	26242 31331	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ZMB|7RMIN|8FEWX|9DMG
993	26242 35131	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ZMB|7MLV|8LWND|9DMG
994	26245 31231	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5FEWX|6ZMB|7RMIN|8aVULN|9DMG
995	26341 31231	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5BEXP|6ZMB|7RMIN|8aVULN|9DMG
996	26341 42231	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5BEXP|6MLV|7ZMB|8aVULN|9DMG
997	25541 23322	   	166.56	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|4VULN|5RCR|6RMIN|7ZMB|8BEXP|9aCDMG
998	12543 52231	   	166.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2aDMG|3AART|45VULN|6ERES|7LSRICY|8MBVNT|9RCR
999	12545 22231	   	166.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2aDMG|3AART|46VULN|5ERES|7LSRICY|8MBVNT|9RCR
1000	25211 42113	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8ZMB|9DUST|aCDMG
1001	25211 42133	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8ZMB|9MBVNT|aCDMG
1002	25242 42113	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4ERES|5VULN|7RCR|8ZMB|9DUST|aCDMG
1003	25242 42133	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2DMG|3LWND|4ERES|5VULN|7RCR|8ZMB|9MBVNT|aCDMG
1004	21244 12431	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|48VULN|5ASPD|6CGEN|7RCR|9DMG|aMLV
1005	21244 12432	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|48VULN|5ASPD|6CGEN|7RCR|9DMG|aRMIN
1006	21244 12433	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|48VULN|5ASPD|6CGEN|7RCR|9DMG|aLIT
1007	25412 12326	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3DUR|48VULN|5DUST|6FEWX|7RCR|9LWND
1008	25415 32313	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3DUR|49VULN|5BEXP|6LHND|7RCR|8ERES
1009	25212 12336	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3LWND|48VULN|5DUST|6FEWX|7RCR|9DUR
1010	22242 25431	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2FEWX|3BEXP|4RCR|5aVULN|6ERES|7DUR|8ZMB|9DMG
1011	22242 35531	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2FEWX|3BEXP|4RCR|5aVULN|6ZMB|7DUR|8ERES|9DMG
1012	26242 22131	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ERES|7ZMB|8LWND|9DMG
1013	26242 31431	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ZMB|7RMIN|8MBVNT|9DMG
1014	26242 32631	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ZMB|7DUST|8MLV|9DMG
1015	26245 22231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5FEWX|6ERES|7ZMB|8aVULN|9DMG
1016	26246 31231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5LEGI|6ZMB|7RMIN|8aVULN|9DMG
1017	26341 22231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5BEXP|6ERES|7ZMB|8aVULN|9DMG
1018	26341 36231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5BEXP|6ZMB|7TLV|8aVULN|9DMG
1019	26342 12231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5ERES|6BEXP|7ZMB|8aVULN|9DMG
1020	26342 62131	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5ERES|6aVULN|7ZMB|8LWND|9DMG
1021	26342 62331	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5ERES|6aVULN|7ZMB|8BEXP|9DMG
1022	26343 31231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5DUST|6ZMB|7RMIN|8aVULN|9DMG
1023	26343 42231	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5DUST|6MLV|7ZMB|8aVULN|9DMG
1024	25541 13222	   	166.46	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|4VULN|5RCR|6LWND|7TLV|8ZMB|9aCDMG
1025	25541 21222	   	166.46	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|4VULN|5RCR|6RMIN|7DUST|8ZMB|9aCDMG
1026	25551 23322	   	166.46	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|4LWND|5RCR|6ERES|7ZMB|8VULN|9aCDMG
1027	12541 12214	   	166.43	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2DMG|39AART|4VULN|5RCR|6LWND|7DUR|8MLV|aCDMG
1028	12133 12421	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36LWND|48VULN|5AART|7RCR|9CDMG|aFEWX
1029	12133 12422	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36LWND|48VULN|5AART|7RCR|9CDMG|aMLV
1030	12133 12425	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36LWND|48VULN|5AART|7RCR|9CDMG|aBEXP
1031	12133 42421	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LWND|48VULN|5AART|6DMSP|7RCR|9CDMG|aFEWX
1032	12133 42422	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LWND|48VULN|5AART|6DMSP|7RCR|9CDMG|aMLV
1033	12133 42425	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LWND|48VULN|5AART|6DMSP|7RCR|9CDMG|aBEXP
1034	12233 42326	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|38LHND|4aVULN|5AART|6DMSP|7RCR|9CDMG
1035	12233 42421	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LHND|48VULN|5AART|6DMSP|7RCR|9CDMG|aFEWX
1036	12233 42422	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LHND|48VULN|5AART|6DMSP|7RCR|9CDMG|aMLV
1037	12233 42425	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LHND|48VULN|5AART|6DMSP|7RCR|9CDMG|aBEXP
1038	25212 27337	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3LWND|48VULN|5DUST|6MBVNT|7RCR|9DUR
1039	21244 26231	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|46VULN|5ASPD|7RCR|8ERES|9DMG|aMLV
1040	21244 26232	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|46VULN|5ASPD|7RCR|8ERES|9DMG|aRMIN
1041	21244 26233	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|46VULN|5ASPD|7RCR|8ERES|9DMG|aLIT
1042	21244 32431	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|48VULN|5ASPD|6TLV|7RCR|9DMG|aMLV
1043	21244 32432	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|48VULN|5ASPD|6TLV|7RCR|9DMG|aRMIN
1044	21244 32433	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	12AART|3DUST|48VULN|5ASPD|6TLV|7RCR|9DMG|aLIT
1045	25211 32631	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3LWND|46VULN|59ERES|7RCR|8DUR
1046	25242 32631	   	166.41	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3LWND|49ERES|56VULN|7RCR|8DUR
1047	12161 55221	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|25DMG|3LWND|4BELT|6aVULN|7ZMB|8RCR|9CDMG
1048	12261 55221	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|25DMG|3LHND|4BELT|6aVULN|7ZMB|8RCR|9CDMG
1049	26242 22431	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ERES|7ZMB|8MBVNT|9DMG
1050	26242 32531	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5aVULN|6ZMB|7DUST|8ERES|9DMG
1051	26246 22231	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|5LEGI|6ERES|7ZMB|8aVULN|9DMG
1052	26342 32231	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5ERES|6DUST|7ZMB|8aVULN|9DMG
1053	26343 22231	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5DUST|6ERES|7ZMB|8aVULN|9DMG
1054	26343 36231	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4RCR|5DUST|6ZMB|7TLV|8aVULN|9DMG
1055	25113 43351	   	166.38	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	14AART|2DMG|3AIRHEL|5DUR|6CDMG|7VULN|8LHND|9ZMB|aRCR
1056	12132 21415	   	166.35	DCR|3DMG|2VULN|2ASPD|1DUR	17ASPD|279DMG|3LWND|45VULN|67LIT|7BPWR|8DUR|aRCR
1057	12232 21415	   	166.35	DCR|3DMG|2VULN|2ASPD|1DUR	17ASPD|279DMG|3LHND|45VULN|67LIT|7BPWR|8DUR|aRCR
1058	21621 13416	   	166.35	DCR|3AART|2VULN|1DMG	129AART|3MLV|4RPLT|5FEWX|6RCR|7DMG|8aVULN
1059	12133 12423	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36LWND|48VULN|5AART|7RCR|9CDMG|aDUST
1060	12133 42423	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LWND|48VULN|5AART|6DMSP|7RCR|9CDMG|aDUST
1061	12233 42423	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3LHND|48VULN|5AART|6DMSP|7RCR|9CDMG|aDUST
1062	12333 42441	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3DUST|48VULN|5AART|6DMSP|7RCR|9CDMG|aFEWX
1063	12333 42442	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3DUST|48VULN|5AART|6DMSP|7RCR|9CDMG|aMLV
1064	12333 62441	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3DUST|48VULN|5AART|6RCVC|7RCR|9CDMG|aFEWX
1065	12333 62442	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3DUST|48VULN|5AART|6RCVC|7RCR|9CDMG|aMLV
1066	21241 53412	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	12AART|3DUST|48VULN|5ZMB|6ASPD|7RPLT|9RCR|aCDMG
1067	12435 24111	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|27DMG|3CGEN|468VULN|5CDMG|9BEXP|aRCR
1068	21244 11532	   	166.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	12AART|3DUST|47VULN|5ASPD|6CGEN|8DUR|9DMG|aRCR
1069	21521 51432	   	166.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	12AART|3RMIN|4DUR|57VULN|6ASPD|8DUST|9DMG|aRCR
1070	12134 21113	   	166.23	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|35LWND|4VULN|67LIT|7BPWR|8AART|aRCR
1071	12136 21113	   	166.23	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|3LWND|4VULN|5RCVC|67LIT|7BPWR|8AART|aRCR
1072	12236 21113	   	166.23	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|3LHND|4VULN|57LIT|6RCVC|7BPWR|8AART|aRCR
1073	12236 31113	   	166.23	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|3LHND|4VULN|57LIT|6DMSP|7BPWR|8AART|aRCR
1074	42262 32223	   	166.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2TLV|3AART|4DMG|5VULN|7RCR|8FEWX|9CDMG|aZMB
1075	42262 32323	   	166.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2TLV|3AART|4DMG|5VULN|7RCR|8LHND|9CDMG|aZMB
1076	11633 32441	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|26DUST|3DMG|48VULN|5AART|7RCR|9CDMG|aFEWX
1077	11633 32442	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|26DUST|3DMG|48VULN|5AART|7RCR|9CDMG|aMLV
1078	12333 32441	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36DUST|48VULN|5AART|7RCR|9CDMG|aFEWX
1079	12333 32442	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36DUST|48VULN|5AART|7RCR|9CDMG|aMLV
1080	12333 32445	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36DUST|48VULN|5AART|7RCR|9CDMG|aBEXP
1081	22631 11146	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3VENICY|46VULN|5ASPD|7DUST|8RCR|9CDMG|aDMG
1082	22631 13122	   	166.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2FEWX|3VENICY|469VULN|5ASPD|7DUR|8RCR|aZMB
1083	22635 13122	   	166.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2FEWX|3VENICY|459VULN|6DUR|7ASPD|8RCR|aZMB
1084	25213 62411	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3LWND|49VULN|5FEWX|6DUR|7RCR|8ZMB|aMLV
1085	25213 62412	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3LWND|49VULN|5FEWX|6DUR|7RCR|8ZMB|aBEXP
1086	25213 62413	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3aLWND|49VULN|5FEWX|6DUR|7RCR|8ZMB
1087	25215 52122	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8ZMB|9CGEN|aBEXP
1088	25215 52123	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8ZMB|9CGEN|aLSRICY
1089	25221 52124	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2DMG|34LWND|5aVULN|6ASPD|7RCR|8ZMB|9CGEN
1090	25221 52135	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2DMG|34LWND|5aVULN|6ASPD|7RCR|8ZMB|9RPLT
1091	25261 52122	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8ZMB|9CGEN|aBEXP
1092	25261 52123	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8ZMB|9CGEN|aLSRICY
1093	25413 12411	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6BEXP|7RCR|8ZMB|aMLV
1094	25413 12412	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6aBEXP|7RCR|8ZMB
1095	25413 12413	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6BEXP|7RCR|8ZMB|aDMSP
1096	25413 32411	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6LHND|7RCR|8ZMB|aMLV
1097	25413 32412	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6LHND|7RCR|8ZMB|aBEXP
1098	25413 32413	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6LHND|7RCR|8ZMB|aLWND
1099	25461 12121	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|69CGEN|7RCR|8ZMB|aMLV
1100	25461 12122	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|69CGEN|7RCR|8ZMB|aRMIN
1101	25461 12123	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|69CGEN|7RCR|8ZMB|aLIT
1102	21241 26134	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|46aVULN|5ZMB|7RCR|8RCVC|9LWND
1103	21241 26314	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|46aVULN|5ZMB|7RCR|8BEXP|9RMIN
1104	21241 26324	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|46aVULN|5ZMB|7RCR|8BEXP|9DMSP
1105	21241 12424	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|48aVULN|5ZMB|6CGEN|7RCR|9LWND
1106	21241 12461	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|489VULN|5ZMB|6CGEN|7RCR|aRPLT
1107	21241 12462	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|489VULN|5ZMB|6CGEN|7RCR|aLHND
1108	21241 12463	   	166.17	DCR|3VULN|2AART|1ZMB	12AART|3DUST|489VULN|5ZMB|6CGEN|7RCR|aLWND
1109	21244 31532	   	166.15	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	12AART|3DUST|47VULN|5ASPD|6TLV|8DUR|9DMG|aRCR
1110	12336 21413	   	166.13	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|3DUST|4VULN|57LIT|6RCVC|7BPWR|8AART|aRCR
1111	12363 21413	   	166.13	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|3DUST|4RCVC|5VULN|67LIT|7BPWR|8AART|aRCR
1112	13633 21413	   	166.13	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|2RCVC|37LIT|4DUST|5VULN|679DMG|7BPWR|8AART|aRCR
1113	42262 32114	   	166.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2TLV|3AART|4DMG|5VULN|7RCR|8ZMB|9DUST|aCDMG
1114	42262 32135	   	166.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2TLV|3AART|4DMG|5VULN|7RCR|8ZMB|9MBVNT|aCDMG
1115	22635 35331	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2FEWX|3VENICY|45VULN|6RCVC|7RCR|8DUR|9ZMB|aDMG
1116	25211 53252	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3LWND|4aVULN|5ERES|6LIT|7RCR|8DUR|9ZMB
1117	25212 62411	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3LWND|49VULN|5DUST|6DUR|7RCR|8ZMB|aMLV
1118	25212 62412	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3LWND|49VULN|5DUST|6DUR|7RCR|8ZMB|aBEXP
1119	25212 62413	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3aLWND|49VULN|5DUST|6DUR|7RCR|8ZMB
1120	25215 52111	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|25DMG|3aLWND|4VULN|6ASPD|7RCR|8ZMB|9DUST
1121	25261 52111	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|24DMG|3aLWND|5VULN|6ASPD|7RCR|8ZMB|9DUST
1122	25412 12411	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6FEWX|7RCR|8ZMB|aMLV
1123	25412 12412	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6FEWX|7RCR|8ZMB|aBEXP
1124	25412 12413	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6FEWX|7RCR|8ZMB|aLWND
1125	25412 32411	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6LHND|7RCR|8ZMB|aMLV
1126	25412 32412	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6LHND|7RCR|8ZMB|aBEXP
1127	25412 32413	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6LHND|7RCR|8ZMB|aLWND
1128	25461 12111	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8ZMB|9DUST|aLWND
1129	25461 12113	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8ZMB|9DUST|aLHND
1130	25461 32121	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9CGEN|aDMSP
1131	25461 32123	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9CGEN|aRMIN
1132	21241 26224	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|46aVULN|5ZMB|7RCR|8ERES|9LWND
1133	21241 26261	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|469VULN|5ZMB|7RCR|8ERES|aRPLT
1134	21241 26262	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|469VULN|5ZMB|7RCR|8ERES|aLHND
1135	21241 26263	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|469VULN|5ZMB|7RCR|8ERES|aLWND
1136	21241 32424	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|48aVULN|5ZMB|6TLV|7RCR|9LWND
1137	21241 32461	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|489VULN|5ZMB|6TLV|7RCR|aRPLT
1138	21241 32462	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|489VULN|5ZMB|6TLV|7RCR|aLHND
1139	21241 32463	   	166.07	DCR|3VULN|2AART|1ZMB	12AART|3DUST|489VULN|5ZMB|6TLV|7RCR|aLWND
1140	11543 21413	   	166.03	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|27DUST|3LIT|4RCVC|5VULN|679DMG|7BPWR|8AART|aRCR
1141	12336 61413	   	166.03	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|279DMG|36DUST|4VULN|57LIT|7BPWR|8AART|aRCR
