0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
977	41152 21242	   	156.66	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|25TLV|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aDUST
978	42422 33225	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3ZMB|4DUST|5LWND|6AART|7RCR|89VULN|aCDMG
979	55135 22112	   	156.64	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5ERES|7DUR|8DMG|9FEWX
980	11132 21514	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|25TLV|356aVULN|4RCR|5BPWR|7LHND|8DUR|9DMG
981	11132 22214	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|25TLV|356aVULN|4RCR|5BPWR|7BEXP|8DUR|9DMG
982	11132 23514	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|25TLV|356aVULN|4RCR|5BPWR|7FEWX|8DUR|9DMG
983	11132 26162	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|25TLV|356aVULN|4RCR|5BPWR|7MLV|8DMG|9DUR
984	13332 21514	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35ERES|4RCR|5BPWR|7LHND|8DUR|9DMG
985	13332 22214	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35ERES|4RCR|5BPWR|7BEXP|8DUR|9DMG
986	13332 23514	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35ERES|4RCR|5BPWR|7FEWX|8DUR|9DMG
987	13332 26162	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35ERES|4RCR|5BPWR|7MLV|8DMG|9DUR
988	13632 21514	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35TLV|4RCR|5BPWR|7LHND|8DUR|9DMG
989	13632 22214	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35TLV|4RCR|5BPWR|7BEXP|8DUR|9DMG
990	13632 23514	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35TLV|4RCR|5BPWR|7FEWX|8DUR|9DMG
991	13632 26162	   	156.64	ACR|4VULN|1DMG|1DUR	1LWND|256aVULN|35TLV|4RCR|5BPWR|7MLV|8DMG|9DUR
992	55131 24232	   	156.64	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5RMIN|7DMG|8DUR|9DUST
993	55132 22132	   	156.64	ACR|4VULN|1DMG|1DUR	15MLV|235aVULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9DUST
994	55132 24232	   	156.64	ACR|4VULN|1DMG|1DUR	15MLV|235aVULN|4RCR|5BPWR|6ERES|7DMG|8DUR|9DUST
995	55135 13331	   	156.64	ACR|4VULN|1DMG|1DUR	1MLV|239aVULN|4RCR|5ERES|6LIT|7DUR|8DMG
996	12453 33143	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2FEWX|3ZMB|4aVULN|5AART|6DUST|7RCR|8LSRHEA|9DMG
997	21322 72338	   	156.62	DCR|4VULN|1AART	1LSRICY|2RPLT|3MBVNT|458aVULN|6RCR|7AART|9MLV
998	21322 72345	   	156.62	DCR|4VULN|1AART	1LSRICY|2RPLT|3MBVNT|458aVULN|6RCR|7AART|9LIT
999	23343 72338	   	156.62	DCR|4VULN|1AART	1LSRICY|238aVULN|4RPLT|5MBVNT|6RCR|7AART|9MLV
1000	23343 72345	   	156.62	DCR|4VULN|1AART	1LSRICY|238aVULN|4RPLT|5MBVNT|6RCR|7AART|9LIT
1001	13433 43433	   	156.59	ACR|4VULN|1CDMG|1ZMB	1LWND|269aVULN|3ZMB|4RCR|5LIT|7RCVC|8CDMG
1002	55132 61321	   	156.59	ACR|4VULN|1DMG|1DUR|1SELL	15MLV|235aVULN|4RCR|5BPWR|6SELL|7FEWX|8DMG|9DUR
1003	65132 61321	   	156.59	ACR|4VULN|1DMG|1DUR|1SELL	15CGEN|235aVULN|4RCR|5BPWR|6SELL|7FEWX|8DMG|9DUR
1004	62843 64313	   	156.57	DCR|3DMG|2VULN|1ZMB	1CGEN|2MBVNT|356DMG|46VULN|6BPWR|7ZMB|8LHND|9DUST|aRCR
1005	23523 42133	   	156.55	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1LSRICY|2VULN|3CGEN|4RCR|58DMG|6SELL|7CDMG|9ERES|aAART
1006	25523 42133	   	156.55	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1LSRICY|2CGEN|3VULN|4RCR|58DMG|6SELL|7CDMG|9ERES|aAART
1007	13431 33361	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7RMIN|89DMG|aBEXP
1008	13431 33362	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7aRMIN|89DMG
1009	13431 33363	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7RMIN|89DMG|aFEWX
1010	13431 33366	   	156.55	ACR|2DMG|1AART|1VULN|1ZMB	1aLWND|2VULN|3ZMB|4RCR|5DUST|6AART|7RMIN|89DMG
1011	55135 22132	   	156.54	ACR|4VULN|1DMG|1DUR	1MLV|236aVULN|4RCR|5ERES|7DUR|8DMG|9DUST
1012	55132 63121	   	156.53	ACR|3VULN|1AART|1ZMB|1ASPD|1SELL	15MLV|235VULN|4RCR|5BPWR|6SELL|7ZMB|8DUST|9ASPD|aAART
1013	65132 63121	   	156.53	ACR|3VULN|1AART|1ZMB|1ASPD|1SELL	15CGEN|235VULN|4RCR|5BPWR|6SELL|7ZMB|8DUST|9ASPD|aAART
1014	23521 36512	   	156.49	ACR|2VULN|2AART|1DMG	1LSRICY|26VULN|35CGEN|4RCR|78AART|9LWND|aDMG
1015	13433 41117	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|26VULN|3ZMB|4RCR|5LIT|7AART|8MBVNT|9CDMG|aASPD
1016	12431 32362	   	156.46	ACR|1AART|1DMG|1VULN|2ZMB|1FLTHEA	1LWND|2FEWX|37ZMB|4RCR|5DUST|6AART|8VULN|9DMG|aFLTHEA
1017	14432 32362	   	156.46	ACR|1AART|1DMG|1VULN|2ZMB|1FLTHEA	1LWND|2DUST|37ZMB|4RCR|5BEXP|6AART|8VULN|9DMG|aFLTHEA
1018	36156 13331	   	156.46	DCR|4VULN|1AART|1ASPD	168BEXP|2ASPD|348aVULN|58LSRHEA|7AART|8BPWR|9RCR
1019	13431 33365	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7RMIN|89DMG|aMBVNT
1020	13431 34143	   	156.45	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2aVULN|3ZMB|4RCR|5DUST|6AART|7LHND|8LSRHEA|9DMG
1021	13431 36361	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7NUKE|89DMG|aBEXP
1022	13431 36362	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7NUKE|89DMG|aRMIN
1023	12331 32363	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3ERES|4RCR|5DUST|6AART|7ZMB|89DMG|aVULN
1024	12431 36363	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2FEWX|3ZMB|4RCR|5DUST|6AART|7NUKE|89DMG|aVULN
1025	14332 32363	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2DUST|3ERES|4RCR|5BEXP|6AART|7ZMB|89DMG|aVULN
1026	13151 51162	   	156.42	DCR|4VULN|1DMG|1DUR	1LWND|246aVULN|356LHND|6BPWR|7RCR|8DMG|9DUR
1027	65125 22213	   	156.40	ACR|3VULN|1AART|1DMG	16CGEN|239VULN|4LIT|5RCR|7DMG|8DLOT|aAART
1028	55161 21131	   	156.39	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1MLV|23VULN|4ZMB|5RCVC|6FEWX|7RCR|8DMG|9SELL|aAART
1029	13431 36363	   	156.35	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7NUKE|89DMG|aTLV
1030	43461 21112	   	156.32	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|26aVULN|3ZMB|4RCVC|5RMIN|7RCR|8DMG|9FEWX
1031	13151 21162	   	156.32	DCR|4VULN|1DMG|1DUR	1LWND|246aVULN|35LHND|7RCR|8DMG|9DUR
1032	15152 21162	   	156.32	DCR|4VULN|1DMG|1DUR	1LWND|25MLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9DUR
1033	16151 21112	   	156.32	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|346aVULN|5RMIN|7RCR|8DMG|9FEWX
1034	16154 21112	   	156.32	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|346aVULN|5CGEN|7RCR|8DMG|9FEWX
1035	16154 21132	   	156.32	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|346aVULN|5CGEN|7RCR|8DMG|9LHND
1036	35152 33214	   	156.32	DCR|4VULN|1DMG|1DUR	1BEXP|25MLV|345aVULN|5BPWR|6DUST|7RCR|8DUR|9DMG
1037	36151 21112	   	156.32	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|346aVULN|5RMIN|7RCR|8DMG|9FEWX
1038	36154 21112	   	156.32	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|346aVULN|5CGEN|7RCR|8DMG|9FEWX
1039	36154 21132	   	156.32	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|346aVULN|5CGEN|7RCR|8DMG|9LHND
1040	45151 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1DUR|2MLV|346aVULN|5RMIN|7RCR|8DMG|9FEWX
1041	45152 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1DUR|25MLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9FEWX
1042	53151 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1MLV|2DUR|346aVULN|5RMIN|7RCR|8DMG|9FEWX
1043	53154 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1MLV|2DUR|346aVULN|5CGEN|7RCR|8DMG|9FEWX
1044	53154 21132	   	156.32	DCR|4VULN|1DMG|1DUR	1MLV|2DUR|346aVULN|5CGEN|7RCR|8DMG|9LHND
1045	55111 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1MLV|236aVULN|4DUR|5RMIN|7RCR|8DMG|9FEWX
1046	55114 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1MLV|236aVULN|4DUR|5CGEN|7RCR|8DMG|9FEWX
1047	55114 21132	   	156.32	DCR|4VULN|1DMG|1DUR	1MLV|236aVULN|4DUR|5CGEN|7RCR|8DMG|9LHND
1048	55153 21112	   	156.32	DCR|4VULN|1DMG|1ASPD	1MLV|236aVULN|4ASPD|5LHND|7RCR|8DMG|9FEWX
1049	65111 21112	   	156.32	DCR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4DUR|5RMIN|7RCR|8DMG|9FEWX
1050	65111 21132	   	156.32	DCR|4VULN|1DMG|1DUR	1CGEN|236aVULN|4DUR|5RMIN|7RCR|8DMG|9LHND
1051	65111 21163	   	156.32	DCR|4VULN|1DMG|1DUR	1CGEN|2369VULN|4DUR|5RMIN|7RCR|8DMG|aFEWX
1052	16133 33242	   	156.28	ACR|3VULN|1DMG|1FLTHEA|1ASPD	17LWND|2ASPD|39aVULN|4RCR|5LIT|6FLTHEA|8DMG
1053	13435 32363	 * 	156.26	ACR|2AART|1VULN|1DMG|2ZMB	1LWND|2VULN|37ZMB|4RCR|5BEXP|6aAART|8RCVC|9DMG
1054	45223 32335	   	156.26	DCR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ASPD	1aDUR|2MLV|3ASPD|4FLTHEA|5DMG|6VULN|7CGEN|8RCR|9AART
1055	53223 32335	   	156.26	DCR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ASPD	1MLV|2aDUR|3ASPD|4FLTHEA|5DMG|6VULN|7CGEN|8RCR|9AART
1056	43461 21132	   	156.22	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|26aVULN|3ZMB|4RCVC|5RMIN|7RCR|8DMG|9DUST
1057	16155 21112	   	156.22	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|346aVULN|5ERES|7RCR|8DMG|9FEWX
1058	36155 21112	   	156.22	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|346aVULN|5ERES|7RCR|8DMG|9FEWX
1059	53155 21112	   	156.22	DCR|4VULN|1DMG|1DUR	1MLV|2DUR|346aVULN|5ERES|7RCR|8DMG|9FEWX
1060	55115 21112	   	156.22	DCR|4VULN|1DMG|1DUR	1MLV|236aVULN|4DUR|5ERES|7RCR|8DMG|9FEWX
1061	11154 21162	   	156.22	DCR|4VULN|1DMG|1DUR	1LWND|2TLV|346aVULN|5CGEN|7RCR|8DMG|9DUR
1062	16151 21132	   	156.22	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|346aVULN|5RMIN|7RCR|8DMG|9DUST
1063	36151 21132	   	156.22	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|346aVULN|5RMIN|7RCR|8DMG|9DUST
1064	41151 21112	   	156.22	DCR|4VULN|1DMG|1DUR	1DUR|2TLV|346aVULN|5RMIN|7RCR|8DMG|9FEWX
1065	41151 51112	   	156.22	DCR|4VULN|1DMG|1DUR	1DUR|26TLV|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9FEWX
1066	41154 21112	   	156.22	DCR|4VULN|1DMG|1DUR	1DUR|2TLV|346aVULN|5CGEN|7RCR|8DMG|9FEWX
1067	41154 21132	   	156.22	DCR|4VULN|1DMG|1DUR	1DUR|2TLV|346aVULN|5CGEN|7RCR|8DMG|9LHND
1068	45151 21132	   	156.22	DCR|4VULN|1DMG|1DUR	1DUR|2MLV|346aVULN|5RMIN|7RCR|8DMG|9DUST
1069	45152 21132	   	156.22	DCR|4VULN|1DMG|1DUR	1DUR|25MLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9DUST
1070	53151 21132	   	156.22	DCR|4VULN|1DMG|1DUR	1MLV|2DUR|346aVULN|5RMIN|7RCR|8DMG|9DUST
1071	55111 21132	   	156.22	DCR|4VULN|1DMG|1DUR	1MLV|236aVULN|4DUR|5RMIN|7RCR|8DMG|9DUST
1072	55153 21132	   	156.22	DCR|4VULN|1DMG|1ASPD	1MLV|236aVULN|4ASPD|5LHND|7RCR|8DMG|9DUST
1073	65131 23261	 * 	156.21	ACR|5VULN|1CDMG	1CGEN|23689VULN|4RCR|5RMIN|7CDMG|aRPLT
1074	65131 23262	   	156.21	ACR|5VULN|1CDMG	1CGEN|23689VULN|4RCR|5RMIN|7CDMG|aFEWX
1075	23213 42343	   	156.19	ACR|2VULN|1AART|1DMG|1CDMG	1LSRICY|2aVULN|3LHND|4DUST|5RCR|6CDMG|7AART|8RPLT|9DMG
1076	21322 72343	   	156.17	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9LIT|aCDMG
1077	21322 72387	   	156.17	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9BEXP|aCDMG
1078	23343 72343	   	156.17	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4RPLT|5MBVNT|6RCR|7AART|9LIT|aCDMG
1079	41223 32335	   	156.16	DCR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ASPD	1aDUR|2TLV|3ASPD|4FLTHEA|5DMG|6VULN|7CGEN|8RCR|9AART
1080	13432 25216	   	156.15	ACR|2VULN|1AART|1DMG|1ZMB	18LWND|28VULN|3ZMB|4RCR|5LSRREG|68FEWX|7AART|8BPWR|9DMG|aMGNSTR
1081	22523 31221	   	156.14	ACR|3VULN|2CDMG|1ZMB|1ASPD	17LSRICY|2TLV|379VULN|4RCR|57CDMG|6RCVC|7BPWR|8ASPD|aZMB
1082	65153 21131	   	156.13	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	1CGEN|23VULN|45ASPD|6FEWX|7RCR|8DMG|9SELL|aAART
1083	52461 22131	   	156.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2ERES|3AART|4ZMB|5DMG|6ASPD|7RPLT|8VULN|9RCR|aCDMG
1084	16155 21132	   	156.12	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|346aVULN|5ERES|7RCR|8DMG|9DUST
1085	36155 21132	   	156.12	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|346aVULN|5ERES|7RCR|8DMG|9DUST
1086	41152 21112	   	156.12	DCR|4VULN|1DMG|1DUR	1DUR|25TLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9FEWX
1087	41152 21153	   	156.12	DCR|4VULN|1DMG|1DUR	1DUR|25TLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9RPLT
1088	41155 21112	   	156.12	DCR|4VULN|1DMG|1DUR	1DUR|2TLV|346aVULN|5ERES|7RCR|8DMG|9FEWX
1089	53155 21132	   	156.12	DCR|4VULN|1DMG|1DUR	1MLV|2DUR|346aVULN|5ERES|7RCR|8DMG|9DUST
1090	55115 21132	   	156.12	DCR|4VULN|1DMG|1DUR	1MLV|236aVULN|4DUR|5ERES|7RCR|8DMG|9DUST
1091	11152 21162	   	156.12	DCR|4VULN|1DMG|1DUR	1LWND|25TLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9DUR
1092	11155 21162	   	156.12	DCR|4VULN|1DMG|1DUR	1LWND|2TLV|346aVULN|5ERES|7RCR|8DMG|9DUR
1093	13652 21162	   	156.12	DCR|4VULN|1DMG|1DUR	1LWND|245aVULN|35TLV|5BPWR|6ERES|7RCR|8DMG|9DUR
1094	31152 33214	   	156.12	DCR|4VULN|1DMG|1DUR	1BEXP|25TLV|345aVULN|5BPWR|6DUST|7RCR|8DUR|9DMG
1095	41151 21132	   	156.12	DCR|4VULN|1DMG|1DUR	1DUR|2TLV|346aVULN|5RMIN|7RCR|8DMG|9DUST
1096	41151 51132	   	156.12	DCR|4VULN|1DMG|1DUR	1DUR|26TLV|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9DUST
1097	12252 42362	   	156.11	DCR|2VULN|2DMG|1AART	1LWND|2FEWX|3BEXP|47VULN|5AART|6DUST|89DMG|aRCR
1098	21322 72317	   	156.07	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9DUST|aCDMG
1099	21322 72327	   	156.07	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9LEGI|aCDMG
1100	23343 72317	   	156.07	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4RPLT|5MBVNT|6RCR|7AART|9DUST|aCDMG
1101	23343 72327	   	156.07	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4RPLT|5MBVNT|6RCR|7AART|9LEGI|aCDMG
1102	13432 25211	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	18LWND|28VULN|3ZMB|4RCR|5LSRREG|68FEWX|7AART|8BPWR|9DMG|aMBVNT
1103	13432 25213	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	18LWND|28VULN|3ZMB|4RCR|5LSRREG|68FEWX|7AART|8BPWR|9DMG|aBASICY
1104	13432 25214	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	18LWND|28VULN|3ZMB|4RCR|5LSRREG|68FEWX|7AART|8BPWR|9DMG|aDUST
1105	13433 41242	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|58LIT|7AART|9DMG|aBEXP
1106	13433 41243	   	156.05	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|58LIT|7AART|9DMG|aCGEN
1107	34313 33143	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2DUST|3ZMB|4LWND|5aVULN|6AART|7RCR|8LSRHEA|9DMG
1108	34352 33143	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2DUST|3ZMB|4aVULN|5LWND|6AART|7RCR|8LSRHEA|9DMG
1109	21322 74638	   	156.02	DCR|4VULN|1AART	1LSRICY|2RPLT|3MBVNT|457aVULN|6RCR|8AART|9MLV
1110	21322 74645	   	156.02	DCR|4VULN|1AART	1LSRICY|2RPLT|3MBVNT|457aVULN|6RCR|8AART|9LIT
1111	41152 21132	   	156.02	DCR|4VULN|1DMG|1DUR	1DUR|25TLV|345aVULN|5BPWR|6ERES|7RCR|8DMG|9DUST
1112	41155 21132	   	156.02	DCR|4VULN|1DMG|1DUR	1DUR|2TLV|346aVULN|5ERES|7RCR|8DMG|9DUST
1113	13431 21441	   	155.95	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6BELT|7AART|89DMG|aBEXP
1114	13431 21442	   	155.95	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6BELT|7AART|89DMG|aCGEN
1115	13431 21443	   	155.95	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2VULN|3ZMB|4RCR|5DUST|6BELT|7AART|89DMG|aFEWX
1116	13433 41152	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5aLIT|7AART|8MBVNT|9DMG
1117	13433 41154	   	155.95	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5LIT|7AART|8MBVNT|9DMG|aCGEN
1118	62243 52452	   	155.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1CGEN|2MBVNT|39ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|aBEXP
1119	62243 52454	   	155.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1CGEN|2MBVNT|39ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|aRPLT
1120	13451 51212	 * 	155.93	DCR|3VULN|3ZMB|2DUR	1LWND|246VULN|368ZMB|5RMIN|6BPWR|7RCR|9aDUR
1121	33146 33212	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	12BEXP|2BPWR|3CDMG|4RMIN|59VULN|6MLV|7AART|8RCR|aDMG
1122	21262 61236	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2RPLT|3DUR|4RCR|57VULN|6ZMB|8AART|9ERES|aCDMG
1123	16151 51123	   	155.87	DCR|3VULN|1DMG|2ASPD|1DUR	1LWND|26ASPD|346VULN|5RMIN|6BPWR|7RCR|8DMG|9CGEN|aDUR
1124	36151 51123	   	155.87	DCR|3VULN|1DMG|2ASPD|1DUR	1BEXP|26ASPD|346VULN|5RMIN|6BPWR|7RCR|8DMG|9CGEN|aDUR
1125	13431 21541	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2aVULN|3ZMB|4RCR|5DUST|6BELT|7AART|8TLV|9DMG
1126	13431 21641	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2aVULN|3ZMB|4RCR|5DUST|6BELT|7AART|8ERES|9DMG
1127	13433 41151	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5LIT|7AART|8MBVNT|9DMG|aLEGI
1128	13433 41153	   	155.85	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCR|5LIT|7AART|8MBVNT|9DMG|aTLV
1129	56162 32311	 * 	155.84	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1MLV|2ZMB|3CDMG|47ASPD|5RCR|6aVULN|8DMG|9FEWX
1130	66162 32311	   	155.84	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|2ZMB|3CDMG|47ASPD|5RCR|6aVULN|8DMG|9FEWX
1131	43452 21211	   	155.83	DCR|3VULN|3ZMB|2DUR	19DUR|245VULN|358ZMB|5BPWR|6ERES|7RCR|aCGEN
1132	43452 21212	   	155.83	DCR|3VULN|3ZMB|2DUR	19DUR|245VULN|358ZMB|5BPWR|6ERES|7RCR|aRPLT
1133	43452 21213	   	155.83	DCR|3VULN|3ZMB|2DUR	19DUR|245VULN|358ZMB|5BPWR|6ERES|7RCR|aFEWX
1134	24523 21523	   	155.78	DCR|2DMG|1AART|1VULN|1CDMG	1LSRICY|2AART|3VULN|45DMG|6ERES|7CDMG|8RCVC|9DUST|aRCR
1135	33146 23212	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	12BEXP|2BPWR|3CDMG|4RMIN|59VULN|6TLV|7AART|8RCR|aDMG
1136	51121 23232	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CGEN|3CDMG|45VULN|6DUST|7AART|8RCR|9LHND|aDMG
1137	45221 53212	   	155.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MLV|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8LWND|9AART|aDMG
1138	53221 53212	   	155.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8LWND|9AART|aDMG
1139	53221 53512	   	155.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8BEXP|9AART|aDMG
1140	53221 53612	   	155.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8LHND|9AART|aDMG
1141	53221 56112	   	155.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3ASPD|4FLTHEA|5VULN|6RCR|7LWND|8FEWX|9AART|aDMG
1142	16152 21123	   	155.77	DCR|3VULN|1DMG|2ASPD|1DUR	1LWND|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9CGEN|aDUR
1143	16152 21162	   	155.77	DCR|3VULN|1DMG|2ASPD|1DUR	1LWND|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9DMSP|aDUR
1144	46152 21113	   	155.77	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9FEWX|aCGEN
1145	46152 21121	   	155.77	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9CGEN|aLHND
1146	45223 32321	 * 	155.75	DCR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR|1ASPD	1DUR|2MLV|3ASPD|4FLTHEA|59DMG|6VULN|7CGEN|8RCR|aZMB
1147	46623 32321	   	155.75	DCR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3MLV|4FLTHEA|59DMG|6VULN|7CGEN|8RCR|aZMB
