0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
994	31564 22113	   	156.23	ACR|2VULN|1AART|1FLTHEA|1ZMB	17LIT|2RCR|3LWND|4AART|5ZMB|6BEXP|89VULN|aFLTHEA
995	31222 74431	   	156.23	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4DUR|5TLV|6CDMG|7ZMB|89VULN|aDMG
996	31626 32522	   	156.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1aLIT|2RCR|3DLOT|4MLV|5DMG|6VULN|7ZMB|8AART|9CDMG
997	31274 73634	   	156.21	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|49AART|5ZMB|6SNIHEL|7DUST|8VULN|aDMG
998	31436 32114	   	156.21	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3ERES|4aAART|5DMG|6VULN|7ZMB|89TLV
999	31285 22723	   	156.21	ACR|2VULN|2DMG|1ASPD|1DUR	14LIT|2RCR|3MBVNT|5ASPD|69VULN|7DUR|8aDMG
1000	63251 22334	   	156.20	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|467VULN|5ERES|8DUR|9RCR|aFEWX
1001	63251 22336	   	156.20	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|467VULN|5ERES|8DUR|9RCR|aRMIN
1002	63255 22331	   	156.20	DCR|3VULN|1AART|1ASPD|1DUR	1RCVC|2AART|3ASPD|467VULN|5CGEN|8DUR|9RCR|aTLV
1003	63255 22332	   	156.20	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|467VULN|5CGEN|8DUR|9RCR|aERES
1004	63351 21633	   	156.20	DCR|3VULN|1AART|1ASPD|1DUR	1RCVC|2AART|3CGEN|45aVULN|6TLV|7ASPD|8DUR|9RCR
1005	33166 26113	   	156.19	ACR|2VULN|1AART|1DMG|1FLTHEA	12LIT|3BEXP|48VULN|5RCR|6DMG|7AART|9DUST|aFLTHEA
1006	21531 41142	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2CGEN|3DUR|4RCR|5LSRHEA|6DMG|78aVULN|9CDMG
1007	21531 41242	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2CGEN|3DUR|4RCR|5LSRHEA|6DMG|79aVULN|8CDMG
1008	31217 25832	   	156.18	ACR|2VULN|2DMG|1CDMG	15aLIT|2RCR|3MBVNT|4CGEN|6aVULN|7FEWX|8CDMG|9aDMG|aBPWR
1009	63314 83211	   	156.17	DCR|3VULN|1AART|1CDMG	1RCVC|2AART|3aCGEN|4CDMG|5MBVNT|68aVULN|7aMLV|9RCR|aBPWR
1010	31334 17137	 * 	156.16	ACR|2VULN|1AART|1CDMG|2DUR	1LIT|2RCR|3RPLT|4MBVNT|58DUR|6AART|7aVULN|9CDMG
1011	63224 12134	   	156.16	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4LWND|6ZMB|78VULN|9RCR|aFEWX
1012	63224 12136	   	156.16	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4LWND|6ZMB|78VULN|9RCR|aRMIN
1013	63633 12134	   	156.16	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6ZMB|78VULN|9RCR|aBELT
1014	63633 12136	   	156.16	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6ZMB|78VULN|9RCR|aCGEN
1015	63633 12235	   	156.16	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6ZMB|7aVULN|8LWND|9RCR
1016	63422 34132	   	156.16	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8VULN|9RMIN|aERES
1017	63422 34232	   	156.16	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8MLV|9VULN|aERES
1018	63422 34312	   	156.16	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8DUST|9VULN|aRMIN
1019	63422 34313	   	156.16	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2AART|37ZMB|4RCR|5DUR|6DMG|8DUST|9VULN|aCGEN
1020	31163 66113	   	156.13	ACR|2VULN|1AART|1FLTHEA|1ZMB	15LIT|2RCR|3DUST|4AART|6BEXP|7ZMB|89VULN|aFLTHEA
1021	31274 11446	   	156.13	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6CGEN|79VULN|8LWND|aFLTHEA
1022	31274 41173	   	156.13	ACR|2VULN|1AART|1FLTHEA|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|78VULN|9BEXP|aFLTHEA
1023	31274 46374	   	156.13	ACR|2VULN|1AART|1CDMG|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7MGNLIT|8CDMG|9aVULN
1024	63213 72241	   	156.13	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|7VULN|8LWND|9ZMB|aRCR
1025	63213 74141	   	156.13	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|7BEXP|8VULN|9ZMB|aRCR
1026	31626 32523	   	156.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|3DLOT|4MLV|5DMG|6VULN|7ZMB|8AART|9CDMG|aTLV
1027	63251 22331	   	156.10	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|467VULN|5ERES|8DUR|9RCR|aTLV
1028	63251 22332	   	156.10	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|467VULN|5aERES|8DUR|9RCR
1029	63251 22335	   	156.10	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|467VULN|5ERES|8DUR|9RCR|aDUST
1030	63264 22331	   	156.10	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|4ERES|567VULN|8DUR|9RCR|aTLV
1031	63264 22332	   	156.10	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|4aERES|567VULN|8DUR|9RCR
1032	63251 35133	   	156.10	DCR|3VULN|1AART|1DUR|1ASPD	1RCVC|2AART|3ASPD|48aVULN|57ERES|6DUR|9RCR
1033	31126 21332	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	159LIT|2RCR|3DUST|4DUR|67DMG|8AART|aVULN
1034	31126 21352	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3DUST|4DUR|67DMG|8AART|9VULN|aBEXP
1035	31126 21354	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3DUST|4DUR|67DMG|8AART|9VULN|aLWND
1036	31126 21355	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3DUST|4DUR|67DMG|8AART|9VULN|aFEWX
1037	31126 21356	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3DUST|4DUR|67DMG|8AART|9VULN|aCGEN
1038	31227 21362	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4DUR|67DMG|8AART|9VULN|aBEXP
1039	31227 21364	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4DUR|67DMG|8AART|9VULN|aCGEN
1040	31227 21365	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4DUR|67DMG|8AART|9VULN|aLWND
1041	31227 21366	   	156.08	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4DUR|67DMG|8AART|9VULN|aFEWX
1042	33212 32624	   	156.08	DCR|3VULN|1AART|1DMG	12LIT|3DMG|4LSRICY|579VULN|6CGEN|8RCR|aAART
1043	34212 32624	   	156.08	DCR|3VULN|1AART|1DMG	12LIT|2BPWR|3DMG|4LSRICY|579VULN|6CGEN|8RCR|aAART
1044	31322 31462	   	156.08	ACR|2VULN|2DMG|1CDMG	1LIT|2RCR|3RPLT|4LHND|5CGEN|6CDMG|78VULN|9aDMG
1045	31315 31323	   	156.08	ACR|2VULN|2DMG|1CDMG	1LIT|2RCR|3RPLT|46BEXP|5CDMG|7aDMG|89VULN
1046	31315 33353	   	156.08	ACR|2VULN|2DMG|1CDMG	1LIT|2RCR|3RPLT|46BEXP|5CDMG|78VULN|9aDMG
1047	31315 33623	   	156.08	ACR|2VULN|2DMG|1CDMG	1LIT|2RCR|3RPLT|46BEXP|5CDMG|79VULN|8aDMG
1048	63233 12134	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6ZMB|78VULN|9RCR|aBELT
1049	63233 12136	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6ZMB|78VULN|9RCR|aCGEN
1050	63233 12235	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6ZMB|7aVULN|8LWND|9RCR
1051	63233 16135	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6ZMB|7CGEN|8aVULN|9RCR
1052	63254 23333	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4aVULN|6TLV|7RMIN|8ZMB|9RCR
1053	63334 11135	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3CGEN|4DUST|6ZMB|7ASPD|8aVULN|9RCR
1054	63224 12131	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4LWND|6ZMB|78VULN|9RCR|aTLV
1055	63224 12132	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4LWND|6ZMB|78VULN|9RCR|aERES
1056	63224 12135	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4LWND|6ZMB|78VULN|9RCR|aDUST
1057	63254 12131	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|47VULN|6ZMB|8FEWX|9RCR|aTLV
1058	63254 12132	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|47VULN|6ZMB|8FEWX|9RCR|aERES
1059	63633 12131	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6ZMB|78VULN|9RCR|aTLV
1060	63633 12132	   	156.06	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3FEWX|4ASPD|6ZMB|78VULN|9RCR|aERES
1061	64523 21332	   	156.05	DCR|2VULN|1AART|2CDMG|3RCVC	123RCVC|4aCDMG|5aMLV|6AART|7RCR|8DMSP|9aVULN|aBPWR
1062	31162 33636	   	156.03	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2RCR|3DUST|4AART|5TLV|6RPLT|7ZMB|8aVULN|9CDMG
1063	31274 11546	   	156.03	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6CGEN|79VULN|8DUST|aFLTHEA
1064	31274 11846	   	156.03	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6CGEN|79VULN|8LEGI|aFLTHEA
1065	31274 28146	   	156.03	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6FEWX|79VULN|8ERES|aFLTHEA
1066	31433 31446	   	156.03	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6MBVNT|79VULN|8LWND|aFLTHEA
1067	31433 31843	   	156.03	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6MBVNT|7aVULN|8CDMG|9MLV
1068	31436 11361	   	156.03	ACR|2DMG|1AART|1CDMG|1ZMB	1LIT|2RCR|3ERES|4AART|59DMG|6CDMG|7DUST|8LHND|aZMB
1069	31543 23152	   	156.03	ACR|3DMG|1VULN|2DUR	17LIT|2RCR|3LWND|4RCVC|57DUR|67aDMG|7BPWR|8LHND|9VULN
1070	63213 72841	   	156.03	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|7VULN|8DUST|9ZMB|aRCR
1071	31254 27133	   	156.02	ACR|2VULN|1AART|2DUR|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68VULN|7AART|9aDUR
1072	31254 27213	   	156.02	ACR|2VULN|1AART|2DUR|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7AART|8aDUR
1073	31334 12648	   	155.99	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LIT|2RCR|3RPLT|4MBVNT|57DUR|6AART|8ZMB|9DMG|aVULN
1074	31334 17187	   	155.99	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LIT|2RCR|3RPLT|4MBVNT|58DUR|6AART|7VULN|9DMG|aZMB
1075	31227 21368	   	155.98	ACR|2DMG|1AART|1VULN|1DUR	15LIT|2RCR|3MBVNT|4DUR|67DMG|8AART|9VULN|aLEGI
1076	31233 28616	   	155.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4LWND|5LEGI|6ASPD|79VULN|8AART|aDMG
1077	31233 28662	   	155.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4LWND|5LEGI|6ASPD|7aVULN|8AART|9DMG
1078	31247 23862	   	155.98	ACR|2VULN|2DMG|1CDMG	157LIT|2RCR|3MBVNT|4LEGI|67DMG|7BPWR|89VULN|aCDMG
1079	31281 36427	   	155.98	ACR|2VULN|2DMG|1CDMG	14LIT|2RCR|3MBVNT|5LHND|6CDMG|7aDMG|89VULN
1080	31144 31152	   	155.98	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|6AART|789VULN|aLHND
1081	31144 31153	   	155.98	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|6AART|789VULN|aCGEN
1082	31144 31413	   	155.98	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|6AART|79aVULN|8BELT
1083	31255 31162	   	155.98	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|789VULN|aLHND
1084	31255 31163	   	155.98	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|789VULN|aCGEN
1085	31255 31513	   	155.98	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|79aVULN|8BELT
1086	31227 21548	   	155.97	ACR|3DMG|1AART|2DUR	158LIT|2RCR|3MBVNT|48DUR|678DMG|8BPWR|9DMSP|aAART
1087	31227 23748	   	155.97	ACR|3DMG|1AART|2DUR	157LIT|2RCR|3MBVNT|47DUR|678DMG|7BPWR|9DMSP|aAART
1088	63233 12131	   	155.96	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6ZMB|78VULN|9RCR|aTLV
1089	63233 12132	   	155.96	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4DUST|6ZMB|78VULN|9RCR|aERES
1090	63254 13131	   	155.96	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|48VULN|6ZMB|7DUST|9RCR|aTLV
1091	63254 13132	   	155.96	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|48VULN|6ZMB|7DUST|9RCR|aERES
1092	31264 22828	   	155.94	ACR|2DMG|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4BEXP|5RCVC|6aDMG|7FLTHEA|8ZMB|9AART
1093	31274 73334	   	155.93	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6SNIHEL|7DUST|8CDMG|9aVULN
1094	31433 31546	   	155.93	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3ERES|4AART|5ZMB|6MBVNT|79VULN|8DUST|aFLTHEA
1095	31435 11631	   	155.93	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2RCR|3ERES|4AART|5NUKE|6CDMG|7DUST|89VULN|aZMB
1096	31315 23333	   	155.91	ACR|2VULN|1DMG|2CDMG|1ZMB	1LIT|2RCR|3RPLT|46BEXP|56CDMG|6BPWR|78VULN|9ZMB|aDMG
1097	31255 31147	   	155.88	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6AART|78aVULN|9TLV
1098	63251 21133	   	155.87	DCR|3VULN|1AART|2ASPD	1RCVC|2AART|37ASPD|46aVULN|5ERES|8FEWX|9RCR
1099	63251 21433	   	155.87	DCR|3VULN|1AART|2ASPD	1RCVC|2AART|37ASPD|46aVULN|5ERES|8LWND|9RCR
1100	63264 21133	   	155.87	DCR|3VULN|1AART|2ASPD	1RCVC|2AART|37ASPD|4ERES|56aVULN|8FEWX|9RCR
1101	31238 33723	   	155.84	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6RCVC|79VULN|8aDMG
1102	31254 31514	   	155.84	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6aAART|79VULN|8BELT
1103	31254 31543	   	155.84	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69AART|7aVULN|8BELT
1104	31254 31662	   	155.84	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68AART|79VULN|aLHND
1105	31254 31663	   	155.84	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68AART|79VULN|aCGEN
1106	31254 34648	   	155.84	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68AART|7LWND|9aVULN
1107	31315 16323	   	155.81	ACR|2VULN|1DMG|2CDMG|1ZMB	1LIT|2RCR|3RPLT|4BEXP|57CDMG|6ZMB|89VULN|aDMG
1108	31336 21266	   	155.81	ACR|2DMG|1VULN|2CDMG|1ZMB	16LIT|2RCR|3RPLT|4MBVNT|56CDMG|6BPWR|79DMG|8ZMB|aVULN
1109	31336 23223	   	155.81	ACR|2VULN|2CDMG|1DMG|1ZMB	16LIT|2RCR|3RPLT|4MBVNT|56CDMG|6BPWR|79VULN|8ZMB|aDMG
1110	51531 13132	   	155.78	DCR|2VULN|1AART|2CDMG|2ASPD	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8aLHND|9RCR
1111	51531 13135	   	155.78	DCR|2VULN|1AART|2CDMG|2ASPD	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8LHND|9RCR|aCGEN
1112	31223 21764	   	155.77	ACR|3DMG|1AART|2DUR	1LIT|2RCR|3MBVNT|47DUR|5LHND|689DMG|aAART
1113	31248 33723	   	155.74	ACR|2VULN|2DMG|1ZMB	1LIT|2RCR|3MBVNT|4LEGI|5ZMB|6RCVC|79VULN|8aDMG
1114	31254 31647	   	155.74	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68AART|7aVULN|9TLV
1115	31334 16633	   	155.73	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6aAART|7ZMB|8DMG|9CDMG
1116	31334 16838	   	155.73	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|68AART|7ZMB|9CDMG|aVULN
1117	63351 14311	   	155.72	DCR|3VULN|1AART|1ZMB	1RCVC|2AART|3CGEN|459VULN|6ZMB|7FEWX|8RCR|aTLV
1118	63351 14312	   	155.72	DCR|3VULN|1AART|1ZMB	1RCVC|2AART|3CGEN|459VULN|6ZMB|7FEWX|8RCR|aERES
1119	63441 23313	   	155.72	DCR|3VULN|1AART|1ZMB	1RCVC|2AART|3ZMB|47BEXP|5ERES|69aVULN|8RCR
1120	32156 23353	   	155.69	ACR|2DMG|1AART|1VULN|1FLTHEA	17LIT|24BEXP|37DUST|5RCR|67DMG|7BPWR|8AART|9VULN|aFLTHEA
1121	26413 35212	   	155.69	ACR|3VULN|1AART|1CDMG	1aLWND|2aMLV|3CDMG|4RCR|5AART|6RMIN|7LHND|89aVULN|aBPWR
1122	51531 13131	   	155.68	DCR|2VULN|1AART|2CDMG|2ASPD	17ASPD|2BEXP|3AART|47CDMG|5DLOT|67VULN|7BPWR|8LHND|9RCR|aDUST
1123	51142 26113	   	155.67	DCR|3VULN|1AART|2ASPD	1aASPD|2BEXP|3aLIT|4AART|5CGEN|6ERES|7RCR|89aVULN|aBPWR
1124	41451 13223	 * 	155.67	DCR|3DMG|1VULN|1CDMG|1DUR	146ERES|2BEXP|3CDMG|56aDMG|6BPWR|7RCR|8VULN|9DUR
1125	35135 31313	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	1LIT|2CGEN|3DMG|4RMIN|5AART|6aDUR|79VULN|8RCR
1126	21535 31115	   	155.61	ACR|3DMG|1AART|1ASPD|1DUR	1LWND|2CGEN|3DUR|4RCR|5AART|67aDMG|8DUST|9ASPD
1127	31267 22824	   	155.61	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	15LIT|2RCR|3MBVNT|4BEXP|6DMG|7FLTHEA|8ZMB|9AART|aVULN
1128	31288 22824	   	155.61	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	14LIT|2RCR|3MBVNT|5BEXP|6DMG|7FLTHEA|8ZMB|9AART|aVULN
1129	32156 21353	   	155.59	ACR|2DMG|1AART|1VULN|1FLTHEA	1LIT|24BEXP|3DUST|5RCR|67DMG|8AART|9VULN|aFLTHEA
1130	23141 52163	   	155.58	ACR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR	1LWND|2AART|3RPLT|4ASPD|5RCR|6LIT|7DUR|8DMG|9VULN|aFLTHEA
1131	55413 33112	   	155.58	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2LWND|3CDMG|4RCR|5VULN|6AART|7BELT|8CGEN|9DUR|aDMG
1132	55413 33212	   	155.58	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2LWND|3CDMG|4RCR|5VULN|6AART|7BELT|8DUR|9CGEN|aDMG
1133	31274 41184	   	155.54	ACR|2AART|2VULN|1ZMB	16LIT|2RCR|3MBVNT|4aAART|5ZMB|78VULN|9RCVC
1134	63351 11631	   	155.50	DCR|2VULN|1AART|2ZMB|1DUR|1ASPD	1RCVC|2AART|3CGEN|45VULN|6aZMB|7ASPD|8DUR|9RCR
1135	23135 25114	   	155.48	ACR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR	1LWND|2AART|3RPLT|4AIRHEL|5RCR|6ASPD|7VULN|8DUR|9FLTHEA|aDMG
1136	55413 33232	   	155.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2LWND|3CDMG|4RCR|5VULN|6AART|7BELT|8DUR|9ERES|aDMG
1137	53536 22314	 * 	155.46	ACR|3VULN|3ASPD|1DMG	18aASPD|2CGEN|38aVULN|4RCR|5TLV|6DMG|78aERES|8aBPWR|9MBVNT
1138	51232 24325	 * 	155.44	DCR|3DMG|1VULN|3ASPD	189ASPD|2BEXP|389FEWX|4LEGI|5DMSP|689DMG|7RCR|89BPWR|aVULN
1139	31341 22648	   	155.39	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LIT|2RCR|3RPLT|46DUR|5ZMB|7AART|8MBVNT|9DMG|aVULN
1140	31334 65741	   	155.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6DUST|7aVULN|8DMG|9AART
1141	31133 46143	   	155.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3DUST|4LWND|5LEGI|68VULN|7DMG|9AART|aDUR
1142	31233 28156	   	155.38	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4LWND|5LEGI|6ASPD|78VULN|9AART|aDMG
1143	31338 17337	   	155.38	ACR|2VULN|2AART|1CDMG	1LIT|2RCR|3RPLT|4MBVNT|5LWND|68AART|7aVULN|9CDMG
1144	23141 26335	   	155.36	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG	16LWND|2AART|3RPLT|46ASPD|5RCR|6BPWR|7CDMG|8DMSP|9DMG|aVULN
1145	21632 21345	   	155.35	ACR|2DMG|1AART|1VULN|1ZMB	1LWND|2CGEN|3DUST|4RCR|5DMSP|6aDMG|7ZMB|8AART|9VULN
1146	51223 24325	   	155.34	DCR|3DMG|1VULN|3ASPD	189ASPD|289BEXP|3FEWX|45DUST|689DMG|7RCR|89BPWR|aVULN
1147	31234 21545	   	155.34	ACR|3DMG|1AART|1ZMB	158LIT|2RCR|3MBVNT|48LWND|678DMG|8BPWR|9AART|aZMB
1148	31282 21545	   	155.34	ACR|3DMG|1AART|1ZMB	148LIT|2RCR|3MBVNT|58LWND|678DMG|8BPWR|9AART|aZMB
1149	31228 27316	   	155.29	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LIT|2RCR|3MBVNT|48DUR|5ZMB|6LEGI|7AART|9VULN|aDMG
1150	35161 31323	   	155.26	DCR|3VULN|2DMG	1LIT|2CGEN|3aDMG|479VULN|5LHND|6RCR|8BEXP
1151	35161 31363	   	155.26	DCR|3DMG|2VULN	1LIT|2CGEN|39aDMG|47VULN|5LHND|6RCR|8BEXP
1152	35161 33423	   	155.26	DCR|3VULN|2DMG	1LIT|2CGEN|3aDMG|489VULN|5LHND|6RCR|7LWND
1153	35461 31323	   	155.26	DCR|3VULN|2DMG	1LIT|2CGEN|379VULN|4aDMG|5LHND|6RCR|8BEXP
1154	31238 13773	   	155.25	ACR|3DMG|1VULN|2ZMB	1LIT|2RCR|3MBVNT|4LWND|56ZMB|7VULN|89aDMG
1155	31284 22784	   	155.24	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	14LIT|2RCR|3MBVNT|5ZMB|6VULN|7DUR|8DMG|9ASPD|aAART
1156	31254 27514	   	155.24	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|69VULN|7aAART|8BELT
1157	31254 27543	   	155.24	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6aVULN|79AART|8BELT
1158	31274 41661	   	155.24	ACR|2AART|2VULN|1ZMB	16LIT|2RCR|3MBVNT|48AART|5ZMB|79VULN|aRCVC
1159	63422 16113	   	155.22	ACR|2VULN|1AART|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|5aDUR|6FEWX|7LIT|89VULN
