0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
962	13535 33631	   	158.07	ACR|2DMG|2AART|2DUR	1RCVC|2RCR|37DUR|4FEWX|59DMG|68AART|aLIT
963	13535 33633	   	158.07	ACR|2DMG|2AART|2DUR	1RCVC|2RCR|37DUR|4FEWX|59DMG|68AART|aLWND
964	13215 26221	   	158.06	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RCVC|2RCR|3aZMB|4ASPD|5CGEN|6MLV|7AART|8VULN|9DMG
965	13255 61213	   	158.05	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1SELL	1RCVC|2RCR|3ZMB|4SELL|5VULN|6DMSP|7DMG|8aDUR|9AART
966	13165 22314	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7DUR|89MLV|aVULN
967	13165 22411	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7DUR|8CGEN|9MLV|aVULN
968	13165 23622	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7RPLT|8BEXP|9VULN|aDUR
969	13165 24131	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7CGEN|8BEXP|9ASPD|aVULN
970	13165 24222	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7CGEN|8VULN|9RMIN|aDUR
971	13165 25121	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7VULN|8RMIN|9LHND|aDUR
972	13165 25133	   	158.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7VULN|8RMIN|9ASPD|aLIT
973	22361 21161	   	158.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3RPLT|4AART|5LWND|6BELT|7CDMG|8RCR|9VULN|aZMB
974	22364 31161	   	158.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3RPLT|4AART|5BELT|6LHND|7CDMG|8RCR|9VULN|aZMB
975	13123 42114	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7CDMG|8LWND|9AART|aVULN
976	13123 42514	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7CDMG|8BEXP|9AART|aVULN
977	13123 43111	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART|aMLV
978	13123 43116	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART|aLHND
979	13123 44114	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7LHND|8CDMG|9AART|aVULN
980	13123 45114	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7LWND|8CDMG|9AART|aVULN
981	13126 42214	   	158.02	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5MLV|7CDMG|8DUR|9AART|aVULN
982	13521 33634	   	157.97	ACR|2DMG|2AART|2DUR	1RCVC|2RCR|37DUR|49DMG|5FEWX|68AART|aCANHEL
983	13212 61222	 * 	157.96	ACR|1AART|1DMG|2CDMG|2ZMB|1ASPD	1RCVC|2RCR|36ZMB|4ASPD|5LIT|7AART|89CDMG|aDMG
984	13214 38337	   	157.96	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RCVC|2RCR|39ZMB|4ASPD|5BEXP|6MBVNT|7AART|8DMG|aVULN
985	13265 61222	   	157.96	ACR|1AART|1DMG|2CDMG|2ZMB|1ASPD	1RCVC|2RCR|36ZMB|4LIT|5ASPD|7AART|89CDMG|aDMG
986	13565 23331	   	157.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4CDMG|5AART|6DMG|7FEWX|8MLV|9ERES|aVULN
987	13165 22331	   	157.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7DUR|8MLV|9ERES|aVULN
988	13165 24331	   	157.95	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7CGEN|8DUST|9ASPD|aVULN
989	13165 25131	   	157.95	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7VULN|8RMIN|9ASPD|aERES
990	13165 25132	   	157.95	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7VULN|8RMIN|9ASPD|aTLV
991	22364 11161	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3RPLT|4AART|5BELT|6LEGI|7CDMG|8RCR|9VULN|aZMB
992	13123 42614	   	157.92	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7CDMG|8DUST|9AART|aVULN
993	13123 43112	   	157.92	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART|aDUST
994	22245 13232	   	157.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2DMG|3LWND|4ZMB|5AART|6LIT|7VULN|8CDMG|aRCR
995	24415 13232	   	157.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2ZMB|3DMG|4LWND|5AART|6LIT|7VULN|8CDMG|aRCR
996	52223 22461	   	157.91	DCR|2VULN|2DMG|1AART	1DUST|26DMG|3LWND|4MLV|57VULN|8RCR|9CGEN|aAART
997	44362 23233	   	157.87	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LWND|29ZMB|3RPLT|4AART|5RCR|6RCVC|7DMG|8CDMG|aVULN
998	13263 22334	   	157.86	ACR|2VULN|3ZMB|2ASPD|1DUR	1RCVC|2RCR|36aZMB|4LIT|5aVULN|7BEXP|8DUR|9aASPD|aBPWR
999	13223 26113	   	157.84	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6FEWX|7CDMG|8AART|9BEXP
1000	13223 26165	   	157.84	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6FEWX|7CDMG|8AART|9BELT
1001	13355 31162	   	157.81	ACR|3VULN|1DMG|1CDMG|1SELL	1RCVC|2RCR|3ERES|4SELL|56aVULN|7DMG|8LWND|9CDMG
1002	13535 11116	   	157.79	ACR|3VULN|1AART|1DMG|2DUR|1MSE	1RCVC|2RCR|39DUR|49FEWX|5DMG|6MSE|79aVULN|8AART|9BPWR
1003	42433 25123	   	157.76	ACR|3DMG|1VULN|2CDMG	17aLWND|23aDMG|4RCR|5VULN|6FEWX|8RCVC|9aCDMG|aBPWR
1004	42433 26123	   	157.76	ACR|3DMG|1VULN|2CDMG	1aLWND|23aDMG|4RCR|5VULN|67FEWX|8RCVC|9aCDMG|aBPWR
1005	13246 22361	   	157.76	ACR|2VULN|3ZMB|1CDMG|1DUR	1RCVC|2RCR|359ZMB|45VULN|5BPWR|6MLV|7CDMG|8DLOT|aDUR
1006	13263 24334	   	157.76	ACR|2VULN|3ZMB|2ASPD|1DUR	1RCVC|2RCR|36aZMB|4LIT|5aVULN|7DUST|8DUR|9aASPD|aBPWR
1007	13123 23646	 * 	157.75	ACR|1AART|1DMG|2ZMB|2ASPD|1CDMG	1RCVC|2RCR|3aFEWX|4DMG|5aASPD|6CDMG|7DUST|8AART|9aZMB|aBPWR
1008	13226 22653	   	157.75	ACR|1AART|1VULN|2ZMB|1CDMG|1FLTHEA	1RCVC|2RCR|37ZMB|4LHND|5FLTHEA|6FEWX|8AART|9CDMG|aVULN
1009	13244 23631	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5NUKE|6CDMG|79CGEN|8AART
1010	13162 32641	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5CGEN|6aVULN|7ERES|8AART|9ZMB
1011	13163 32641	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5TLV|6aVULN|7CGEN|8AART|9ZMB
1012	13223 26153	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6FEWX|7CDMG|8AART|9DUST
1013	13243 15631	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|49VULN|5TLV|6BEXP|7CDMG|8AART|aMLV
1014	13243 15632	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|49VULN|5TLV|6BEXP|7CDMG|8AART|aRMIN
1015	13243 15633	   	157.74	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|49VULN|5TLV|6BEXP|7CDMG|8AART|aFEWX
1016	13245 32622	   	157.71	ACR|2VULN|2AART|1ZMB|2RCVC	17RCVC|2RCR|3ZMB|46VULN|5RPLT|89AART|aLWND
1017	13245 32623	   	157.71	ACR|2VULN|2AART|1ZMB|2RCVC	17RCVC|2RCR|3ZMB|46VULN|5aRPLT|89AART
1018	13355 32251	   	157.71	ACR|3VULN|1DMG|1CDMG|1SELL	1RCVC|2RCR|37ERES|4SELL|568VULN|9CDMG|aDMG
1019	22121 32612	   	157.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|24DMG|3RMIN|5CANHEL|6ASPD|7RCR|8AART|9ERES|aVULN
1020	25351 21133	   	157.69	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3MLV|4FEWX|5ZMB|6aVULN|7ASPD|8AART|9RCR
1021	65221 21133	   	157.69	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1FEWX|2CDMG|3DUR|4MLV|5ZMB|6aVULN|7ASPD|8AART|9RCR
1022	51321 61122	   	157.67	DCR|2VULN|2AART|1DMG	12DUST|2BPWR|3BEXP|4DMG|5FEWX|6RCR|79VULN|8aAART
1023	51335 61122	   	157.67	DCR|2VULN|2AART|1DMG	12DUST|2BPWR|3BEXP|4FEWX|5DMG|6RCR|79VULN|8aAART
1024	13343 21541	   	157.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ERES|4aVULN|5TLV|6CDMG|7LWND|8AART|9ZMB
1025	13521 33532	   	157.62	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2RCR|37DUR|49DMG|58FEWX|6AART|aZMB
1026	13535 33532	   	157.62	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2RCR|37DUR|48FEWX|59DMG|6AART|aZMB
1027	22363 43353	 * 	157.61	DCR|2AART|2DMG|1VULN|1DUR	1DUR|25DMG|3RPLT|49AART|6VULN|7CGEN|8LHND|aRCR
1028	21136 51533	   	157.59	DCR|1AART|1DMG|1VULN|3DUR|1ZMB	123DUR|2BPWR|4DUST|5AART|6RCR|7LHND|8DMG|9ZMB|aVULN
1029	13263 53411	 * 	157.55	ACR|2DMG|1VULN|2ZMB|1FLTHEA	1RCVC|2RCR|38ZMB|48LIT|5VULN|6FEWX|78DMG|8BPWR|9LHND|aFLTHEA
1030	13643 24331	   	157.54	ACR|2VULN|2DMG|1ZMB	1RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|9NUKE|aLHND
1031	13653 24331	   	157.54	ACR|2VULN|2DMG|1ZMB	1RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|9NUKE|aLHND
1032	13521 31631	   	157.52	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2RCR|38DUR|49DMG|5FEWX|6AART|7DUST|aZMB
1033	13521 33431	   	157.52	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2RCR|37DUR|49DMG|5FEWX|6AART|8DUST|aZMB
1034	13535 31631	   	157.52	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2RCR|38DUR|4FEWX|59DMG|6AART|7DUST|aZMB
1035	13535 33431	   	157.52	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2RCR|37DUR|4FEWX|59DMG|6AART|8DUST|aZMB
1036	22363 42353	   	157.51	DCR|2AART|2DMG|1VULN|1DUR	1DUR|25DMG|3RPLT|49AART|6VULN|7ERES|8LHND|aRCR
1037	13246 21116	   	157.45	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8CDMG|9LWND|aDMG
1038	13246 21126	   	157.45	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8CDMG|9FEWX|aDMG
1039	13246 21136	   	157.45	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8CDMG|9LHND|aDMG
1040	13246 21211	   	157.45	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8LWND|9DMG|aCDMG
1041	13246 32325	   	157.45	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|68LWND|7LHND|9CDMG|aDMG
1042	13246 61211	   	157.45	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6CGEN|7RPLT|8LWND|9DMG|aCDMG
1043	13214 13633	 * 	157.45	ACR|2VULN|1DMG|2ZMB|2ASPD	1RCVC|2RCR|39ZMB|49ASPD|568BEXP|79VULN|9BPWR|aDMG
1044	13631 63422	   	157.45	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3BELT|47LWND|5ASPD|6AART|8VULN|9CDMG|aDMG
1045	13643 24333	   	157.44	ACR|2VULN|2DMG|1ZMB	1RCVC|2RCR|3BELT|47BEXP|57VULN|67DMG|7BPWR|8ZMB|9NUKE|aERES
1046	13653 24333	   	157.44	ACR|2VULN|2DMG|1ZMB	1RCVC|2RCR|3BELT|47FEWX|57VULN|67DMG|7BPWR|8ZMB|9NUKE|aERES
1047	13263 23514	   	157.43	ACR|2VULN|3ZMB|1DMG	1RCVC|2RCR|36aZMB|4LIT|5aVULN|7DMG|8BEXP|9aLHND|aBPWR
1048	13123 43141	   	157.42	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5ASPD|7VULN|8CDMG|9BEXP|aAART
1049	13126 42261	   	157.42	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5MLV|7CDMG|8DUR|9VULN|aAART
1050	13126 43111	   	157.42	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3FEWX|4DMG|5MLV|7VULN|8CDMG|9DUR|aAART
1051	13523 43141	   	157.42	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3DUR|4DMG|5MLV|7VULN|8CDMG|9BEXP|aAART
1052	25256 32131	 * 	157.40	DCR|2VULN|1AART|3CDMG|2DUR	13DUR|259CDMG|4AART|67VULN|8DMSP|aRCR
1053	13214 23113	   	157.38	ACR|1AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1RCVC|2RCR|36ZMB|4ASPD|5BEXP|7VULN|8CDMG|9AART|aDUR
1054	13214 22214	   	157.38	ACR|1AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1RCVC|2RCR|36ZMB|4ASPD|5BEXP|7CDMG|8DUR|9AART|aVULN
1055	15316 22511	   	157.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|27VULN|3AART|4RMIN|5CDMG|6DMG|8LIT|9LEGI|aRCR
1056	15336 22321	   	157.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|27VULN|3AART|4TLV|5CDMG|6DMG|8LIT|9LWND|aRCR
1057	15356 22321	   	157.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|27VULN|3AART|4ERES|5CDMG|6DMG|8LIT|9LWND|aRCR
1058	13263 23414	   	157.35	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|36ZMB|4LIT|58VULN|7DMG|9LHND|aCDMG
1059	13263 23424	   	157.35	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|36ZMB|4LIT|58VULN|7DMG|9FEWX|aCDMG
1060	13246 31325	   	157.35	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|68LWND|7DUST|9CDMG|aDMG
1061	13521 31265	   	157.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4DMG|5FEWX|6AART|7DUST|8CGEN|9VULN|aCDMG
1062	13245 53211	   	157.34	ACR|2VULN|2DMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5RPLT|6BEXP|79DMG|8LSRREG
1063	51321 61116	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	129DUST|29BPWR|39BEXP|4DMG|5FEWX|6RCR|79VULN|8AART|aZMB
1064	54121 61121	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3RMIN|4DMG|5FEWX|6RCR|79VULN|8AART|aLHND
1065	54121 61123	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3RMIN|4DMG|5FEWX|6RCR|79VULN|8AART|aMLV
1066	54121 61133	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|2ZMB|3RMIN|4aDMG|5FEWX|6RCR|7VULN|8AART|9RPLT
1067	13165 23125	   	157.32	ACR|1AART|1VULN|1DMG|2CDMG	1RCVC|2RCR|3FEWX|4aCDMG|5AART|6DMG|7RPLT|8DUST|9VULN
1068	13533 45221	   	157.32	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	16RCVC|2RCR|3DUR|4FEWX|5VULN|7CDMG|8ERES|9DMG|aAART
1069	22223 22425	   	157.30	DCR|3VULN|2DMG|1DUR	1DUR|26DMG|3LWND|4MLV|57aVULN|8RCR|9DUST
1070	52223 22435	   	157.30	DCR|3VULN|2DMG|1DUR	1DUST|26DMG|3LWND|4MLV|57aVULN|8RCR|9DUR
1071	13523 42161	   	157.30	ACR|2DMG|1VULN|1CDMG|2DUR|2RCVC	16RCVC|2RCR|39DUR|49DMG|5MLV|7CDMG|89LWND|9BPWR|aVULN
1072	15336 22311	   	157.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|27VULN|3AART|4TLV|5CDMG|6DMG|8LIT|9LEGI|aRCR
1073	15356 22311	   	157.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|27VULN|3AART|4ERES|5CDMG|6DMG|8LIT|9LEGI|aRCR
1074	13553 33316	   	157.27	ACR|2VULN|2AART|2DUR	1RCVC|2RCR|39DUR|4DUST|5aVULN|6VENICY|78AART
1075	13564 23321	   	157.26	ACR|3VULN|1CDMG|2DUR|1ASPD	1RCVC|2RCR|36DUR|4CDMG|5ASPD|79aVULN|8CGEN
1076	13246 22344	   	157.25	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|8DLOT|9MBVNT|aDMG
1077	13246 31225	   	157.25	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6LWND|78DUST|9CDMG|aDMG
1078	13622 31451	   	157.24	ACR|2DMG|1AART|1CDMG|1ZMB	1RCVC|2RCR|3BELT|4LIT|5CDMG|6FEWX|7ZMB|8aDMG|9AART
1079	13241 62111	   	157.24	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6RMIN|8CDMG|9AART|aMLV
1080	13241 62116	   	157.24	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6RMIN|8CDMG|9AART|aLHND
1081	13241 63114	   	157.24	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|57FEWX|6RMIN|8CDMG|9AART
1082	62423 61132	   	157.17	DCR|3VULN|2DMG	1FEWX|23DMG|49LHND|57aVULN|6RCR|8RCVC
1083	62335 23633	   	157.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|27DMG|3RPLT|4DMSP|5VULN|6DUR|8AART|9RCR|aZMB
1084	15223 11411	   	157.16	DCR|2VULN|2DMG|1CDMG	1RCVC|2aVULN|3BELT|45DMG|6RCR|7CGEN|8CDMG|9LSRHEA
1085	13243 25361	   	157.15	ACR|2VULN|1DMG|2ZMB|1CDMG	1RCVC|2RCR|37ZMB|4aVULN|5TLV|6CDMG|8DLOT|9DMG
1086	13223 26613	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5aVULN|6FEWX|7CDMG|8DUST|9AART
1087	13243 23341	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5TLV|6CDMG|78CGEN|9AART
1088	13243 23442	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|48VULN|5TLV|6CDMG|7CGEN|9AART|aLWND
1089	13243 23443	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|48VULN|5TLV|6CDMG|7CGEN|9AART|aRPLT
1090	13244 12111	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5NUKE|6BEXP|8CDMG|9AART|aMLV
1091	13244 12116	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5NUKE|6BEXP|8CDMG|9AART|aLHND
1092	13241 62112	   	157.14	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6RMIN|8CDMG|9AART|aDUST
1093	13162 25421	   	157.12	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2RCR|3FEWX|4CDMG|5CGEN|6DUR|8VULN|9DMG|aAART
1094	13162 35521	   	157.12	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2RCR|3FEWX|4CDMG|5CGEN|6VULN|8DUR|9DMG|aAART
1095	22413 53431	   	157.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|23DMG|4ASPD|5RCVC|6LWND|7VULN|8RCR|9CGEN|aAART
1096	13523 43111	   	157.10	ACR|2VULN|1DMG|1CDMG|2DUR|2RCVC	16RCVC|2RCR|39DUR|4DMG|5MLV|7aVULN|8CDMG
1097	13523 43123	   	157.10	ACR|2VULN|1DMG|1CDMG|2DUR|2RCVC	16RCVC|2RCR|3aDUR|4DMG|5MLV|79VULN|8CDMG
1098	24615 13212	   	157.09	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3ASPD|4LWND|5AART|6LIT|79VULN|8CDMG|aRCR
1099	42423 61112	   	157.07	DCR|3VULN|2DMG	19LWND|23DMG|4LEGI|57aVULN|6RCR|8RCVC
1100	52423 61132	   	157.07	DCR|3VULN|2DMG	1DUST|23DMG|49LHND|57aVULN|6RCR|8RCVC
1101	15223 15411	   	157.06	DCR|2VULN|2DMG|1CDMG	1RCVC|2aVULN|3BELT|45DMG|6RCR|7ERES|8CDMG|9LSRHEA
1102	13211 35443	   	157.04	ACR|2VULN|1AART|2ASPD|1ZMB	1RCVC|2RCR|3ZMB|46ASPD|5CANHEL|7aVULN|8MLV|9AART
1103	13243 33154	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5TLV|6ERES|7MLV|8CDMG|9AART
1104	13243 52151	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5TLV|6LEGI|8CDMG|9AART|aMLV
1105	13243 52152	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5TLV|6LEGI|8CDMG|9AART|aRMIN
1106	13243 52153	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5TLV|6LEGI|8CDMG|9AART|aFEWX
1107	13244 12112	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5NUKE|6BEXP|8CDMG|9AART|aDUST
1108	13244 26411	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|48VULN|5NUKE|6CDMG|7MBVNT|9AART|aMLV
1109	13244 26414	   	157.04	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|48VULN|5NUKE|6CDMG|7MBVNT|9AART|aCGEN
1110	13255 31412	   	157.03	ACR|3VULN|1DMG|1ZMB|1SELL	18RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|9MLV
1111	13255 31431	   	157.03	ACR|3VULN|1DMG|1ZMB|1SELL	18RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|9LHND
1112	13163 25421	   	157.02	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2RCR|3FEWX|4CDMG|5TLV|6DUR|8VULN|9DMG|aAART
1113	13163 35521	   	157.02	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2RCR|3FEWX|4CDMG|5TLV|6VULN|8DUR|9DMG|aAART
1114	13246 11621	 * 	157.01	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG|1MSE	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6DUST|7MSE|8CDMG|9DMG|aAART
1115	13521 32523	   	156.98	ACR|3DMG|1AART|1DUR	1RCVC|2RCR|3DUR|48aDMG|5FEWX|6AART|7RPLT|9BELT
1116	13535 32523	   	156.98	ACR|3DMG|1AART|1DUR	1RCVC|2RCR|3DUR|4FEWX|58aDMG|6AART|7RPLT|9BELT
1117	13552 21112	   	156.97	ACR|2VULN|2AART|2DUR	1RCVC|2RCR|39DUR|4DUST|5RMIN|69FEWX|79VULN|8aAART|9BPWR
