0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
995	32521 63313	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|489VULN|5aCDMG|6RCR|7LWND
996	32521 63331	   	152.43	DCR|3VULN|2CDMG|2ZMB	12ZMB|3LHND|48aVULN|59CDMG|6RCR|7LWND
997	35334 11214	   	152.42	DCR|2DMG|1AART|2ZMB|1CDMG|1SELL	19ZMB|26RCVC|39CGEN|49DMG|5SELL|7RCR|8AART|9BPWR|aCDMG
998	36641 11223	   	152.37	DCR|2DMG|1AART|2ZMB|1CDMG	13ZMB|2TLV|4CDMG|5aDMG|6RCVC|7RCR|8AART|9BEXP
999	54224 53223	   	152.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|34VULN|5RCR|6MLV|7LHND|8DMG|9AART|aZMB
1000	54224 83223	   	152.35	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|34VULN|5RCR|6CGEN|7LHND|8DMG|9AART|aZMB
1001	31352 13151	   	152.32	DCR|3VULN|1AART|1ZMB	1ZMB|2CGEN|378VULN|4LWND|5ERES|6RCR|9AART|aDMSP
1002	31352 13153	   	152.32	DCR|3VULN|1AART|1ZMB	1ZMB|2CGEN|378VULN|4LWND|5ERES|6RCR|9AART|aBELT
1003	31352 13156	   	152.32	DCR|3VULN|1AART|1ZMB	1ZMB|2CGEN|378VULN|4aLWND|5ERES|6RCR|9AART
1004	31634 11214	   	152.31	DCR|2DMG|3ZMB|1AART|1SELL	139ZMB|29CGEN|49DMG|5SELL|6aRCVC|7RCR|8AART|9BPWR
1005	31634 11216	   	152.31	DCR|2DMG|3ZMB|1AART|1SELL	139ZMB|29CGEN|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aRPLT
1006	32334 11214	   	152.31	DCR|2DMG|3ZMB|1AART|1SELL	129ZMB|39CGEN|49DMG|5SELL|6aRCVC|7RCR|8AART|9BPWR
1007	32334 11216	   	152.31	DCR|2DMG|3ZMB|1AART|1SELL	129ZMB|39CGEN|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aRPLT
1008	12231 61311	   	152.30	DCR|4VULN|1CDMG|1ASPD	12LHND|3BEXP|4ASPD|5CDMG|6RCR|789aVULN
1009	13235 13332	 * 	152.30	DCR|4VULN|2ASPD|1DUR	15LHND|2LWND|379aVULN|45ASPD|5BPWR|6RCR|8DUR
1010	52235 13332	   	152.30	DCR|4VULN|2ASPD|1DUR	15FEWX|2LHND|379aVULN|45ASPD|5BPWR|6RCR|8DUR
1011	63151 61311	   	152.30	DCR|4VULN|1CDMG|1DUR	1MLV|2DUR|34BEXP|5CDMG|6RCR|789aVULN
1012	63411 61311	   	152.30	DCR|4VULN|1CDMG|1DUR	13MLV|2DUR|4BEXP|5CDMG|6RCR|789aVULN
1013	63421 61111	   	152.30	DCR|4VULN|1CDMG|1DUR	13MLV|2DUR|479aVULN|5CDMG|6RCR|8LWND
1014	63421 63311	   	152.30	DCR|4VULN|1CDMG|1DUR	13MLV|2DUR|489aVULN|5CDMG|6RCR|7LWND
1015	54224 43223	   	152.25	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MBVNT|34VULN|5RCR|6TLV|7LHND|8DMG|9AART|aZMB
1016	26331 61213	 * 	152.23	ACR|2VULN|2AART|1CDMG|1SELL	1LIT|2LWND|3RCR|4RCVC|59VULN|6SELL|7aAART|8CDMG
1017	31352 13152	   	152.22	DCR|3VULN|1AART|1ZMB	1ZMB|2CGEN|378VULN|4LWND|5aERES|6RCR|9AART
1018	31352 13155	   	152.22	DCR|3VULN|1AART|1ZMB	1ZMB|2CGEN|378VULN|4LWND|5ERES|6RCR|9AART|aMBVNT
1019	33351 13111	 * 	152.21	DCR|2VULN|1AART|3DUR|1ZMB	1ZMB|258DUR|3LWND|4LHND|6RCR|79VULN|aAART
1020	31634 11212	   	152.21	DCR|2DMG|3ZMB|1AART|1SELL	139ZMB|29CGEN|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aERES
1021	31634 11215	   	152.21	DCR|2DMG|3ZMB|1AART|1SELL	139ZMB|29CGEN|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aTLV
1022	32334 11212	   	152.21	DCR|2DMG|3ZMB|1AART|1SELL	129ZMB|39CGEN|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aERES
1023	32334 11215	   	152.21	DCR|2DMG|3ZMB|1AART|1SELL	129ZMB|39CGEN|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aTLV
1024	52262 13631	   	152.20	DCR|4VULN|1CDMG|1ASPD	1FEWX|2LHND|3478VULN|5ERES|6RCR|9ASPD|aCDMG
1025	15235 13332	   	152.20	DCR|4VULN|2ASPD|1DUR	15LHND|2DUST|379aVULN|45ASPD|5BPWR|6RCR|8DUR
1026	51521 61211	   	152.20	DCR|4VULN|1CDMG|1DUR	13FEWX|2NUKE|479aVULN|5CDMG|6RCR|8DUR
1027	53262 12111	   	152.20	DCR|4VULN|1CDMG|1DUR	18FEWX|2DUR|349aVULN|5ERES|6RCR|7CDMG
1028	53262 12312	   	152.20	DCR|4VULN|1CDMG|1DUR	1FEWX|2DUR|3489VULN|5ERES|6RCR|7CDMG|aLHND
1029	53262 12314	   	152.20	DCR|4VULN|1CDMG|1DUR	1FEWX|2DUR|3489VULN|5ERES|6RCR|7CDMG|aBEXP
1030	53262 12321	   	152.20	DCR|4VULN|1CDMG|1DUR	1FEWX|2DUR|348aVULN|5ERES|6RCR|7CDMG|9CGEN
1031	53262 12351	   	152.20	DCR|4VULN|1CDMG|1DUR	19FEWX|2DUR|348aVULN|5ERES|6RCR|7CDMG
1032	53321 61311	   	152.20	DCR|4VULN|1CDMG|1DUR	14FEWX|2DUR|3ERES|5CDMG|6RCR|789aVULN
1033	65221 61211	   	152.20	DCR|4VULN|1CDMG|1DUR	1MLV|2RCVC|3DUST|479aVULN|5CDMG|6RCR|8DUR
1034	65226 12311	   	152.20	DCR|4VULN|1CDMG|1DUR	1MLV|2RCVC|3DUST|489aVULN|5DUR|6RCR|7CDMG
1035	66231 61311	   	152.20	DCR|4VULN|1CDMG|1ASPD	1MLV|2TLV|3BEXP|4ASPD|5CDMG|6RCR|789aVULN
1036	64521 24114	   	152.20	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	138MLV|2MBVNT|48VULN|5CDMG|6DUR|78ASPD|8BPWR|9RCR|aAART
1037	31631 32882	   	152.17	DCR|3VULN|1DMG|2ZMB|1DUR	13ZMB|2CGEN|4DMG|58aVULN|6DUR|7MBVNT|9RCR
1038	32331 32882	   	152.17	DCR|3VULN|1DMG|2ZMB|1DUR	12ZMB|3CGEN|4DMG|58aVULN|6DUR|7MBVNT|9RCR
1039	34124 35383	   	152.17	DCR|2VULN|2DMG|2ZMB	18ZMB|2MBVNT|3BEXP|48FEWX|58VULN|6RPLT|7RCR|8BPWR|9aDMG
1040	36323 16422	   	152.17	DCR|2VULN|2DMG|2ZMB	1aZMB|2TLV|3aVULN|4BEXP|56LIT|7RCR|8aDMG|9RPLT|aBPWR
1041	53262 12253	   	152.15	DCR|2VULN|1AART|1CDMG|2DUR	1FEWX|2aDUR|34VULN|5ERES|6RCR|7CDMG|8AART|9RCVC
1042	14252 62144	   	152.14	DCR|2VULN|1AART|1CDMG|2DUR	1LHND|2MBVNT|3aVULN|4AART|59DUR|6FEWX|7RCR|8CDMG
1043	22225 13443	   	152.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|24VULN|34LWND|4BPWR|5ZMB|6BEXP|7LHND|8RCR|9AART|aDMG
1044	53262 12315	   	152.10	DCR|4VULN|1CDMG|1DUR	1FEWX|2DUR|3489VULN|5ERES|6RCR|7CDMG|aMBVNT
1045	53262 12341	   	152.10	DCR|4VULN|1CDMG|1DUR	1FEWX|2DUR|348aVULN|59ERES|6RCR|7CDMG
1046	53242 32226	 * 	152.08	DCR|2AART|2VULN|2DUR|1ASPD	1FEWX|2aDUR|36VULN|45AART|7ASPD|8ERES|9RCR
1047	33351 13325	   	152.07	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8AART|9FEWX|aDMG
1048	33351 13345	   	152.07	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8AART|9BEXP|aDMG
1049	33351 13354	   	152.07	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8AART|9CGEN|aDMG
1050	34424 35384	   	152.07	DCR|2VULN|2DMG|2ZMB	18ZMB|2MBVNT|3DUST|48FEWX|58VULN|6RPLT|7RCR|8BPWR|9aDMG
1051	36313 36422	   	152.07	DCR|2VULN|2DMG|2ZMB	1aZMB|2TLV|3aVULN|4DMSP|5LIT|6DUST|7RCR|8aDMG|9RPLT|aBPWR
1052	36313 36522	   	152.07	DCR|2VULN|2DMG|2ZMB	1aZMB|2TLV|3aVULN|4DMSP|58LIT|6DUST|7RCR|9aDMG|aBPWR
1053	31634 11211	   	152.06	DCR|2DMG|3ZMB|1AART|2SELL	139ZMB|29CGEN|49DMG|5aSELL|6RCVC|7RCR|8AART|9BPWR
1054	32334 11211	   	152.06	DCR|2DMG|3ZMB|1AART|2SELL	129ZMB|39CGEN|49DMG|5aSELL|6RCVC|7RCR|8AART|9BPWR
1055	32121 43531	   	152.04	DCR|2VULN|1DMG|2CDMG|2ZMB	12ZMB|3LWND|4aVULN|59CDMG|6RMIN|7DMG|8RCR
1056	32421 43531	   	152.04	DCR|2VULN|1DMG|2CDMG|2ZMB	12ZMB|3FEWX|4aVULN|59CDMG|6RMIN|7DMG|8RCR
1057	32521 43513	   	152.04	DCR|2VULN|1DMG|2CDMG|2ZMB	12ZMB|3LHND|49VULN|5aCDMG|6RMIN|7DMG|8RCR
1058	32521 43531	   	152.04	DCR|2VULN|1DMG|2CDMG|2ZMB	12ZMB|3LHND|4aVULN|59CDMG|6RMIN|7DMG|8RCR
1059	35335 11224	   	152.03	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2RCVC|3CGEN|4DMG|5AART|6aVULN|7MLV|8LWND|9RCR
1060	22223 25443	   	152.03	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|24VULN|34LWND|4BPWR|5LHND|6DUST|7ZMB|8RCR|9AART|aDMG
1061	33412 33524	   	152.03	DCR|2AART|1DMG|1VULN|1ZMB|1DUR	1ZMB|2DUR|3MLV|4LEGI|5ERES|67AART|8DMG|9RCR|aVULN
1062	36634 11212	   	152.01	DCR|2DMG|3ZMB|1AART|1SELL	139ZMB|29TLV|49DMG|5SELL|6RCVC|7RCR|8AART|9BPWR|aERES
1063	33533 52512	   	152.00	DCR|2VULN|2DMG|2ZMB|1DUR	19ZMB|2DUR|39FEWX|45LIT|68VULN|79DMG|9BPWR|aRCR
1064	33351 13314	   	151.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8AART|9ERES|aDMG
1065	33351 13334	   	151.97	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8AART|9NUKE|aDMG
1066	52235 33361	 * 	151.97	DCR|2VULN|2AART|3ASPD	158FEWX|2aLHND|38VULN|458ASPD|58BPWR|67AART|9RCR
1067	53212 52184	   	151.96	DCR|2VULN|1AART|2CDMG|1DUR	1FEWX|2DUR|3aVULN|4MBVNT|5LWND|6AART|7RCR|89CDMG
1068	53262 12316	   	151.96	DCR|4VULN|1CDMG|1DUR|1SELL	1FEWX|2DUR|3489VULN|5ERES|6RCR|7CDMG|aSELL
1069	32335 63363	   	151.95	DCR|2DMG|3ZMB|1AART	129ZMB|3CGEN|49DMG|5AART|6RPLT|79MGNSTR|8RCR|9BPWR|aMLV
1070	31635 11223	   	151.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4DMG|5AART|6VULN|7MLV|8LWND|9RCR|aCDMG
1071	31635 11623	   	151.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4DMG|5AART|6VULN|7MLV|8BEXP|9RCR|aCDMG
1072	31635 13423	   	151.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4DMG|5AART|6VULN|7FEWX|8MLV|9RCR|aCDMG
1073	32335 11223	   	151.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4DMG|5AART|6VULN|7MLV|8LWND|9RCR|aCDMG
1074	32335 11623	   	151.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4DMG|5AART|6VULN|7MLV|8BEXP|9RCR|aCDMG
1075	32335 13423	   	151.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4DMG|5AART|6VULN|7FEWX|8MLV|9RCR|aCDMG
1076	35335 13224	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2RCVC|3CGEN|4DMG|5AART|6aVULN|7FEWX|8ERES|9RCR
1077	22535 22521	   	151.88	DCR|4VULN|1DMG	1LIT|2579VULN|345CGEN|5BPWR|6RCR|8DMG|aBELT
1078	22535 22522	   	151.88	DCR|4VULN|1DMG	1LIT|2579VULN|345CGEN|5BPWR|6RCR|8DMG|aLWND
1079	12325 33424	   	151.87	DCR|2VULN|2AART|1DMG	12LHND|3aVULN|4BEXP|5DMG|67AART|8MLV|9RCR
1080	52235 33362	   	151.87	DCR|2VULN|2AART|3ASPD	158FEWX|2LHND|38VULN|458ASPD|58BPWR|67AART|9RCR|aERES
1081	52235 33363	   	151.87	DCR|2VULN|2AART|3ASPD	158FEWX|2LHND|38VULN|458ASPD|58BPWR|67AART|9RCR|aNUKE
1082	36634 11211	   	151.86	DCR|2DMG|3ZMB|1AART|2SELL	139ZMB|29TLV|49DMG|5aSELL|6RCVC|7RCR|8AART|9BPWR
1083	63333 32463	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2DUR|3LWND|4ERES|5ZMB|6AART|7CDMG|8aVULN|9RCR
1084	33333 32623	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LWND|4ERES|58VULN|6AART|7RCVC|9RCR|aCDMG
1085	33415 32623	   	151.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3MLV|4LEGI|58VULN|6AART|7RCVC|9RCR|aCDMG
1086	31635 13223	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2CGEN|4DMG|5AART|6VULN|7FEWX|8ERES|9RCR|aCDMG
1087	32335 13223	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4DMG|5AART|6VULN|7FEWX|8ERES|9RCR|aCDMG
1088	36635 11223	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2TLV|4DMG|5AART|6VULN|7MLV|8LWND|9RCR|aCDMG
1089	36635 12223	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2TLV|4DMG|5AART|6VULN|7CGEN|8LWND|9RCR|aCDMG
1090	36635 13223	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2TLV|4DMG|5AART|6VULN|7RMIN|8LWND|9RCR|aCDMG
1091	36635 23223	   	151.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	13ZMB|2TLV|4DMG|5AART|6CGEN|7VULN|8LWND|9RCR|aCDMG
1092	31322 11436	   	151.84	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2CGEN|39VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|aDUR
1093	62322 11436	   	151.84	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1MLV|2ZMB|39VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|aDUR
1094	52265 11113	   	151.84	DCR|2VULN|2DMG|2DUR	1FEWX|2LHND|34VULN|5aDMG|6RCR|78DUR|9CGEN
1095	52265 12113	   	151.84	DCR|2VULN|2DMG|2DUR	1FEWX|2LHND|34VULN|5aDMG|6RCR|7BEXP|89DUR
1096	54224 81144	   	151.79	ACR|3VULN|1AART|1CDMG	1FEWX|2MBVNT|34aVULN|5RCR|6CGEN|7AART|8LHND|9CDMG
1097	22536 22521	   	151.78	DCR|4VULN|1DMG	1LIT|2579VULN|34CGEN|6RCR|8DMG|aBELT
1098	22536 22522	   	151.78	DCR|4VULN|1DMG	1LIT|2579VULN|34CGEN|6RCR|8DMG|aLWND
1099	12322 33624	   	151.77	DCR|2VULN|2AART|1DMG	12LHND|3aVULN|4BEXP|5ERES|67AART|8DMG|9RCR
1100	12325 33224	   	151.77	DCR|2VULN|2AART|1DMG	12LHND|3aVULN|4BEXP|5DMG|67AART|8ERES|9RCR
1101	12362 33624	   	151.77	DCR|2VULN|2AART|1DMG	12LHND|3aVULN|4FEWX|5ERES|67AART|8DMG|9RCR
1102	12365 33224	   	151.77	DCR|2VULN|2AART|1DMG	12LHND|3aVULN|4FEWX|5DMG|67AART|8ERES|9RCR
1103	52222 33624	   	151.77	DCR|2VULN|2AART|1DMG	1FEWX|24LHND|3aVULN|5ERES|67AART|8DMG|9RCR
1104	52225 33224	   	151.77	DCR|2VULN|2AART|1DMG	1FEWX|24LHND|3aVULN|5DMG|67AART|8ERES|9RCR
1105	52262 33621	   	151.77	DCR|2VULN|2AART|1DMG	1FEWX|2aLHND|34VULN|5ERES|67AART|8DMG|9RCR
1106	52262 33622	   	151.77	DCR|2VULN|2AART|1DMG	1FEWX|2LHND|34VULN|5ERES|67AART|8DMG|9RCR|aRMIN
1107	52265 33221	   	151.77	DCR|2VULN|2AART|1DMG	1FEWX|2aLHND|34VULN|5DMG|67AART|8ERES|9RCR
1108	52265 33222	   	151.77	DCR|2VULN|2AART|1DMG	1FEWX|2LHND|34VULN|5DMG|67AART|8ERES|9RCR|aRMIN
1109	32116 11433	   	151.76	DCR|1AART|1VULN|2ZMB|1CDMG|1DUR|1ASPD	12ZMB|3LWND|4BEXP|5DUR|6RCR|7AART|8ASPD|9VULN|aCDMG
1110	32516 11433	   	151.76	DCR|1AART|1VULN|2ZMB|1CDMG|1DUR|1ASPD	12ZMB|3LHND|4BEXP|5DUR|6RCR|7AART|8ASPD|9VULN|aCDMG
1111	33333 35623	   	151.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LWND|47ERES|58VULN|6AART|9RCR|aCDMG
1112	31635 21151	   	151.75	DCR|2DMG|3ZMB|1AART	13aZMB|26CGEN|47DMG|5AART|8RCR|9MLV
1113	32335 21151	   	151.75	DCR|2DMG|3ZMB|1AART	12aZMB|36CGEN|47DMG|5AART|8RCR|9MLV
1114	26313 33246	   	151.75	ACR|3VULN|1DMG|1CDMG	157LIT|2LWND|3RCR|47ERES|679VULN|7BPWR|8DMG|aCDMG
1115	63341 61123	   	151.74	DCR|2VULN|1AART|1CDMG|2DUR	1MLV|24DUR|34LWND|4BPWR|5CDMG|6RCR|7aVULN|8FEWX|9AART
1116	32335 14263	   	151.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3CGEN|4DMG|5AART|6VULN|7DUST|8ERES|9RCR|aCDMG
1117	31342 11436	   	151.74	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2CGEN|39VULN|4DUST|5RMIN|6RCR|7AART|8ASPD|aDUR
1118	36322 11436	   	151.74	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|2TLV|39VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|aDUR
1119	15265 12113	   	151.74	DCR|2VULN|2DMG|2DUR	1LHND|2DUST|34VULN|5aDMG|6RCR|7FEWX|89DUR
1120	14252 12641	   	151.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7aRMIN|8DMG|9CDMG
1121	14252 12642	   	151.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7RMIN|8DMG|9CDMG|aBEXP
1122	14252 12644	   	151.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7RMIN|8DMG|9CDMG|aRPLT
1123	21531 63624	 * 	151.72	DCR|2DMG|1VULN|3DUR|1CDMG	1aLIT|2LSRHEA|38aDUR|4VULN|5CDMG|6RCR|7MBVNT|9aDMG|aBPWR
1124	31352 13125	   	151.72	DCR|3VULN|1AART|1ZMB	1ZMB|2CGEN|378VULN|4LWND|5ERES|6RCR|9MLV|aAART
1125	54844 32444	   	151.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2MBVNT|3ASPD|4DLOT|5DMG|68VULN|7DUR|9RCR|aAART
1126	52265 13113	   	151.68	DCR|4VULN|1DMG	19FEWX|2LHND|347aVULN|5DMG|6RCR|8ERES
1127	31635 21131	   	151.65	DCR|2DMG|3ZMB|1AART	13aZMB|26CGEN|47DMG|5AART|8RCR|9TLV
1128	32335 21131	   	151.65	DCR|2DMG|3ZMB|1AART	12aZMB|36CGEN|47DMG|5AART|8RCR|9TLV
1129	14252 12643	   	151.63	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3VULN|4AART|5DUR|6RCR|7RMIN|8DMG|9CDMG|aBASHEA
1130	32411 31332	   	151.61	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|4BEXP|5CDMG|67VULN|8ASPD|9AART|aRCR
1131	56611 31332	   	151.61	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1FEWX|23ZMB|4BEXP|5CDMG|67VULN|8ASPD|9AART|aRCR
1132	32421 34332	   	151.61	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|46VULN|5CDMG|7BEXP|8ASPD|9AART|aRCR
1133	15265 13123	   	151.58	DCR|4VULN|1DMG	19LHND|2DUST|347aVULN|5DMG|6RCR|8ERES
1134	15262 13235	   	151.58	DCR|4VULN|1DMG	1LHND|2DUST|3479VULN|5ERES|6RCR|8LWND|aDMG
1135	12621 11511	   	151.57	DCR|4VULN|1CDMG|1ZMB	12LHND|3ZMB|479aVULN|5CDMG|6LWND|8RCR
1136	16521 31511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1LHND|2ZMB|34FEWX|5CDMG|679aVULN|8RCR
1137	16621 31511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1LHND|2ZMB|3RMIN|4CGEN|5CDMG|679aVULN|8RCR
1138	35121 11511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LWND|479aVULN|5CDMG|6LHND|8RCR
1139	35421 11511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3FEWX|479aVULN|5CDMG|6LWND|8RCR
1140	35521 11511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3LHND|479aVULN|5CDMG|6LWND|8RCR
1141	61621 11511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1MLV|2CGEN|3ZMB|479aVULN|5CDMG|6LHND|8RCR
1142	61621 31511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1MLV|2CGEN|3ZMB|479aVULN|5CDMG|6LWND|8RCR
1143	62361 11511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1MLV|2ZMB|379aVULN|4CGEN|5CDMG|6LHND|8RCR
1144	62361 31511	   	151.57	DCR|4VULN|1CDMG|1ZMB	1MLV|2ZMB|379aVULN|4CGEN|5CDMG|6LWND|8RCR
1145	13235 31363	   	151.53	DCR|2VULN|1AART|3ASPD|1ZMB	158LHND|27LWND|38VULN|458ASPD|58BPWR|6AART|9RCR|aZMB
1146	14251 13633	   	151.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2MBVNT|3VULN|4AART|5DUST|6RCR|7TLV|8DMG|9ASPD|aCDMG
1147	31322 11424	   	151.52	DCR|2VULN|1AART|2ASPD|1ZMB	1ZMB|2CGEN|3aVULN|4BEXP|5RMIN|6RCR|7AART|89ASPD
1148	62322 11424	   	151.52	DCR|2VULN|1AART|2ASPD|1ZMB	1MLV|2ZMB|3aVULN|4BEXP|5RMIN|6RCR|7AART|89ASPD
1149	62342 11513	   	151.52	DCR|2VULN|1AART|1CDMG|1ZMB	18MLV|2ZMB|3aVULN|4DUST|5RMIN|6RCR|7AART|9CDMG
1150	32421 33332	   	151.51	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|46VULN|5CDMG|7DUST|8ASPD|9AART|aRCR
1151	56621 33332	   	151.51	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1FEWX|23ZMB|46VULN|5CDMG|7DUST|8ASPD|9AART|aRCR
1152	13223 11626	   	151.47	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	14LHND|2LWND|3VULN|5ZMB|6RCR|7aDUR|8DMG|9AART
1153	33351 12224	   	151.47	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7RMIN|8VULN|9AART|aDMG
1154	33351 13621	   	151.47	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8DMG|9AART|aBEXP
1155	33351 13622	   	151.47	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8DMG|9AART|aRPLT
1156	63321 15234	   	151.47	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MLV|25DUR|3LWND|4FEWX|6RCR|7ZMB|8VULN|9AART|aDMG
1157	35421 33511	   	151.47	DCR|4VULN|1CDMG|1ZMB	1ZMB|2RCVC|3FEWX|469aVULN|5CDMG|7DUST|8RCR
1158	36361 11511	   	151.47	DCR|4VULN|1CDMG|1ZMB	1ZMB|2TLV|379aVULN|4CGEN|5CDMG|6LHND|8RCR
1159	36361 31511	   	151.47	DCR|4VULN|1CDMG|1ZMB	1ZMB|2TLV|379aVULN|4CGEN|5CDMG|6LWND|8RCR
1160	34346 33814	   	151.45	DCR|2VULN|3ZMB|1AART	17aZMB|2MBVNT|3aLWND|47CGEN|57VULN|6AART|7aBPWR|8RCR|9aMLV
1161	53242 36313	   	151.45	4VULN|2AART|2DMG|1DUR	18FEWX|2DUR|3689VULN|45AART|78DMG|8BPWR|aLHND
1162	14433 45427	   	151.43	DCR|4VULN|1DMG|1SELL	1LHND|2MBVNT|3FEWX|4SELL|579aVULN|6RCR|8DMG
1163	13223 31624	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	14LHND|27LWND|3aVULN|5ZMB|6AART|8DMG|9RCR
1164	13223 36424	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	148LHND|2LWND|3aVULN|5ZMB|6AART|7DMG|9RCR
1165	13223 36521	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	14aLHND|2LWND|3VULN|5ZMB|6AART|78DMG|9RCR
1166	13223 36522	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	14LHND|2LWND|3VULN|5ZMB|6AART|78DMG|9RCR|aRMIN
