0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
948	15632 62321	   	161.52	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|48DUR|5DMSP|6AART|7RCR|9DMG|aZMB
949	64611 12321	   	161.52	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DMSP|2ASPD|3VULN|4AART|58DUR|6RCVC|7RCR|9DMG|aZMB
950	23215 22123	   	161.51	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1MLV|29DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|aASPD
951	24436 22313	   	161.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MLV|2AART|3DMSP|4CGEN|5VULN|6ASPD|7RCR|8DUR|9aDMG
952	14362 31413	   	161.50	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	13ASPD|2AART|4DUR|59DMG|6DUST|7RCR|8CDMG|aERES
953	23215 53411	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1MLV|26DUR|3VULN|4RCR|5AART|7ASPD|8CDMG|9DMG|aRMIN
954	23215 53413	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1MLV|26DUR|3VULN|4RCR|5AART|7ASPD|8CDMG|9DMG|aRPLT
955	31415 25312	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	17ERES|2DUST|37DUR|4RCR|5DMSP|678VULN|7BPWR|9DMG|aCDMG
956	12615 24313	 * 	161.48	DCR|2AART|2VULN|3ASPD|1ZMB	126ASPD|38VULN|49AART|5ZMB|7RPLT|aRCR
957	55132 62322	   	161.46	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|29DMG|3LHND|48DUR|5DMSP|6AART|7RCR|aVULN
958	14325 32316	   	161.43	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2AART|4TLV|5CGEN|6VULN|7RCR|8DUR|9DMG|aZMB
959	14362 31122	   	161.43	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2AART|4DUR|5DMG|6DUST|7RCR|8ZMB|9VULN|aMLV
960	34353 21125	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3ASPD|4DMG|5DUST|6MLV|7RCR|8ZMB|9VULN|aCDMG
961	33215 22123	   	161.41	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ERES|29DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|aASPD
962	24552 23322	   	161.41	DCR|3DMG|1AART|1CDMG|1DUR	1MLV|2AART|3FEWX|49aDMG|5CDMG|6LIT|7DUR|8RCR
963	24652 23322	   	161.41	DCR|3DMG|1AART|1CDMG|1DUR	1MLV|2AART|3BEXP|49aDMG|5CDMG|6LIT|7DUR|8RCR
964	34333 22563	   	161.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2AART|3ASPD|4LHND|5CGEN|6DUR|7RCR|8aDMG|9VULN
965	21215 12422	   	161.40	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9RCVC|aDMG
966	21215 42422	   	161.40	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|38VULN|4RCR|5AART|6BEXP|7CDMG|9RCVC|aDMG
967	41215 12422	   	161.40	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9RCVC|aDMG
968	12114 21212	   	161.39	DCR|2VULN|1AART|3ASPD|1DMG	126ASPD|3LHND|4AART|5TLV|7DMG|8aVULN|9RCR
969	12614 21412	   	161.39	DCR|2VULN|1AART|3ASPD|1DMG	126ASPD|3aVULN|4AART|5TLV|7DMG|8LHND|9RCR
970	33215 53411	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ERES|26DUR|3VULN|4RCR|5AART|7ASPD|8CDMG|9DMG|aRMIN
971	33215 53413	   	161.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ERES|26DUR|3VULN|4RCR|5AART|7ASPD|8CDMG|9DMG|aRPLT
972	35233 24338	   	161.37	DCR|2VULN|2DMG|1AART|1SELL	17ERES|2RCVC|3RMIN|4SELL|57VULN|67DMG|7BPWR|8RCR|9MBVNT|aAART
973	55113 52213	   	161.33	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2aDMG|3LHND|4AART|5DUST|6BEXP|7RCR|8VULN|9ZMB
974	23213 11621	   	161.33	ACR|4VULN|1CDMG|1ZMB|1DUR	1MLV|2DUR|379aVULN|4RCR|5CGEN|6CDMG|8ZMB
975	12632 62511	   	161.31	DCR|3VULN|1AART|2ASPD|1DUR	12ASPD|38aVULN|4DUR|5DMSP|6AART|7RCR|9BELT
976	34552 23322	   	161.31	DCR|3DMG|1AART|1CDMG|1DUR	1ERES|2AART|3FEWX|49aDMG|5CDMG|6LIT|7DUR|8RCR
977	34652 23322	   	161.31	DCR|3DMG|1AART|1CDMG|1DUR	1ERES|2AART|3BEXP|49aDMG|5CDMG|6LIT|7DUR|8RCR
978	31215 12422	   	161.30	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9RCVC|aDMG
979	31215 42422	   	161.30	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2DUST|38VULN|4RCR|5AART|6BEXP|7CDMG|9RCVC|aDMG
980	23211 23421	   	161.28	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR	1MLV|2aDUR|3VULN|4RCR|5LIT|6aASPD|7CDMG|8aDMG|9RCVC|aBPWR
981	15615 11123	   	161.28	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|58ZMB|6BEXP|7RCR|9DUR|aDMG
982	23135 25621	   	161.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1MLV|27DUR|3ZMB|4CDMG|5RCR|6SNIHEL|8AART|9VULN|aDMG
983	33215 23113	   	161.24	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ERES|2aDUR|3VULN|4RCR|5AART|6RCVC|7ASPD|8ZMB|9DMG
984	53614 32221	   	161.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|25TLV|36VULN|4AART|7RCR|8LWND|9DMG|aZMB
985	23216 11621	   	161.23	ACR|4VULN|1CDMG|1ZMB|1DUR	1MLV|2DUR|379aVULN|4RCR|5ERES|6CDMG|8ZMB
986	33213 11621	   	161.23	ACR|4VULN|1CDMG|1ZMB|1DUR	1ERES|2DUR|379aVULN|4RCR|5CGEN|6CDMG|8ZMB
987	43216 11621	   	161.23	ACR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2DUR|379aVULN|4RCR|5ERES|6CDMG|8ZMB
988	11211 54113	   	161.22	ACR|3VULN|1AART|2ASPD|1DUR	1aASPD|2DUST|36aVULN|4RCR|5LIT|7AART|8DUR|9aFEWX|aBPWR
989	11211 54123	   	161.22	ACR|3VULN|1AART|2ASPD|1DUR	1aASPD|2DUST|36aVULN|4RCR|5LIT|7AART|8DUR|9aBEXP|aBPWR
990	11211 54133	   	161.22	ACR|3VULN|1AART|2ASPD|1DUR	1aASPD|2DUST|36aVULN|4RCR|5LIT|7AART|8DUR|9aLWND|aBPWR
991	11211 54163	   	161.22	ACR|3VULN|1AART|2ASPD|1DUR	1aASPD|2DUST|36aVULN|4RCR|5LIT|7AART|8DUR|9aLHND|aBPWR
992	23215 12532	   	161.22	ACR|2AART|1VULN|1CDMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|59AART|6FEWX|7CDMG|8ASPD|aFLTHEA
993	23215 42532	   	161.22	ACR|2AART|1VULN|1CDMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|59AART|6BEXP|7CDMG|8ASPD|aFLTHEA
994	43215 12532	   	161.22	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1CGEN|2DUR|3VULN|4RCR|59AART|6FEWX|7CDMG|8ASPD|aFLTHEA
995	15615 31123	   	161.18	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|58ZMB|6DUST|7RCR|9DUR|aDMG
996	14352 32513	   	161.18	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2AART|46LHND|5BEXP|7RCR|8VULN|9aDMG
997	24343 32522	   	161.18	DCR|2VULN|1AART|1DMG|2ASPD	14MLV|2AART|34ASPD|4BPWR|5ERES|68VULN|7RCR|9DMG|aFEWX
998	12611 12611	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9RMIN|aLHND
999	12611 12614	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9RMIN|aFEWX
1000	12611 12631	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9CGEN|aLHND
1001	12611 12634	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9CGEN|aFEWX
1002	12611 12642	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9aLHND
1003	12611 12652	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9RPLT|aRMIN
1004	12611 12653	   	161.16	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9RPLT|aCGEN
1005	65111 12322	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1DMSP|29DMG|3LHND|4AART|58DUR|6RCVC|7RCR|aVULN
1006	65111 12513	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1DMSP|29DMG|3LHND|4AART|5aDUR|6RCVC|7RCR|8VULN
1007	65611 12311	   	161.16	DCR|2VULN|1AART|1DMG|2DUR	1DMSP|2DMG|3aVULN|4AART|58DUR|6RCVC|7RCR|9BELT
1008	65611 12321	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1DMSP|29DMG|3VULN|4AART|58DUR|6RCVC|7RCR|aFEWX
1009	65611 12323	   	161.16	DCR|2DMG|1AART|1VULN|2DUR	1DMSP|29DMG|3VULN|4AART|58DUR|6RCVC|7RCR|aBEXP
1010	53114 32521	   	161.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|25TLV|3LEGI|4AART|68VULN|7RCR|9DMG|aZMB
1011	11411 54211	   	161.12	ACR|3VULN|1AART|2ASPD|1DUR	18ASPD|28DUST|3DUR|4RCR|5LIT|68aVULN|7AART|8BPWR|9FEWX
1012	11411 54221	   	161.12	ACR|3VULN|1AART|2ASPD|1DUR	18ASPD|28DUST|3DUR|4RCR|5LIT|68aVULN|7AART|8BPWR|9BEXP
1013	11411 54231	   	161.12	ACR|3VULN|1AART|2ASPD|1DUR	18ASPD|28DUST|3DUR|4RCR|5LIT|68aVULN|7AART|8BPWR|9LWND
1014	21215 52532	   	161.12	ACR|2AART|1VULN|1CDMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUST|3VULN|4RCR|59AART|6DUR|7CDMG|8ASPD|aFLTHEA
1015	23215 62532	   	161.12	ACR|2AART|1VULN|1CDMG|1FLTHEA|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|59AART|6DUST|7CDMG|8ASPD|aFLTHEA
1016	33215 12532	   	161.12	ACR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUR|3VULN|4RCR|59AART|6FEWX|7CDMG|8ASPD|aFLTHEA
1017	33215 42532	   	161.12	ACR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUR|3VULN|4RCR|59AART|6BEXP|7CDMG|8ASPD|aFLTHEA
1018	23211 52356	   	161.11	ACR|2VULN|2AART|1CDMG|2DUR	1MLV|28DUR|36VULN|4RCR|5LIT|7CDMG|9aAART
1019	55611 12121	   	161.10	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|2RCVC	16RCVC|2DMG|3VULN|4AART|59DUR|7RCR|8CDMG|aCGEN
1020	55611 12122	   	161.10	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|2RCVC	16RCVC|2DMG|3VULN|4AART|59DUR|7RCR|8CDMG|aLWND
1021	55611 12131	   	161.10	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|2RCVC	16RCVC|2DMG|3VULN|4AART|5aDUR|7RCR|8CDMG|9RMIN
1022	14325 32522	   	161.08	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4TLV|5CGEN|68VULN|7RCR|9DMG|aFEWX
1023	14313 52513	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2AART|46BEXP|5DUST|7RCR|8VULN|9aDMG
1024	14325 22513	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2AART|4TLV|5CGEN|6LWND|7RCR|8VULN|9aDMG
1025	14325 32613	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2AART|4TLV|5CGEN|6VULN|7RCR|8LWND|9aDMG
1026	14333 22516	   	161.08	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4CGEN|5ERES|6LWND|7RCR|8aVULN|9DMG
1027	14353 32513	   	161.08	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2AART|46LHND|5DUST|7RCR|8VULN|9aDMG
1028	14513 32216	   	161.08	DCR|2VULN|1AART|1DMG|2ASPD	18ASPD|2AART|3aVULN|4ERES|5CGEN|6LHND|7RCR|9DMG
1029	24343 32523	   	161.08	DCR|2VULN|1AART|1DMG|2ASPD	14MLV|2AART|34ASPD|4BPWR|5aERES|68VULN|7RCR|9DMG
1030	45233 24311	 * 	161.06	DCR|3VULN|2DMG|1DUR|1SELL	17CGEN|2RCVC|3RMIN|4SELL|57aVULN|67DMG|7BPWR|8RCR|9DUR
1031	12611 12613	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9RMIN|aTLV
1032	12611 12622	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9DUST|aLHND
1033	12611 12633	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9CGEN|aTLV
1034	12611 12641	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9LHND|aTLV
1035	12611 12643	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9LHND|aVENICY
1036	12611 12651	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9RPLT|aDUST
1037	12611 12661	   	161.06	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9ERES|aLHND
1038	63611 12326	   	161.06	DCR|2VULN|1AART|1DMG|2DUR	1DMSP|2TLV|3aVULN|4AART|58DUR|6RCVC|7RCR|9DMG
1039	31215 52532	   	161.02	ACR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUST|3VULN|4RCR|59AART|6DUR|7CDMG|8ASPD|aFLTHEA
1040	33215 62532	   	161.02	ACR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUR|3VULN|4RCR|59AART|6DUST|7CDMG|8ASPD|aFLTHEA
1041	33135 33612	   	161.01	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6aDMG|7AART|8LIT|9ASPD
1042	33211 52356	   	161.01	ACR|2VULN|2AART|1CDMG|2DUR	1ERES|28DUR|36VULN|4RCR|5LIT|7CDMG|9aAART
1043	21135 51126	   	160.99	ACR|3VULN|1AART|1CDMG|1ZMB	1MLV|2DUST|3ZMB|4CDMG|5RCR|678VULN|9BEXP|aAART
1044	23215 22322	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1MLV|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
1045	23215 22324	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1MLV|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aCGEN
1046	23215 22325	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1MLV|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aLIT
1047	43215 22322	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
1048	43215 22325	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aLIT
1049	23215 21523	   	160.98	ACR|2DMG|1AART|1VULN|2DUR	1MLV|29DUR|3VULN|4RCR|5AART|6RCVC|7LHND|8aDMG
1050	23215 24522	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1MLV|27DUR|38VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
1051	23215 24613	   	160.98	ACR|2DMG|1AART|1VULN|2DUR	1MLV|27DUR|3VULN|4RCR|5AART|6RCVC|8LWND|9aDMG
1052	23215 26312	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1MLV|29DUR|38VULN|4RCR|5AART|6RCVC|7RPLT|aDMG
1053	23315 24513	   	160.98	ACR|2DMG|1AART|1VULN|2DUR	1MLV|27DUR|3LWND|4RCR|5AART|6RCVC|8VULN|9aDMG
1054	43215 26312	   	160.98	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|29DUR|38VULN|4RCR|5AART|6RCVC|7RPLT|aDMG
1055	14322 62513	   	160.98	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|2AART|4TLV|5DUST|6CGEN|7RCR|8VULN|9aDMG
1056	14323 32522	   	160.98	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4TLV|5ERES|68VULN|7RCR|9DMG|aFEWX
1057	14323 32524	   	160.98	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4TLV|5ERES|68VULN|7RCR|9DMG|aCGEN
1058	14323 32525	   	160.98	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4TLV|5ERES|68VULN|7RCR|9DMG|aLIT
1059	14325 32523	   	160.98	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4TLV|5CGEN|68VULN|7RCR|9DMG|aERES
1060	12611 12621	   	160.96	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9DUST|aTLV
1061	12611 12625	   	160.96	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9DUST|aERES
1062	12611 12663	   	160.96	DCR|2VULN|1AART|3ASPD|2DUR	128ASPD|38VULN|4AART|58DUR|6RCVC|7RCR|8BPWR|9ERES|aTLV
1063	35616 32221	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	15ERES|2RCVC|36VULN|4AART|7RCR|8LWND|9DMG|aZMB
1064	31135 51126	   	160.89	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2DUST|3ZMB|4CDMG|5RCR|678VULN|9BEXP|aAART
1065	33215 21563	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2aDUR|39VULN|4RCR|5AART|6RCVC|7LHND|8DMG
1066	33215 22322	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
1067	33215 22324	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aCGEN
1068	33215 22325	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aLIT
1069	33215 24522	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|27DUR|38VULN|4RCR|5AART|6RCVC|9DMG|aFEWX
1070	23215 22125	   	160.88	ACR|2VULN|1AART|2CDMG|2DUR	1MLV|29DUR|37VULN|4RCR|5AART|6RCVC|8aCDMG
1071	23215 22323	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1MLV|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aERES
1072	33215 26312	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1ERES|29DUR|38VULN|4RCR|5AART|6RCVC|7RPLT|aDMG
1073	43215 22125	   	160.88	ACR|2VULN|1AART|2CDMG|2DUR	1CGEN|29DUR|37VULN|4RCR|5AART|6RCVC|8aCDMG
1074	43215 22323	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG|aERES
1075	23215 24523	   	160.88	ACR|2VULN|1AART|1DMG|2DUR	1MLV|27DUR|38VULN|4RCR|5AART|6RCVC|9DMG|aERES
1076	14323 32523	   	160.88	DCR|2VULN|1AART|1DMG|2ASPD	13ASPD|2AART|4TLV|5aERES|68VULN|7RCR|9DMG
1077	35233 24311	 * 	160.86	DCR|3VULN|2DMG|1DUR|1SELL	17ERES|2RCVC|3RMIN|4SELL|57aVULN|67DMG|7BPWR|8RCR|9DUR
1078	23215 24151	   	160.86	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1MLV|27aDUR|3VULN|4RCR|5AART|6RCVC|8CDMG|9DMG
1079	14562 22213	   	160.84	DCR|2VULN|2DMG|1AART|2DUR|1ASPD|1MSE	1ASPD|2AART|35VULN|46DUR|7RCR|8MSE|9aDMG
1080	35116 32521	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	15ERES|2RCVC|3LEGI|4AART|68VULN|7RCR|9DMG|aZMB
1081	41213 52343	   	160.80	ACR|4VULN|2CDMG|1ZMB	159CGEN|2DUST|3679VULN|4RCR|89CDMG|9BPWR|aZMB
1082	25611 12151	   	160.80	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|2RCVC	1MLV|26RCVC|3VULN|4AART|5aDUR|7RCR|8CDMG|9DMG
1083	33215 22125	   	160.78	ACR|2VULN|1AART|2CDMG|2DUR	1ERES|29DUR|37VULN|4RCR|5AART|6RCVC|8aCDMG
1084	33215 22323	   	160.78	ACR|2VULN|1AART|1DMG|2DUR	1aERES|28DUR|37VULN|4RCR|5AART|6RCVC|9DMG
1085	33215 24523	   	160.78	ACR|2VULN|1AART|1DMG|2DUR	1aERES|27DUR|38VULN|4RCR|5AART|6RCVC|9DMG
1086	31215 22313	   	160.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8aDUR|9DMG
1087	33215 24151	   	160.76	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1ERES|27aDUR|3VULN|4RCR|5AART|6RCVC|8CDMG|9DMG
1088	51173 81113	   	160.73	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2MBVNT|36BEXP|4VULN|5AART|7RCR|8ZMB|9aDMG
1089	35611 12151	   	160.70	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|2RCVC	1ERES|26RCVC|3VULN|4AART|5aDUR|7RCR|8CDMG|9DMG
1090	23215 32132	 * 	160.69	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1MLV|2DUR|3VULN|4RCR|58AART|6LIT|7FLTHEA|9LWND|aDMG
1091	43215 32132	   	160.69	ACR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1CGEN|2DUR|3VULN|4RCR|58AART|6LIT|7FLTHEA|9LWND|aDMG
1092	23315 53513	   	160.68	ACR|2DMG|1AART|1VULN|2DUR	1MLV|26DUR|3LWND|4RCR|5AART|7RCVC|8VULN|9aDMG
1093	32516 32152	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	15ERES|2ASPD|3CGEN|4aAART|6VULN|7RCR|8CDMG|9DMG
1094	33216 31571	   	160.66	ACR|2VULN|2DMG|2DUR|1ZMB	159ERES|27DUR|39VULN|4RCR|69DMG|8MBVNT|9BPWR|aZMB
1095	33215 32132	   	160.59	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1ERES|2DUR|3VULN|4RCR|58AART|6LIT|7FLTHEA|9LWND|aDMG
1096	43215 32613	   	160.59	ACR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1CGEN|2DUR|3VULN|4RCR|5aAART|6LIT|7FLTHEA|8DMG|9DUST
1097	24355 33133	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|2AART|3ASPD|4aDMG|5ZMB|67DUST|8VULN|9RCR
1098	11211 52523	   	160.52	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9RMIN
1099	21211 52513	   	160.52	ACR|3VULN|1AART|1CDMG|1ASPD	1MLV|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9ASPD
1100	41211 52513	   	160.52	ACR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9ASPD
1101	23135 31512	   	160.51	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3ZMB|4CDMG|5RCR|6LIT|7aDMG|8AART|9ASPD
1102	43135 31512	   	160.51	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2DUR|3ZMB|4CDMG|5RCR|6LIT|7aDMG|8AART|9ASPD
1103	21215 61323	 * 	160.49	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	1MLV|2DUST|3VULN|4RCR|58AART|67ASPD|9DUR|aDMG
1104	41215 61323	   	160.49	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	1CGEN|2DUST|3VULN|4RCR|58AART|67ASPD|9DUR|aDMG
1105	12521 15421	   	160.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3CDMG|4AART|5DUST|6DMG|7RPLT|8RCR|9VULN|aDUR
1106	12523 15421	   	160.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3CDMG|4AART|5LEGI|6DMG|7RPLT|8RCR|9VULN|aDUR
1107	11211 52543	   	160.42	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9ERES
1108	11211 52553	   	160.42	ACR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9TLV
1109	31211 52513	   	160.42	ACR|3VULN|1AART|1CDMG|1ASPD	1ERES|2DUST|36aVULN|4RCR|5LIT|7CDMG|8AART|9ASPD
