0	Index      	 *	Score 	Summary	Detail	
1	21213 16434	 * 	196.09	ACR|4VULN|2DMG|1AART	1AART|257aVULN|3DLOT|4RCR|6LHND|8aLWND|9aDMG|aBPWR
988	21122 16525	   	166.39	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|268VULN|37ASPD|49LIT|5RCR|aZMB
989	21362 23533	 * 	166.39	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	16AART|2VULN|3ERES|4DUST|5DUR|79CDMG|8RCR|aDMG
990	21213 23212	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6DUR|7DUST|8ZMB|9MLV|aDMG
991	21213 43635	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|25VULN|3DLOT|4RCR|6ZMB|7LHND|8ASPD|9NUKE|aDMG
992	21213 43642	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|25VULN|3DLOT|4RCR|6ZMB|7LHND|8ASPD|9DUST|aDMG
993	21213 44351	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6ZMB|7RPLT|8DUR|9DMG|aTLV
994	21213 44353	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6ZMB|7RPLT|8DUR|9DMG|aERES
995	21211 46352	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5RPLT|6TLV|8DUR|9DMG|aZMB
996	21215 31362	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|29VULN|3DLOT|4RCR|5ZMB|6DUR|7LHND|8ERES|aDMG
997	21215 33251	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8RPLT|9DMG|aTLV
998	21215 33253	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8RPLT|9DMG|aERES
999	21215 33412	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8DUST|9MLV|aDMG
1000	21215 36242	   	166.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2VULN|3DLOT|4RCR|5ZMB|6DUR|7MBVNT|8RCVC|9aDMG
1001	24215 33362	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LWND|3DLOT|4RCR|5ZMB|6DUR|79VULN|8ERES|aDMG
1002	26215 23362	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LHND|3DLOT|4RCR|5ZMB|6DUR|79VULN|8ERES|aDMG
1003	21215 43142	   	166.39	ACR|3VULN|2AART|1ZMB	18AART|27aVULN|3DLOT|4RCR|5ZMB|6DUST|9LEGI
1004	21435 32622	   	166.38	DCR|3VULN|1AART|1DMG	1AART|238VULN|38BPWR|4RCVC|578LWND|6RCR|9FEWX|aDMG
1005	21418 41481	   	166.36	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1AART|235VULN|3BPWR|4MBVNT|6RCR|7TLV|8SELL|9DUR|aCDMG
1006	21418 43481	   	166.36	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1AART|235VULN|3BPWR|4MBVNT|6RCR|7ERES|8SELL|9DUR|aCDMG
1007	21321 11335	   	166.32	DCR|4VULN|1AART|1ZMB	1AART|259aVULN|3ERES|4LIT|6ZMB|7DUST|8RCR
1008	21321 31354	   	166.32	DCR|4VULN|1AART|1ZMB	1AART|2567VULN|3ERES|4LIT|8RCR|9LEGI|aZMB
1009	21413 61423	   	166.32	DCR|4VULN|1AART|1ZMB	1AART|2369VULN|3BPWR|4MBVNT|5BELT|7NUKE|8RCR|aZMB
1010	33311 55152	   	166.32	DCR|3VULN|1AART|1DMG|1DUR	16DUST|25aVULN|3LEGI|4AART|7DUR|8RCR|9DMG
1011	21326 35323	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3ERES|4LIT|5DUR|6MLV|79DMG|8RCR|aCDMG
1012	21422 11563	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5ERES|69FEWX|7DUR|8RCR|aDMG
1013	21422 32553	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5ERES|6DUR|7LWND|8RCR|9RPLT|aDMG
1014	21422 61533	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5ERES|69LHND|7DUR|8RCR|aDMG
1015	21422 15523	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|23VULN|3BPWR|4CDMG|5ERES|6FEWX|7BEXP|8RCR|9ASPD|aDMG
1016	21535 23523	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|25VULN|3BEXP|4ERES|6LHND|7CDMG|8RCR|9ASPD|aDMG
1017	61315 52133	 * 	166.31	DCR|3VULN|2DMG|1FLTHEA	1ERES|2SNIHEL|3RMIN|46DMG|59aVULN|7RCR|8FLTHEA
1018	21245 21211	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|26VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aBEXP
1019	21245 21213	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|26VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aMGNSTR
1020	21245 21214	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|26VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aRPLT
1021	21245 21216	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|26VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aLIT
1022	21122 16125	   	166.29	ACR|3VULN|1AART|2ASPD|1ZMB	1AART|26aVULN|37ASPD|4LIT|5RCR|8DUST|9ZMB
1023	21213 23235	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3DLOT|4RCR|6DUR|79DUST|8ZMB|aDMG
1024	21215 43522	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUST|8ERES|9DUR|aDMG
1025	21215 33435	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|89DUST|aDMG
1026	21215 36372	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|29VULN|3DLOT|4RCR|5ZMB|6DUR|7MBVNT|8ERES|aDMG
1027	23266 41211	   	166.27	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1AART|2ASPD|3aCDMG|4FEWX|5ZMB|6aLWND|7RCR|8LHND|9aDMG|aBPWR
1028	23236 21211	   	166.27	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1AART|2aASPD|3CDMG|4aDUST|5ZMB|6LEGI|7RCR|8LHND|9aDMG|aBPWR
1029	23266 61322	   	166.27	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|29ASPD|3CDMG|4FEWX|5ZMB|6aVULN|7RCR|8VENICY
1030	12351 11611	   	166.23	DCR|3VULN|2AART|1DMG	1RCVC|267VULN|3CGEN|49AART|5BASICY|8DMG|aRCR
1031	21421 36513	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5MLV|6DUR|79DUST|8RCR|aDMG
1032	21442 11513	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|49DUST|5CGEN|6CDMG|7DUR|8RCR|aDMG
1033	21442 33513	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|49DUST|5CGEN|6DUR|7CDMG|8RCR|aDMG
1034	21551 15223	   	166.21	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2VULN|3BEXP|4CGEN|5RCR|69CDMG|7aDMG|8LHND
1035	21245 21212	   	166.20	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|26VULN|3DLOT|4ZMB|5CDMG|7ASPD|9RCR|aERES
1036	21418 42111	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RMIN|9LHND|aDMG
1037	21418 42161	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RMIN|9FEWX|aDMG
1038	21418 42311	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7aLWND|8RPLT|9DMG
1039	21418 42312	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9DMG|aLIT
1040	21418 42313	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9DMG|aLHND
1041	21418 42314	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9DMG|aCGEN
1042	21418 42316	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9DMG|aRCVC
1043	21418 42328	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9MLV|aDMG
1044	21418 44123	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RMIN|9MGNLIT|aDMG
1045	21418 44141	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RMIN|9FEWX|aDMG
1046	21418 44311	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9DMG|aLWND
1047	21418 44314	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9DMG|aCGEN
1048	21418 44316	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9DMG|aRCVC
1049	21418 44323	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9MLV|aDMG
1050	21418 44373	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9BEXP|aDMG
1051	21418 46111	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RMIN|9LHND|aDMG
1052	21418 46131	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RMIN|9LWND|aDMG
1053	21418 46311	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RPLT|9DMG|aLWND
1054	21418 46313	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RPLT|9DMG|aLHND
1055	21418 46314	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RPLT|9DMG|aCGEN
1056	21418 46323	   	166.18	DCR|3VULN|1AART|1DMG	1AART|235VULN|3BPWR|4MBVNT|6RCR|7BEXP|8RPLT|9MLV|aDMG
1057	21435 33315	   	166.18	DCR|3VULN|1AART|2CDMG	1AART|23aVULN|3BPWR|4RCVC|5LWND|6RCR|7RMIN|89CDMG
1058	21414 16821	 * 	166.17	4VULN|2AART|2DMG|2CDMG	18AART|239aVULN|3aBPWR|4MBVNT|5RMIN|6aCDMG|7aDMG
1059	23236 41211	   	166.17	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1AART|2ASPD|3aCDMG|4DUST|5ZMB|6aLWND|7RCR|8LHND|9aDMG|aBPWR
1060	24435 11322	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2LWND|3MGNLIT|4ASPD|5FEWX|68DMG|7RCR|9VULN|aZMB
1061	26435 11322	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2LHND|3MGNLIT|4ASPD|5FEWX|68DMG|7RCR|9VULN|aZMB
1062	23226 61332	   	166.17	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1AART|29ASPD|3CDMG|4LEGI|5ZMB|6aVULN|7RCR|8VENICY
1063	21211 55222	   	166.13	ACR|2VULN|2DMG|1AART	1AART|29VULN|3DLOT|4RCR|5RPLT|6aDMG|7RCVC|8LIT
1064	21213 11135	   	166.13	ACR|2VULN|2DMG|1AART	1AART|25VULN|3DLOT|4RCR|6LHND|7FEWX|8RCVC|9aDMG
1065	21213 11635	   	166.13	ACR|2VULN|2DMG|1AART	1AART|25VULN|3DLOT|4RCR|6LHND|78FEWX|9aDMG
1066	21213 43614	   	166.13	ACR|3VULN|1AART|2ZMB|1ASPD	1AART|25aVULN|3DLOT|4RCR|6aZMB|7LHND|8ASPD|9aCGEN|aBPWR
1067	12651 11611	   	166.13	DCR|3VULN|2AART|1DMG	1RCVC|267VULN|3TLV|49AART|5BASICY|8DMG|aRCR
1068	21416 21325	   	166.12	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|237VULN|3BPWR|4MBVNT|5LHND|6aASPD|8CDMG|9RCR
1069	21414 13138	   	166.12	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|23aVULN|3BPWR|4MBVNT|5RMIN|6CDMG|78ASPD|9RCR
1070	21362 14513	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3ERES|49DUST|5DUR|6CDMG|8RCR|aDMG
1071	21365 11513	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|25VULN|3ERES|49DUST|6CDMG|7DUR|8RCR|aDMG
1072	21365 33513	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|25VULN|3ERES|49DUST|6DUR|7CDMG|8RCR|aDMG
1073	21422 36513	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|23VULN|3BPWR|4CDMG|5ERES|6DUR|79DUST|8RCR|aDMG
1074	21551 14233	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1AART|27VULN|3BEXP|4CGEN|5RCR|69CDMG|8DUST|aDMG
1075	21551 15322	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2aVULN|3BEXP|4CGEN|5RCR|69CDMG|7DMG|8AIRHEA
