0	Index      	 *	Score 	Summary	Detail	
1	23361 31344	 * 	188.28	DCR|2VULN|2DMG|1AART|3ASPD	1AART|2aCGEN|3RMIN|4aDMG|589ASPD|6RCR|7aVULN|aBPWR
1020	51214 33132	   	161.19	ACR|2VULN|2AART|1DMG	1BEXP|2RCR|3FEWX|49VULN|5ERES|6DMG|7aAART|8RPLT
1021	23622 23426	   	161.18	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|2CGEN|3RCVC|4VULN|5DUR|6DMG|7TLV|8CDMG|9RCR
1022	51231 26221	   	161.16	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7CDMG|8aASPD|9ERES
1023	15612 62214	   	161.12	ACR|2AART|2VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4aAART|56VULN|7MBVNT|8BELT|9CDMG
1024	23522 42312	   	161.11	DCR|3VULN|2AART|1DUR	14AART|2CGEN|367VULN|5DUR|8RCR|9BELT|aRCVC
1025	23542 32312	   	161.11	DCR|3VULN|2AART|1DUR	16AART|2CGEN|357VULN|4DUR|8RCR|9BELT|aRCVC
1026	23523 32323	   	161.11	DCR|3VULN|2AART|1DUR	14AART|2CGEN|357VULN|6LHND|8RCR|9DUR|aRCVC
1027	51113 13255	   	161.09	ACR|2VULN|1AART|2CDMG|1DUR	189BEXP|2RCR|3TLV|4AART|59CDMG|6RCVC|79VULN|9BPWR|aDUR
1028	51211 36112	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15BEXP|2RCR|3FEWX|469VULN|7DMG|8CDMG|aDUR
1029	51311 36112	   	161.08	ACR|3VULN|1DMG|1CDMG|1DUR	15BEXP|2RCR|3LWND|469VULN|7DMG|8CDMG|aDUR
1030	22622 23426	   	161.08	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|2ERES|3RCVC|4VULN|5DUR|6DMG|7TLV|8CDMG|9RCR
1031	51131 31416	   	161.02	ACR|2VULN|2AART|1CDMG|1DUR	1BEXP|2RCR|34TLV|57VULN|6CDMG|8aAART|9DUR
1032	21333 35453	   	160.99	DCR|2DMG|1AART|1VULN|2CDMG	1AART|29TLV|3RMIN|49DMG|5VULN|67BEXP|89CDMG|9BPWR|aRCR
1033	26431 22413	   	160.98	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1AART|245LHND|3RCR|45BPWR|6ASPD|7VULN|8CDMG|9DUR|aDMG
1034	26433 42113	   	160.98	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1AART|24LHND|3RCR|4BPWR|5CDMG|6DMSP|7ASPD|8VULN|9DUR|aDMG
1035	51635 23211	   	160.97	ACR|2AART|2VULN|1ZMB|1DUR	1BEXP|2RCR|3DUR|45AART|6LIT|78VULN|9RMIN|aZMB
1036	51635 23222	   	160.97	ACR|2AART|2VULN|1ZMB|1DUR	1BEXP|2RCR|3DUR|45AART|6LIT|78VULN|9ZMB|aDMSP
1037	51635 23223	   	160.97	ACR|2AART|2VULN|1ZMB|1DUR	1BEXP|2RCR|3DUR|45AART|6LIT|78VULN|9ZMB|aRPLT
1038	51231 26243	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7aCDMG|8ASPD|9RMIN
1039	51231 26263	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7aCDMG|8ASPD|9LIT
1040	51231 26422	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|79CDMG|8DUR|aRPLT
1041	51631 12422	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|69CDMG|7LHND|8DMG|aRPLT
1042	51631 13152	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|68CDMG|7LIT|9LHND|aDMG
1043	51231 12421	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7LHND|8DMG|aASPD
1044	51231 15422	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7DUR|8DMG|aRPLT
1045	51231 36421	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6LHND|79CDMG|8DMG|aASPD
1046	51232 26622	   	160.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|79CDMG|8VULN|aRPLT
1047	26421 23232	   	160.94	ACR|3VULN|2DMG|1AART|1MSE	1AART|279LHND|3RCR|4MSE|59aVULN|69DMG|8BELT|9BPWR
1048	22642 33533	   	160.93	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	17AART|2ERES|3RCVC|4DMG|5DUR|6ZMB|8RCR|9LHND|aVULN
1049	23512 32342	   	160.90	DCR|2AART|2VULN|1CDMG|1DUR	16AART|2CGEN|37VULN|4RCVC|5DUR|8RCR|9LIT|aCDMG
1050	23514 32336	   	160.90	DCR|2AART|2VULN|1CDMG|1DUR	15AART|2CGEN|37VULN|4RCVC|6LHND|8RCR|9CDMG|aDUR
1051	52631 25111	   	160.90	ACR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CDMG|3RCVC|4RCR|56DMG|78RMIN|9AART|aVULN
1052	22524 42312	   	160.89	DCR|3AART|1VULN|1DMG|2DUR	145AART|2ERES|3VULN|6RCR|7aDUR|8DMG|9BEXP
1053	22524 42322	   	160.89	DCR|3AART|1VULN|1DMG|2DUR	145AART|2ERES|3VULN|6RCR|7aDUR|8DMG|9FEWX
1054	51231 12652	   	160.89	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|589VULN|6CDMG|7aLHND
1055	51231 12653	   	160.89	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|589VULN|6CDMG|7LHND|aRPLT
1056	51231 13226	   	160.89	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6CDMG|7LIT|9MLV
1057	51231 13266	   	160.89	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6CDMG|7LIT|9CGEN
1058	23512 23426	   	160.88	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|2CGEN|3VULN|4RCVC|5DUR|6DMG|7TLV|8CDMG|9RCR
1059	25322 42243	   	160.88	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	16AART|2CDMG|3LEGI|4RCVC|5VULN|7ASPD|8LIT|9RCR|aDMG
1060	25326 42123	   	160.88	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	16AART|2CDMG|3LEGI|4RCVC|5LHND|7ASPD|8VULN|9RCR|aDMG
1061	51113 22425	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3TLV|4AART|59CDMG|6VULN|7LHND|8DUR|aDMG
1062	51113 22463	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3TLV|4AART|5aCDMG|6VULN|7LHND|8DUR|9DMG
1063	51231 26121	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|79CDMG|8DUST|aASPD
1064	51231 26223	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|7aCDMG|8ASPD|9ERES
1065	51231 26423	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|6DMG|79CDMG|8DUR|aERES
1066	51631 12125	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|69CDMG|7LHND|8ERES|aDMG
1067	51631 12163	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6aCDMG|7LHND|8ERES|9DMG
1068	51631 12423	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|69CDMG|7LHND|8DMG|aERES
1069	51631 26122	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|79CDMG|8DUST|aRPLT
1070	51231 15126	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7DUR|8ERES|aDMG
1071	51231 15423	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7DUR|8DMG|aERES
1072	51232 26623	   	160.86	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6DMG|79CDMG|8VULN|aERES
1073	51522 11612	   	160.86	ACR|2VULN|2DMG|1CDMG	19BEXP|2RCR|3DMSP|4MLV|59DMG|67RCVC|89VULN|9BPWR|aCDMG
1074	51115 33431	 * 	160.85	ACR|3AART|2VULN|1CDMG	15BEXP|2RCR|3TLV|467AART|8aVULN|9CDMG
1075	22363 22162	   	160.81	DCR|2VULN|2DMG|1AART	1AART|28ERES|3RMIN|46DMG|57VULN|9RCR|aLHND
1076	22363 22164	   	160.81	DCR|2VULN|2DMG|1AART	1AART|28ERES|3RMIN|46DMG|57VULN|9RCR|aFEWX
1077	22363 22166	   	160.81	DCR|2VULN|2DMG|1AART	1AART|28ERES|3RMIN|46DMG|57VULN|9RCR|aBEXP
1078	52631 22611	   	160.80	ACR|2DMG|1AART|1VULN|1CDMG	18BEXP|2CDMG|3RCVC|4RCR|56DMG|7TLV|9AART|aVULN
1079	26432 31412	   	160.79	ACR|2VULN|1AART|1DMG|1DUR	1AART|24LHND|3RCR|4BPWR|5RCVC|6DUR|7aVULN|8BELT|9DMG
1080	51231 12623	   	160.79	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6CDMG|7LHND|9ERES
1081	51231 13236	   	160.79	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6CDMG|7LIT|9ERES
1082	51231 36623	   	160.79	ACR|3VULN|1AART|1CDMG	1BEXP|2RCR|3FEWX|4AART|58aVULN|6LHND|7CDMG|9ERES
1083	51235 22613	   	160.78	ACR|3AART|1VULN|1DMG|1ZMB	1BEXP|2RCR|3FEWX|458AART|6LIT|7VULN|9ZMB|aDMG
1084	16323 42315	   	160.78	DCR|3VULN|1AART|1DMG	1CGEN|2AART|3RMIN|4TLV|567VULN|8RCR|9BELT|aDMG
1085	16323 42353	   	160.78	DCR|3VULN|1AART|1DMG	19CGEN|2AART|3RMIN|4TLV|567VULN|8RCR|aDMG
1086	22512 23426	   	160.78	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|2ERES|3VULN|4RCVC|5DUR|6DMG|7TLV|8CDMG|9RCR
1087	15612 16313	   	160.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4AART|5aVULN|6BEXP|7CDMG|8RPLT|9ZMB
1088	51631 26123	   	160.76	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|6DMG|79CDMG|8DUST|aERES
1089	51152 11612	   	160.76	ACR|2VULN|2DMG|1CDMG	19BEXP|2RCR|3TLV|4DMSP|59DMG|67RCVC|89VULN|9BPWR|aCDMG
1090	21563 22162	   	160.71	DCR|2VULN|2DMG|1AART	1AART|2TLV|38ERES|46DMG|57VULN|9RCR|aLHND
1091	22363 22161	   	160.71	DCR|2VULN|2DMG|1AART	1AART|28ERES|3RMIN|46DMG|57VULN|9RCR|aDUST
1092	22363 22165	   	160.71	DCR|2VULN|2DMG|1AART	1AART|28ERES|3RMIN|46DMG|57VULN|9RCR|aTLV
1093	23624 32315	   	160.68	DCR|2AART|2VULN|1DMG	15AART|2CGEN|3RCVC|47VULN|6LHND|8RCR|9BELT|aDMG
1094	15611 23225	   	160.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4AART|5NUKE|6LIT|78VULN|9ZMB|aCDMG
1095	51132 11612	   	160.66	ACR|2VULN|2DMG|1CDMG	19BEXP|2RCR|34TLV|59DMG|67RCVC|89VULN|9BPWR|aCDMG
1096	51124 23241	   	160.65	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2RCR|3TLV|4LIT|5ERES|68VULN|7AART|9DMG|aZMB
1097	53351 36112	   	160.63	DCR|2AART|1DMG|1VULN|1ZMB|1DUR	1BEXP|2LSRICY|3ZMB|47AART|5DMG|6RCR|8LHND|9DUR|aVULN
1098	53351 36213	   	160.63	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1BEXP|2LSRICY|3ZMB|47AART|5DMG|6RCR|8RPLT|9ASPD|aVULN
1099	21563 22161	   	160.61	DCR|2VULN|2DMG|1AART	1AART|2TLV|38ERES|46DMG|57VULN|9RCR|aDUST
1100	16622 32342	   	160.60	DCR|2AART|2VULN|1CDMG|1DUR	1CGEN|26AART|3RCVC|47VULN|5DUR|8RCR|9LIT|aCDMG
1101	42351 35211	   	160.57	DCR|3VULN|1AART|2ASPD|1ZMB	1RPLT|2AART|357VULN|47LSRHEA|67ASPD|7BPWR|8FEWX|9ZMB|aRCR
1102	42351 35311	   	160.57	DCR|3VULN|1AART|2ASPD|1ZMB	1RPLT|2AART|357VULN|47LSRHEA|67ASPD|7BPWR|8BEXP|9ZMB|aRCR
1103	23361 31121	   	160.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|28CGEN|3RMIN|4DMG|5ASPD|6RCR|7VULN|9CDMG|aDUR
1104	23361 32161	   	160.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG|aDUR
1105	23361 32416	   	160.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7LIT|8CDMG|9DUR|aVULN
1106	31631 66312	   	160.52	ACR|2VULN|2DMG|1AART|2DUR|2MSE	1aMSE|2RCR|37DUR|4AART|5aVULN|6RCVC|8BELT|9aDMG|aBPWR
1107	31632 61312	   	160.52	ACR|2VULN|2DMG|1AART|2DUR|2MSE	1aMSE|2RCR|35DUR|4AART|6RCVC|7aVULN|8BELT|9aDMG|aBPWR
1108	16522 42312	   	160.51	DCR|3VULN|2AART|1DUR	1CGEN|24AART|367VULN|5DUR|8RCR|9BELT|aRCVC
1109	16542 32312	   	160.51	DCR|3VULN|2AART|1DUR	1CGEN|26AART|357VULN|4DUR|8RCR|9BELT|aRCVC
1110	16523 32323	   	160.51	DCR|3VULN|2AART|1DUR	1CGEN|24AART|357VULN|6LHND|8RCR|9DUR|aRCVC
1111	22624 21521	   	160.48	DCR|2AART|2VULN|1DMG	15AART|27ERES|3RCVC|4aVULN|6DMG|8RCR|9LHND
1112	21331 32136	   	160.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9DUR|aCDMG
1113	21331 32161	   	160.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG|aDUR
1114	22361 31243	   	160.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|7VULN|8LWND|9DUR|aCDMG
1115	22361 32161	   	160.47	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG|aDUR
1116	21331 32416	   	160.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7LIT|8CDMG|9DUR|aVULN
1117	22361 32416	   	160.47	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|7LIT|8CDMG|9DUR|aVULN
1118	51112 61213	   	160.39	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2RCR|3TLV|4AART|56VULN|7FEWX|8RCVC|9DUR|aDMG
1119	23514 32315	   	160.38	DCR|2AART|2VULN|1DMG	15AART|2CGEN|37VULN|4RCVC|6LHND|8RCR|9BELT|aDMG
1120	22624 21511	   	160.38	DCR|2AART|2VULN|1DMG	15AART|279ERES|3RCVC|4aVULN|6DMG|8RCR
1121	22624 21533	   	160.38	DCR|2AART|2DMG|1VULN	15AART|27ERES|3RCVC|4VULN|6aDMG|8RCR|9TLV
1122	21561 31243	   	160.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2TLV|3ERES|4DMG|5ASPD|6RCR|7VULN|8LWND|9DUR|aCDMG
1123	21561 32161	   	160.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2TLV|3ERES|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG|aDUR
1124	25622 22133	   	160.31	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2CDMG|3LWND|4RCVC|568VULN|7ASPD|9BEXP|aRCR
1125	16512 32342	   	160.30	DCR|2AART|2VULN|1CDMG|1DUR	1CGEN|26AART|37VULN|4RCVC|5DUR|8RCR|9LIT|aCDMG
1126	23522 62342	   	160.30	DCR|2AART|2VULN|1CDMG|1DUR	14AART|2CGEN|37VULN|5DUR|6RCVC|8RCR|9LIT|aCDMG
1127	23623 12313	   	160.30	DCR|4VULN|1AART	1AART|2CGEN|39RCVC|457aVULN|6DUST|8RCR
1128	25534 43418	   	160.27	DCR|2VULN|1AART|3CDMG|1ZMB	1AART|268CDMG|3FEWX|4MBVNT|58ERES|78VULN|8BPWR|9RCR|aZMB
1129	51211 33541	   	160.25	ACR|2VULN|1AART|1DMG|1ZMB	15BEXP|2RCR|3FEWX|46VULN|7LIT|8AART|9DMG|aZMB
1130	51311 33541	   	160.25	ACR|2VULN|1AART|1DMG|1ZMB	15BEXP|2RCR|3LWND|46VULN|7LIT|8AART|9DMG|aZMB
1131	23361 31322	   	160.24	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|7VULN|9CDMG|aMLV
1132	23361 31324	   	160.24	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1AART|2CGEN|3aRMIN|4DMG|58ASPD|6RCR|7VULN|9CDMG
1133	23361 31325	   	160.24	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|7VULN|9CDMG|aLHND
1134	23361 35326	   	160.24	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|7LWND|9CDMG|aVULN
1135	23522 35331	   	160.24	DCR|3AART|1VULN|1DMG|1ASPD|1DUR	146AART|2aCGEN|3VULN|5DUR|7RCR|8DMG|9ASPD
1136	23522 35335	   	160.24	DCR|3AART|1VULN|1DMG|1ASPD|1DUR	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9ASPD|aBEXP
1137	25322 22133	   	160.21	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2CDMG|3LEGI|4RCVC|568VULN|7ASPD|9BEXP|aRCR
1138	25322 22144	   	160.21	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2CDMG|3LEGI|4RCVC|568VULN|7ASPD|9FEWX|aRCR
1139	22522 42213	   	160.20	DCR|3VULN|2AART|2DUR	14AART|2ERES|367VULN|59DUR|8RPLT|aRCR
1140	22542 32213	   	160.20	DCR|3VULN|2AART|2DUR	16AART|2ERES|357VULN|49DUR|8RPLT|aRCR
1141	25622 13243	   	160.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LWND|4RCVC|57VULN|6RMIN|8LIT|9RCR|aDMG
1142	22514 21521	   	160.18	DCR|2AART|2VULN|1DMG	15AART|27ERES|3aVULN|4RCVC|6DMG|8RCR|9LHND
1143	25234 43418	   	160.17	DCR|2VULN|1AART|3CDMG|1ZMB	1AART|268CDMG|3DUST|4MBVNT|58ERES|78VULN|8BPWR|9RCR|aZMB
1144	23361 31323	   	160.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|7VULN|9CDMG|aERES
1145	23522 35333	   	160.14	DCR|3AART|1VULN|1DMG|1DUR|1ASPD	146AART|2CGEN|3VULN|5DUR|7RCR|8DMG|9ASPD|aERES
1146	26324 25332	   	160.14	DCR|3AART|1VULN|1DMG|1DUR|1ASPD	145AART|2LHND|3ERES|6DMG|7RCR|8VULN|9ASPD|aDUR
1147	25531 21483	   	160.10	DCR|2AART|2VULN|1CDMG|1DUR	18AART|2CDMG|3FEWX|4MBVNT|5BEXP|6aVULN|7RCR|9DUR
1148	25321 16243	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LEGI|4RCVC|5LIT|67VULN|8MLV|9RCR|aDMG
1149	25322 13243	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LEGI|4RCVC|57VULN|6RMIN|8LIT|9RCR|aDMG
1150	25322 26243	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LEGI|4RCVC|56VULN|7CGEN|8LIT|9RCR|aDMG
1151	25622 12623	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LWND|4RCVC|58VULN|6RMIN|7DUST|9RCR|aDMG
1152	25622 23243	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LWND|4RCVC|56VULN|7ERES|8LIT|9RCR|aDMG
1153	22514 21511	   	160.08	DCR|2AART|2VULN|1DMG	15AART|279ERES|3aVULN|4RCVC|6DMG|8RCR
1154	22514 21533	   	160.08	DCR|2AART|2DMG|1VULN	15AART|27ERES|3VULN|4RCVC|6aDMG|8RCR|9TLV
1155	23642 33513	   	160.03	DCR|2AART|2DMG|1ZMB|1DUR	17AART|2CGEN|39RCVC|4aDMG|5DUR|6ZMB|8RCR
1156	25222 26314	   	160.00	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	1AART|25CDMG|3DUST|49DUR|67VULN|8ASPD|aRCR
1157	23513 12313	   	160.00	DCR|4VULN|1AART	1AART|2CGEN|357aVULN|49RCVC|6DUST|8RCR
1158	25322 12623	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LEGI|4RCVC|58VULN|6RMIN|7DUST|9RCR|aDMG
1159	25322 23243	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3LEGI|4RCVC|56VULN|7ERES|8LIT|9RCR|aDMG
1160	16361 31121	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	18CGEN|2AART|3RMIN|4DMG|5ASPD|6RCR|7VULN|9CDMG|aDUR
1161	16361 32161	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2AART|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG|aDUR
1162	51631 26333	   	159.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|2RCR|3aDUR|4AART|5VULN|6DMG|7CDMG|8RPLT|9FEWX
1163	51232 15316	   	159.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|2RCR|3FEWX|4AART|57DUR|6CDMG|8CGEN|9VULN|aDMG
1164	23361 32453	   	159.94	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7LIT|89CDMG|aVULN
1165	21642 33513	   	159.93	DCR|2AART|2DMG|1ZMB|1DUR	17AART|2TLV|39RCVC|4aDMG|5DUR|6ZMB|8RCR
1166	22642 33513	   	159.93	DCR|2AART|2DMG|1ZMB|1DUR	17AART|2ERES|39RCVC|4aDMG|5DUR|6ZMB|8RCR
1167	42151 53321	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RPLT|2AART|3LWND|4CANHEL|5VULN|6RCR|7DMG|8CDMG|9ASPD|aDUR
1168	42231 53321	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RPLT|2AART|3BASICY|4LWND|5VULN|6RCR|7DMG|8CDMG|9ASPD|aDUR
1169	66331 32136	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2AART|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9DUR|aCDMG
1170	66331 32161	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2AART|3RMIN|4DMG|5ASPD|6RCR|7LIT|8VULN|9CDMG|aDUR
1171	51113 22462	   	159.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|2RCR|3TLV|4AART|5CDMG|6VULN|7LHND|8aDUR|9DMG
1172	51631 12162	   	159.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1BEXP|2RCR|3aDUR|4AART|5VULN|6CDMG|7LHND|8ERES|9DMG
1173	21331 32453	   	159.84	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7LIT|89CDMG|aVULN
1174	25342 22314	   	159.84	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14AART|2CDMG|3LEGI|56VULN|7ASPD|8CGEN|9DUR|aRCR
1175	56111 11613	   	159.81	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCVC|3ASPD|4DUR|59VULN|6FEWX|7AART|8RCR|aDMG
1176	23522 42313	   	159.80	DCR|3VULN|2AART|1DUR	14AART|2aCGEN|367VULN|5DUR|8RCR|9BELT
1177	23522 42314	   	159.80	DCR|3VULN|2AART|1DUR	14AART|2CGEN|367VULN|5DUR|8RCR|9BELT|aFEWX
1178	23522 42332	   	159.80	DCR|3VULN|2AART|1DUR	14AART|2CGEN|367VULN|5DUR|8RCR|9MLV|aLHND
1179	23522 42334	   	159.80	DCR|3VULN|2AART|1DUR	14AART|2CGEN|367VULN|5DUR|8RCR|9MLV|aFEWX
1180	23522 42343	   	159.80	DCR|3VULN|2AART|1DUR	14AART|2CGEN|367VULN|5DUR|8RCR|9LIT|aBELT
1181	23522 42352	   	159.80	DCR|3VULN|2AART|1DUR	14AART|29CGEN|367VULN|5DUR|8RCR|aLHND
1182	23542 32313	   	159.80	DCR|3VULN|2AART|1DUR	16AART|2aCGEN|357VULN|4DUR|8RCR|9BELT
1183	23542 32314	   	159.80	DCR|3VULN|2AART|1DUR	16AART|2CGEN|357VULN|4DUR|8RCR|9BELT|aFEWX
1184	23542 32332	   	159.80	DCR|3VULN|2AART|1DUR	16AART|2CGEN|357VULN|4DUR|8RCR|9MLV|aLHND
