0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
991	31132 24265	   	149.49	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1DUST|2DUR|3AART|4BEXP|57VULN|6ASPD|8CDMG|9RCR|aERES
992	13552 33153	 * 	149.48	DCR|4VULN|3ASPD	139LWND|236ASPD|369BPWR|4DMSP|569aVULN|7RCR|8RPLT
993	41132 52126	   	149.46	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3VULN|4LEGI|59DMG|6ERES|7AART|8RMIN|aRCR
994	41132 52326	   	149.46	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3VULN|4LEGI|59DMG|6ERES|7AART|8CGEN|aRCR
995	55433 23133	   	149.45	ACR|2VULN|1AART|1DMG	1ERES|2DMG|3RCVC|4RCR|5AART|6FEWX|7aVULN|8DUST|9RMIN
996	41112 52632	 * 	149.44	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	128DUR|3VULN|4BEXP|5DMG|6ERES|7AART|9CDMG|aRCR
997	41223 22263	 * 	149.42	DCR|2DMG|1VULN|3DUR|1CDMG	12aDUR|3RMIN|4aLWND|5CDMG|6NUKE|7RCR|8VULN|9aDMG|aBPWR
998	42523 22263	   	149.42	DCR|2DMG|1VULN|3DUR|1CDMG	13aDUR|2RMIN|3aBPWR|4aLWND|5CDMG|6NUKE|7RCR|8VULN|9aDMG
999	11513 23485	   	149.41	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9ASPD|aCDMG
1000	61164 32232	   	149.33	DCR|2VULN|1DMG|2CDMG|1ASPD	1CGEN|28CDMG|3FEWX|4DMG|5RCVC|69VULN|7RCR|aASPD
1001	51323 11416	 * 	149.32	DCR|2AART|1VULN|2CDMG|2DUR	1ERES|23CDMG|4RPLT|57AART|69DUR|8RCR|aVULN
1002	11513 55233	   	149.27	ACR|3VULN|1AART|2DUR	1LWND|2aDUR|347VULN|5RCR|6LIT|8FEWX|9AART
1003	11151 63251	   	149.26	DCR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|3AART|48VULN|5TLV|6BEXP|78LIT|8BPWR|9RCR|aDMG
1004	11153 33251	   	149.26	DCR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|3AART|48VULN|5FEWX|6ERES|78LIT|8BPWR|9RCR|aDMG
1005	21151 23251	   	149.26	DCR|2VULN|1AART|1DMG|1DUR	18FEWX|2DUR|3AART|48VULN|5TLV|6LIT|78LWND|8BPWR|9RCR|aDMG
1006	11152 13246	   	149.19	DCR|3VULN|1AART|1DUR|1ASPD	1LWND|2DUR|3AART|457VULN|6CGEN|8ASPD|9ERES|aRCR
1007	21152 13246	   	149.19	DCR|3VULN|1AART|1DUR|1ASPD	1FEWX|2DUR|3AART|457VULN|6CGEN|8ASPD|9ERES|aRCR
1008	11513 32478	   	149.17	ACR|3VULN|1AART|2DUR	1LWND|2aDUR|348VULN|5RCR|6LHND|7MBVNT|9AART
1009	31513 22143	   	149.17	ACR|3VULN|1AART|2DUR	1aDUST|2aDUR|34aVULN|5RCR|6MBVNT|78RPLT|9AART|aBPWR
1010	11151 43251	   	149.16	DCR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|3AART|48VULN|5TLV|6DUST|78LIT|8BPWR|9RCR|aDMG
1011	21513 24353	   	149.13	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7FLTHEA|8LIT|9DMG|aZMB
1012	26521 34223	   	149.13	DCR|3VULN|1DMG|1CDMG	12aFEWX|3CDMG|49aVULN|5DMG|6LWND|7RCR|8aBEXP|aBPWR
1013	41133 32476	   	149.07	ACR|3VULN|1AART|2DUR	12DUR|38aVULN|4LEGI|5RCR|6LHND|7MBVNT|9AART
1014	11121 26235	 * 	149.07	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	1LWND|2DUR|36AART|4CDMG|5CGEN|7DMG|89ZMB|aRCR
1015	11553 24211	   	149.06	ACR|2VULN|1AART|1CDMG|2DUR	19LWND|2aDUR|37VULN|4CGEN|5RCR|6AART|8CDMG
1016	11151 25251	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|3AART|48VULN|5TLV|6LIT|78DUST|8BPWR|9RCR|aDMG
1017	21151 25251	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	18FEWX|2DUR|3AART|48VULN|5TLV|6LIT|78DUST|8BPWR|9RCR|aDMG
1018	31151 23251	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	18DUST|2DUR|3AART|48VULN|5TLV|6LIT|78LWND|8BPWR|9RCR|aDMG
1019	31151 53251	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	18DUST|2DUR|3AART|48VULN|5TLV|6LWND|78LIT|8BPWR|9RCR|aDMG
1020	31152 21643	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|45VULN|6BEXP|7LWND|8LHND|9RCR|aDMG
1021	31152 51343	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|45VULN|6LHND|7LWND|8BEXP|9RCR|aDMG
1022	31156 33251	   	149.06	DCR|2VULN|1AART|1DMG|1DUR	18DUST|2DUR|3AART|48VULN|5LWND|6ERES|78LIT|8BPWR|9RCR|aDMG
1023	63134 22433	   	149.04	ACR|2VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3aVULN|4DMSP|5RCR|6RCVC|7TLV|8AART|9CDMG
1024	63113 21485	   	149.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7RMIN|8AART|9DMG|aCDMG
1025	63113 21428	   	149.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7RMIN|8AART|9CDMG|aDMG
1026	21513 36233	   	148.98	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aBEXP
1027	21513 36234	   	148.98	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aLIT
1028	21513 36236	   	148.98	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aCGEN
1029	11126 26235	   	148.97	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR	1LWND|2DUR|36AART|4CDMG|5TLV|7DMG|89ZMB|aRCR
1030	16121 31363	   	148.97	DCR|3VULN|1AART|1CDMG	1LWND|2FEWX|3AART|4CDMG|5CGEN|678VULN|9LSRHEA|aRCR
1031	16122 35363	   	148.97	DCR|3VULN|1AART|1CDMG	1LWND|2FEWX|3AART|4CDMG|568VULN|7CGEN|9LSRHEA|aRCR
1032	11122 24176	   	148.96	DCR|2VULN|1AART|2CDMG|1DUR	1LWND|2DUR|3AART|46CDMG|5aVULN|7MBVNT|8CGEN|9RCR
1033	43151 31334	   	148.93	DCR|2AART|1VULN|1DMG|1DUR	1DUR|2CANSTR|3VULN|4LIT|5ERES|6RCR|79AART|8DMG|aRCVC
1034	13552 33531	 * 	148.93	DCR|3VULN|3ASPD|1CDMG	13LWND|236ASPD|36BPWR|4DMSP|568VULN|7RCR|9CGEN|aCDMG
1035	26521 34133	   	148.93	DCR|3VULN|1DMG|1CDMG	12FEWX|3CDMG|49aVULN|5DMG|6LWND|7RCR|8LIT
1036	65611 23333	 * 	148.93	DCR|3DMG|1VULN|1CDMG	13CGEN|235DMG|3BPWR|4ERES|6BEXP|7RCR|8LWND|9VULN|aCDMG
1037	53113 21435	   	148.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7RMIN|8AART|9DMG|aCDMG
1038	53113 23435	   	148.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7CGEN|8AART|9DMG|aCDMG
1039	11513 33264	   	148.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2DUR|34VULN|5RCR|6LHND|7MLV|8ASPD|9AART|aCDMG
1040	21513 33264	   	148.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1FEWX|2DUR|34VULN|5RCR|6LHND|7MLV|8ASPD|9AART|aCDMG
1041	11513 21431	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7RMIN|8AART|9LIT|aDMG
1042	11513 23431	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9LIT|aDMG
1043	11513 23468	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9LHND|aDMG
1044	11513 32223	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9BEXP|aDMG
1045	11513 32233	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aFEWX
1046	11513 32234	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aRPLT
1047	11513 32235	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aLIT
1048	11513 32237	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aCGEN
1049	11513 32238	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aBEXP
1050	11513 34263	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7BEXP|8AART|9DUST|aDMG
1051	11553 63431	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|37VULN|4CGEN|5RCR|6MBVNT|8AART|9LIT|aDMG
1052	21513 23431	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9LIT|aDMG
1053	21513 27232	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aLHND
1054	21513 27233	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aBEXP
1055	21513 27235	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aLIT
1056	21513 27236	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aDMSP
1057	21513 27238	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aBELT
1058	21513 32232	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6aLHND|7MBVNT|8AART|9DMG
1059	21513 32234	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aRMIN
1060	21513 32235	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aLIT
1061	21513 32236	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aDMSP
1062	21513 32238	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aBELT
1063	21513 36231	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aTLV
1064	21513 36232	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aLEGI
1065	21553 63431	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|37VULN|4CGEN|5RCR|6MBVNT|8AART|9LIT|aDMG
1066	31513 34233	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7BEXP|8AART|9LWND|aDMG
1067	31513 36223	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9BEXP|aDMG
1068	31513 36233	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aFEWX
1069	31513 36234	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aLIT
1070	31513 36236	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aCGEN
1071	35513 36213	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5RCR|6LHND|7LWND|8AART|9DUR|aDMG
1072	46513 23431	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6MBVNT|7CGEN|8AART|9LIT|aDMG
1073	46513 32232	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6aLHND|7MBVNT|8AART|9DMG
1074	46513 32234	   	148.88	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aRMIN
1075	16122 31663	   	148.87	DCR|3VULN|1AART|1CDMG	1LWND|2FEWX|3AART|4CDMG|567VULN|8TLV|9LSRHEA|aRCR
1076	31122 34177	   	148.86	DCR|2VULN|1AART|2CDMG|1DUR	1DUST|2DUR|3AART|4aCDMG|56VULN|7MBVNT|8CGEN|9RCR
1077	13216 32522	 * 	148.85	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	1LWND|26ASPD|3DUST|4DUR|56DMG|6BPWR|7AART|8RPLT|9ZMB|aRCR
1078	33516 32522	   	148.85	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	1DUST|26ASPD|3LWND|4DUR|56DMG|6BPWR|7AART|8RPLT|9ZMB|aRCR
1079	63113 34235	   	148.84	ACR|3VULN|1AART|1ZMB	19CGEN|2ZMB|39aVULN|4BEXP|5RCR|6LHND|79FEWX|8AART|9BPWR
1080	63113 36235	   	148.84	ACR|3VULN|1AART|1ZMB	19CGEN|2ZMB|39aVULN|4BEXP|5RCR|6LHND|79LWND|8AART|9BPWR
1081	21431 63121	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	14FEWX|2DUR|3DMG|5BEXP|69VULN|7ZMB|8RCR|aCDMG
1082	21431 63152	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	14FEWX|2DUR|3DMG|5BEXP|6aVULN|7ZMB|8RCR|9CDMG
1083	21432 63152	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	14FEWX|2DUR|3DMG|5LWND|6aVULN|7ZMB|8RCR|9CDMG
1084	21441 63121	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3DMG|4DMSP|5BEXP|69VULN|7ZMB|8RCR|aCDMG
1085	11512 23121	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9DMSP|aCDMG
1086	11512 23151	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aMLV
1087	11512 23156	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aCGEN
1088	21512 23131	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	19FEWX|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|aCDMG
1089	21512 23151	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aMLV
1090	26412 63121	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	12FEWX|3DUR|4BEXP|5DMG|69VULN|7ZMB|8RCR|aCDMG
1091	42612 63121	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2RMIN|3CGEN|4BEXP|5DMG|69VULN|7ZMB|8RCR|aCDMG
1092	46512 23131	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|29FEWX|34VULN|5DMG|6BEXP|7ZMB|8RCR|aCDMG
1093	33414 11622	 * 	148.81	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	136DUST|26ASPD|4RMIN|5RCR|6BPWR|7ZMB|8AART|9VULN|aDMG
1094	11513 23275	   	148.81	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8ASPD|9AART|aCDMG
1095	31513 33264	   	148.81	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1DUST|2DUR|34VULN|5RCR|6LHND|7MLV|8ASPD|9AART|aCDMG
1096	53433 12511	   	148.78	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB	1ERES|2ZMB|3RCVC|4RCR|5AART|6aDUR|7CGEN|8CDMG|9VULN
1097	53433 15133	   	148.78	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB	1ERES|2ZMB|3RCVC|4RCR|5AART|67DUR|8CGEN|9CDMG|aVULN
1098	11513 25243	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7BEXP|8AART|9DUST|aDMG
1099	11513 32231	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aTLV
1100	11513 32232	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aLEGI
1101	11513 32273	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DUST|aDMG
1102	11513 42243	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6BEXP|7MBVNT|8AART|9DUST|aDMG
1103	11553 12238	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1LWND|2DUR|3VULN|4CGEN|5RCR|6TLV|7MBVNT|8AART|9aDMG
1104	21513 23427	 * 	148.78	ACR|2VULN|1AART|2CDMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9aCDMG
1105	21513 27231	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aTLV
1106	21513 27234	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aVENICY
1107	21513 32231	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aTLV
1108	21513 32237	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aVENICY
1109	31513 23431	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9LIT|aDMG
1110	31513 27223	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9BEXP|aDMG
1111	31513 27232	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aLHND
1112	31513 27233	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aFEWX
1113	31513 27235	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aLIT
1114	31513 27236	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aDMSP
1115	31513 27238	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aBELT
1116	31513 32223	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9BEXP|aDMG
1117	31513 32232	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6aLHND|7MBVNT|8AART|9DMG
1118	31513 32234	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aRMIN
1119	31513 32235	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aLIT
1120	31513 32236	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aDMSP
1121	31513 32238	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aBELT
1122	31513 36231	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aTLV
1123	31513 36232	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7LWND|8AART|9DMG|aLEGI
1124	31553 63431	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|37VULN|4CGEN|5RCR|6MBVNT|8AART|9LIT|aDMG
1125	35513 27213	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5RCR|6MBVNT|7LWND|8AART|9DUR|aDMG
1126	35513 32213	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5RCR|6LHND|7MBVNT|8AART|9DUR|aDMG
1127	46513 32231	   	148.78	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aTLV
1128	14552 33221	   	148.74	DCR|2VULN|3ZMB|1CDMG|1ASPD	13LWND|236ZMB|36BPWR|49DMSP|56VULN|7RCR|8ASPD|aCDMG
1129	11521 21362	   	148.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|29DUR|3VULN|4MGNLIT|5RMIN|6DMG|7CDMG|8RCR|aAART
1130	11512 43121	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6DUST|7ZMB|8RCR|9DMSP|aCDMG
1131	11512 43151	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6DUST|7ZMB|8RCR|9CDMG|aMLV
1132	21512 43131	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	19FEWX|2DUR|34VULN|5DMG|6DUST|7ZMB|8RCR|aCDMG
1133	21512 43151	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5DMG|6DUST|7ZMB|8RCR|9CDMG|aMLV
1134	31512 23151	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aMLV
1135	42112 63121	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2RMIN|3TLV|4BEXP|5DMG|69VULN|7ZMB|8RCR|aCDMG
1136	42112 63152	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2RMIN|3TLV|4BEXP|5DMG|6aVULN|7ZMB|8RCR|9CDMG
1137	42632 63121	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2RMIN|3CGEN|4LEGI|5DMG|69VULN|7ZMB|8RCR|aCDMG
1138	43133 21343	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CANSTR|3aVULN|4LHND|5ZMB|6DMG|7CDMG|8RCR|9FEWX
1139	11512 23153	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aTLV
1140	11512 23155	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aERES
1141	21512 23153	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aTLV
1142	13514 13131	 * 	148.71	ACR|2VULN|3ASPD|2CDMG|1ZMB	136LWND|236ASPD|369BPWR|4RMIN|5RCR|79VULN|89CDMG|aZMB
1143	23514 13131	   	148.71	ACR|2VULN|3ASPD|2CDMG|1ZMB	136FEWX|236ASPD|369BPWR|4RMIN|5RCR|79VULN|89CDMG|aZMB
1144	31513 23427	   	148.68	ACR|2VULN|1AART|2CDMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8AART|9aCDMG
1145	31513 27231	   	148.68	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aTLV
1146	31513 27234	   	148.68	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7LWND|8AART|9DMG|aVENICY
1147	31513 32231	   	148.68	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aTLV
1148	31513 32237	   	148.68	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5RCR|6LHND|7MBVNT|8AART|9DMG|aVENICY
1149	51165 22131	 * 	148.68	ACR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|4aDMG|5RCR|69VULN|7TLV|8LIT
1150	21513 31536	 * 	148.68	ACR|3VULN|2ZMB|1CDMG|1DUR	1FEWX|2DUR|348VULN|5RCR|6LHND|79ZMB|aCDMG
