0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
926	13122 35614	   	166.39	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9ERES|aDUST
927	11223 57135	   	166.39	ACR|2VULN|3CDMG|2FLTHEA|1ZMB|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9LHND|aZMB
928	11211 22365	   	166.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2DUR|3RCR|4MLV|5AART|6DUST|7aVULN|8ZMB
929	11261 12365	   	166.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2DUR|3RCR|4TLV|5AART|6LWND|7aVULN|8ZMB
930	42124 13632	   	166.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|2RCR|3aVULN|4ZMB|5ERES|68CDMG|7LWND|9AART
931	42114 52211	   	166.38	ACR|3VULN|1DMG|1CDMG|2DUR	15DUR|2RCR|39aVULN|4MGNLIT|6LIT|7CDMG|8DMG
932	11261 61342	   	166.37	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|57AART|6DMG|89RCVC|aVULN
933	21126 32131	   	166.34	DCR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1LWND|2VULN|3TLV|4aASPD|5CDMG|6RCR|7ZMB|8DMG|9AART
934	21326 32131	   	166.34	DCR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1LWND|2VULN|3ERES|4aASPD|5CDMG|6RCR|7ZMB|8DMG|9AART
935	52122 13253	   	166.34	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1LHND|2RCR|3VULN|4ZMB|5LIT|69DUR|7DMG|8aAART
936	42122 43253	   	166.34	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	19DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|7DMG|8aAART
937	15212 13112	   	166.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|25FEWX|3RCR|45MLV|5BPWR|69VULN|7DUR|8DMG|aAART
938	22133 66622	   	166.33	ACR|2VULN|2DMG|1AART	17LWND|2RCR|37VULN|4LHND|5CGEN|67DMG|7BPWR|8ERES|9AART|aMLV
939	22133 66623	   	166.33	ACR|2VULN|2DMG|1AART	17LWND|2RCR|37VULN|4LHND|5aCGEN|67DMG|7BPWR|8ERES|9AART
940	22135 33522	   	166.33	ACR|2VULN|2DMG|1AART	18LWND|2RCR|38VULN|4LHND|5MLV|6RPLT|78DMG|8BPWR|9AART|aSNIHEL
941	22135 33525	   	166.33	ACR|2VULN|2DMG|1AART	18LWND|2RCR|38VULN|4LHND|5MLV|6RPLT|78DMG|8BPWR|9AART|aDUST
942	11161 21422	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3LHND|4DMG|5AART|6DUST|7RCR|8DMSP|9aVULN
943	11161 21613	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3LHND|4DMG|5AART|6DUST|7RCR|8BELT|9aVULN
944	21126 33133	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3TLV|4ASPD|5CDMG|6RCR|7CGEN|8DMG|9AART
945	21326 33133	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ERES|4ASPD|5CDMG|6RCR|7CGEN|8DMG|9AART
946	21111 23664	   	166.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3TLV|4RCR|5RCVC|6AART|79DMG|8DUR|aZMB
947	21311 23664	   	166.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3ERES|4RCR|5RCVC|6AART|79DMG|8DUR|aZMB
948	11223 57111	   	166.29	ACR|2VULN|3CDMG|2FLTHEA|1ZMB|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9ERES|aZMB
949	11261 22365	   	166.29	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2DUR|3RCR|4TLV|5AART|6DUST|7aVULN|8ZMB
950	12642 25231	   	166.25	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2RCVC|36DUR|4RCR|5VULN|7LWND|8ZMB|9DMG|aAART
951	11213 34111	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|57LWND|69VULN|8DMG|aAART
952	11215 24111	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|59VULN|67LWND|8DMG|aAART
953	11215 42111	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|46MLV|59VULN|7LWND|8DMG|aAART
954	11215 52111	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|59VULN|6DMSP|7LWND|8DMG|aAART
955	11245 24111	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4RMIN|59VULN|67LWND|8DMG|aAART
956	15215 31112	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|27FEWX|3RCR|4MLV|59VULN|6DUR|8DMG|aAART
957	15215 43112	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2FEWX|3RCR|46MLV|59VULN|7DUR|8DMG|aAART
958	15215 53112	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2FEWX|3RCR|4MLV|59VULN|6DMSP|7DUR|8DMG|aAART
959	15255 13112	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2FEWX|3RCR|4DMSP|5CGEN|69VULN|7DUR|8DMG|aAART
960	22133 66621	   	166.23	ACR|2VULN|2DMG|1AART	17LWND|2RCR|37VULN|4LHND|5CGEN|67DMG|7BPWR|8ERES|9AART|aNUKE
961	13526 23632	   	166.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3aVULN|4DMG|5RCVC|6AART|7LWND|8RCR|9DUR
962	21225 43613	 * 	166.17	DCR|4VULN|2DMG	17LWND|237aVULN|4ERES|5DUST|67DMG|7BPWR|8RCR|9RCVC
963	11215 44112	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|46MLV|59VULN|7DUST|8DMG|aAART
964	11215 54112	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|59VULN|6DMSP|7DUST|8DMG|aAART
965	11251 12111	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4DMSP|5TLV|69VULN|7LWND|8DMG|aAART
966	11252 36142	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3RCR|4DMSP|5VULN|6BEXP|78DMG|9ERES|aAART
967	11263 34111	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|57LWND|69VULN|8DMG|aAART
968	11265 24111	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|59VULN|67LWND|8DMG|aAART
969	11265 61112	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|59VULN|67FEWX|8DMG|aAART
970	15251 13112	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2FEWX|3RCR|4DMSP|5TLV|69VULN|7DUR|8DMG|aAART
971	15262 13112	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|25FEWX|3RCR|45TLV|5BPWR|69VULN|7DUR|8DMG|aAART
972	15265 31112	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|27FEWX|3RCR|4TLV|59VULN|6DUR|8DMG|aAART
973	22332 42233	 * 	166.13	ACR|2AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	14LWND|2RCR|34ZMB|4BPWR|5ASPD|6CDMG|79AART|8DUR|aVULN
974	52116 11343	   	166.10	ACR|3VULN|1AART|1DMG	1LHND|2RCR|37aVULN|4MGNLIT|59LWND|6AART|8DMG
975	52116 11363	   	166.10	ACR|3VULN|1AART|1DMG	1LHND|2RCR|37aVULN|4MGNLIT|5LWND|6AART|8DMG|9FEWX
976	42332 34325	 * 	166.09	ACR|2DMG|3ZMB|1CDMG|2DUR|1ASPD	14DUR|2RCR|346ZMB|4BPWR|5ASPD|7aDMG|8CDMG|9BEXP
977	12643 12511	   	166.07	ACR|1AART|1DMG|2CDMG|1VULN|3DUR	15CDMG|2RCVC|356DUR|4RCR|5BPWR|7VULN|8LWND|9AART|aDMG
978	22121 43621	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9BEXP|aASPD
979	22121 43626	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9BEXP|aDUR
980	22121 43635	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aFEWX
981	52121 43621	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9BEXP|aASPD
982	12313 15111	   	166.05	DCR|2VULN|2DMG|2CDMG|2RCVC	19CDMG|25RCVC|3ERES|49DMG|6RCR|7RPLT|89VULN|9BPWR|aMGNSTR
983	12313 15112	   	166.05	DCR|2VULN|2DMG|2CDMG|2RCVC	19CDMG|25RCVC|3ERES|49DMG|6RCR|7RPLT|89VULN|9BPWR|aLSRICY
984	12313 15113	   	166.05	DCR|2VULN|2DMG|2CDMG|2RCVC	19CDMG|25RCVC|3ERES|49DMG|6RCR|7RPLT|89VULN|9BPWR|aLWND
985	11251 14112	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4DMSP|5TLV|69VULN|7DUST|8DMG|aAART
986	21116 23535	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2aVULN|35TLV|4RCR|6AART|7DMG|8CDMG|9DUR
987	21314 23563	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|35ERES|4RCR|6AART|7DMG|8CDMG|9ASPD
988	12642 22136	   	166.02	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|2RCVC|36DUR|4RCR|5aVULN|79AART|8FEWX
989	11212 12114	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45MLV|5BPWR|69VULN|7LWND|8aDMG
990	32122 45323	 * 	166.01	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	1MSE|2RCR|37aVULN|4ZMB|5DMG|6MLV|8AART|9CDMG
991	13122 35334	   	165.99	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8BELT|9AART|aDMSP
992	22252 34232	   	165.99	ACR|2VULN|2DMG|1AART|1SELL	1LWND|2RCR|3FEWX|4CGEN|57DMG|6aVULN|8SELL|9AART
993	52252 34232	   	165.99	ACR|2VULN|2DMG|1AART|1SELL	1LHND|2RCR|3FEWX|4CGEN|57DMG|6aVULN|8SELL|9AART
994	42332 34315	   	165.99	ACR|2DMG|3ZMB|1CDMG|2DUR|1ASPD	14DUR|2RCR|346ZMB|4BPWR|5ASPD|7aDMG|8CDMG|9DUST
995	12142 32114	   	165.99	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCVC|3FEWX|4RCR|59VULN|6ZMB|7LWND|8aDMG
996	12242 32114	   	165.99	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCVC|3LHND|4RCR|59VULN|6ZMB|7LWND|8aDMG
997	42122 33625	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|59LIT|6FEWX|78DMG|aAART
998	11252 65231	   	165.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	16CDMG|2DUR|3RCR|4DMSP|5VULN|7LWND|8ZMB|9DMG|aAART
999	22121 43632	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aERES
1000	22121 43633	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aBASHEA
1001	22121 43634	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aDUST
1002	52121 43632	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aERES
1003	52121 43633	   	165.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aBASHEA
1004	16236 26112	   	165.91	DCR|2VULN|1AART|2CDMG|1FLTHEA|1DUR	19CDMG|2LIT|39VULN|4DUR|5FLTHEA|6RCR|789LWND|9BPWR|aAART
1005	11211 12463	   	165.91	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|29DUR|3RCR|4MLV|58AART|6LWND|7aVULN
1006	11211 61255	   	165.91	ACR|2AART|2DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4MLV|57AART|6aDMG|9RMIN
1007	11212 14114	   	165.91	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45MLV|5BPWR|69VULN|7DUST|8aDMG
1008	11215 32114	   	165.91	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4MLV|59VULN|7LWND|8aDMG
1009	11241 12433	   	165.91	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|29DUR|3RCR|4RMIN|58AART|6LWND|7aVULN
1010	11245 32114	   	165.91	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4RMIN|59VULN|7LWND|8aDMG
1011	11632 38364	   	165.91	DCR|2VULN|2AART|2CDMG|2DUR	19CDMG|29DUR|3MBVNT|4BEXP|5LIT|69VULN|7aAART|8RCR|9BPWR
1012	22262 34232	   	165.89	ACR|2VULN|2DMG|1AART|1SELL	1LWND|2RCR|3FEWX|4ERES|57DMG|6aVULN|8SELL|9AART
1013	52262 34232	   	165.89	ACR|2VULN|2DMG|1AART|1SELL	1LHND|2RCR|3FEWX|4ERES|57DMG|6aVULN|8SELL|9AART
1014	12142 36114	   	165.89	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCVC|3FEWX|4RCR|59VULN|6ZMB|7DUST|8aDMG
1015	12242 36114	   	165.89	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2RCVC|3LHND|4RCR|59VULN|6ZMB|7DUST|8aDMG
1016	42122 31426	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RCR|39VULN|4ZMB|5LIT|6FEWX|7DUST|8DMG|aAART
1017	42122 33527	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RCR|39VULN|4ZMB|5LIT|6FEWX|7DMG|8MBVNT|aAART
1018	22336 45311	   	165.88	ACR|3ZMB|1AART|1DMG|1VULN|1DUR	14LWND|2RCR|347ZMB|4BPWR|5VULN|6DMG|8DUR|9BEXP|aAART
1019	42121 24125	   	165.86	ACR|3VULN|1AART|1ZMB|1DUR	1DUR|2RCR|378VULN|4ZMB|59RCVC|6DMSP|aAART
1020	41412 43222	   	165.83	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2VULN|3ASPD|4RCR|5LIT|6LHND|7DMG|89AART|aCDMG
1021	51412 13222	   	165.83	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2VULN|3ASPD|4RCR|5LIT|6DUR|7DMG|89AART|aCDMG
1022	22441 33335	   	165.83	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2RCR|3ASPD|4DUR|5RCVC|6TLV|7DMG|8AART|9aVULN
1023	11165 61323	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3LHND|4DMG|5aVULN|6AART|7RCR|8CGEN|9BELT
1024	21466 33111	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4MLV|5CDMG|6RCR|7CGEN|8DMG|aAART
1025	11163 61242	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|38LHND|4DMG|5LWND|6AART|7RCR|9aVULN
1026	11211 22133	   	165.81	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|28DUR|3RCR|4MLV|59AART|6DUST|7aVULN
1027	11211 22463	   	165.81	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|29DUR|3RCR|4MLV|58AART|6DUST|7aVULN
1028	11211 22636	   	165.81	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|2aDUR|3RCR|4MLV|59AART|6DUST|78VULN
1029	11215 34114	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4MLV|59VULN|7DUST|8aDMG
1030	11262 12114	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45TLV|5BPWR|69VULN|7LWND|8aDMG
1031	11265 32114	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|26DUR|3RCR|4TLV|59VULN|7LWND|8aDMG
1032	51316 62322	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|27aVULN|3ERES|4RCR|5CDMG|6AART|8LWND|9ZMB
1033	42124 13611	   	165.79	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|2RCR|39VULN|4ZMB|5ERES|68CDMG|7LWND|aAART
1034	42126 13611	   	165.79	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|2RCR|39VULN|4ZMB|5TLV|68CDMG|7LWND|aAART
1035	12142 62342	   	165.78	ACR|3VULN|1AART|2CDMG	16CDMG|29RCVC|3FEWX|4RCR|58aVULN|7AART
1036	42132 61315	   	165.78	ACR|4VULN|1AART|1DUR	1DUR|2RCR|379aVULN|4LHND|5LWND|6ERES|8AART
1037	42332 14363	   	165.76	ACR|3ZMB|1AART|1VULN|2ASPD|2DUR	14DUR|2RCR|349ZMB|4BPWR|5aASPD|6TLV|7VULN|8AART
1038	11252 62136	   	165.73	ACR|2VULN|2AART|2CDMG|1DUR	16CDMG|2DUR|3RCR|4DMSP|5aVULN|79AART|8FEWX
1039	42151 43231	   	165.72	ACR|2VULN|2DMG|1FLTHEA|1DUR	1DUR|2RCR|39VULN|4CGEN|5RCVC|67DMG|8ERES|aFLTHEA
1040	42161 43231	   	165.72	ACR|2VULN|2DMG|1FLTHEA|1DUR	1DUR|2RCR|39VULN|4ERES|5RCVC|67DMG|8CGEN|aFLTHEA
1041	11165 61212	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|38LHND|4DMG|5aVULN|6AART|7RCR|9LEGI
1042	21126 33111	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3TLV|4ASPD|5CDMG|6RCR|7CGEN|8DMG|aAART
1043	21326 33111	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3ERES|4ASPD|5CDMG|6RCR|7CGEN|8DMG|aAART
1044	11261 22133	   	165.71	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|28DUR|3RCR|4TLV|59AART|6DUST|7aVULN
1045	11261 22636	   	165.71	ACR|2AART|2VULN|1CDMG|2DUR	1CDMG|2aDUR|3RCR|4TLV|59AART|6DUST|78VULN
1046	11262 14114	   	165.71	ACR|2VULN|2DMG|1CDMG|2DUR	1CDMG|25DUR|3RCR|45TLV|5BPWR|69VULN|7DUST|8aDMG
1047	15242 12111	   	165.71	ACR|2VULN|1AART|1DMG|2CDMG	15CDMG|25FEWX|3RCR|4RMIN|5BPWR|69VULN|7LWND|8DMG|aAART
1048	22151 43622	   	165.70	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6DMG|7CDMG|8AART|9BEXP
1049	22336 45123	   	165.66	ACR|2VULN|3ZMB|1DMG|2DUR	14aLWND|2RCR|347ZMB|4aBPWR|5aVULN|6DMG|8ERES|9aDUR
1050	22151 43613	   	165.60	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6DMG|7CDMG|8AART|9ERES
1051	11121 26225	   	165.58	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3LHND|4FLTHEA|5DUST|6ZMB|7VULN|8DMG|9RCR|aAART
1052	11321 26225	   	165.58	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3BEXP|4FLTHEA|5DUST|6ZMB|7VULN|8DMG|9RCR|aAART
1053	11421 26225	   	165.58	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3FEWX|4FLTHEA|5DUST|6ZMB|7VULN|8DMG|9RCR|aAART
1054	42326 31134	   	165.56	ACR|2VULN|2DMG|2DUR|1ZMB	18DUR|2RCR|3ZMB|4BELT|57VULN|6AIRHEL|9aDMG
1055	42333 13126	   	165.56	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8BEXP|9aVULN
1056	42333 13335	   	165.56	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8CGEN|9aVULN
1057	42333 13426	   	165.56	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8FEWX|9aVULN
1058	42333 14136	   	165.56	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7RPLT|8DMG|9aVULN
1059	13523 23553	   	165.52	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|25CGEN|3aVULN|4DMG|68AART|7LWND|9RCR
1060	13531 61522	   	165.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|3aVULN|4DUST|5AART|6DMG|7DUR|8RCR|9RCVC
1061	41116 43232	   	165.52	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|35TLV|4RCR|67DMG|8aCGEN|aBPWR
1062	41314 43232	   	165.52	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|35ERES|4RCR|67DMG|8aCGEN|aBPWR
1063	41233 11625	   	165.50	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|23aVULN|4AART|5LWND|6CDMG|8RCR|9BEXP
1064	41233 11663	   	165.50	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|23aVULN|4AART|5LWND|6CDMG|8RCR|9CGEN
1065	41233 14633	   	165.50	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|23aVULN|4AART|57LWND|6CDMG|8RCR
1066	41234 33633	   	165.50	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|23aVULN|4AART|5DMSP|6CDMG|7LWND|8RCR
1067	42333 45131	   	165.47	ACR|2VULN|3ZMB|3DUR|1CDMG	148DUR|2RCR|345ZMB|48BPWR|6RCVC|78VULN|9DUST|aCDMG
1068	11211 66215	   	165.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1CDMG|28DUR|3RCR|47MLV|5AART|6aDMG|9ZMB
1069	42331 12224	   	165.46	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|348ZMB|4BPWR|5LIT|69VULN|7ERES|aDMG
1070	42331 12245	   	165.46	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|348ZMB|4BPWR|5LIT|6aVULN|7ERES|9DMG
1071	42333 11426	   	165.46	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DUST|8DMG|9aVULN
1072	42333 13226	   	165.46	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DMG|8LEGI|9aVULN
1073	42336 42111	   	165.46	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|347ZMB|4BPWR|59VULN|6DMG|8ERES|aFEWX
1074	42336 42112	   	165.46	ACR|2VULN|3ZMB|1DMG|2DUR	14DUR|2RCR|347ZMB|4BPWR|59VULN|6DMG|8ERES|aBEXP
1075	22121 43331	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP|9AART|aASPD
1076	22121 43336	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP|9AART|aDUR
1077	52121 43331	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP|9AART|aASPD
1078	52121 43336	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP|9AART|aDUR
1079	42336 42322	 * 	165.44	ACR|3ZMB|1VULN|1DMG|3DUR|1CDMG	148DUR|2RCR|347ZMB|4BPWR|5VULN|6DMG|9CDMG|aBEXP
1080	42336 42332	   	165.44	ACR|3ZMB|1VULN|1DMG|3DUR|1CDMG	148DUR|2RCR|347ZMB|4BPWR|5VULN|6DMG|9LIT|aCDMG
1081	22122 15234	   	165.43	ACR|3VULN|1AART|2ZMB|1DUR	1LWND|2RCR|389VULN|47ZMB|5LIT|6DUR|aAART
1082	52122 15234	   	165.43	ACR|3VULN|1AART|2ZMB|1DUR	1LHND|2RCR|389VULN|47ZMB|5LIT|6DUR|aAART
1083	42133 13366	   	165.42	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2RCR|39aVULN|4LHND|5MLV|6LIT|7CDMG|8AART
1084	42154 23331	   	165.42	ACR|2VULN|2DMG|1FLTHEA|1DUR	1DUR|2RCR|39VULN|4CGEN|5ERES|6RCVC|78DMG|aFLTHEA
1085	41236 33613	   	165.40	DCR|3VULN|1AART|1CDMG|2DUR	15DUR|23aVULN|4AART|6CDMG|7LWND|8RCR|9ERES
