0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
960	43154 22322	   	151.01	DCR|2AART|2VULN|1ZMB	1LWND|2ERES|3FEWX|48AART|5ZMB|6RCR|7aVULN|9DUST
961	24111 53142	   	150.98	ACR|3VULN|2DMG	19MLV|268VULN|39FEWX|4BELT|5RCR|79DMG|9BPWR|aCANHEL
962	24311 23142	   	150.98	ACR|3VULN|2DMG	19MLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aCANHEL
963	24311 23144	   	150.98	ACR|3VULN|2DMG	19MLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aSNIHEL
964	24111 35152	   	150.98	ACR|3VULN|2DMG	17MLV|289VULN|37FEWX|4BELT|5RCR|67DMG|7BPWR|aCANHEL
965	11243 36532	   	150.96	DCR|2DMG|1AART|1VULN|1DUR	1LSRICY|2BEXP|3LIT|4VULN|56DMG|7RCR|8AART|9DMSP|aDUR
966	61343 22423	   	150.96	DCR|2VULN|1AART|2ZMB|1DUR	1TLV|2aERES|3AART|4DUR|5FEWX|6RCR|7aVULN|8DUST|9aZMB|aBPWR
967	33181 12374	   	150.95	DCR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4CDMG|5DUST|6aVULN|7RCR|8ASPD|9DUR
968	11533 42234	   	150.95	ACR|2VULN|1DMG|2ZMB|1CDMG	1LSRICY|2BEXP|3RCR|45ZMB|67VULN|8CDMG|9FEWX|aDMG
969	33411 83742	   	150.95	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4ZMB|5MLV|69VULN|7AART|8RCR|aASPD
970	33414 83742	   	150.95	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4ZMB|5CGEN|69VULN|7AART|8RCR|aASPD
971	11531 21311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|68VULN|7NUKE|9CGEN
972	11531 42311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6ERES|78VULN|9CGEN
973	11531 42321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6ERES|78VULN|9MLV
974	11536 31311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9CGEN
975	11536 61311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6ERES|7aDMG|9CGEN
976	11536 61321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6ERES|7aDMG|9MLV
977	12531 42311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aDMG|6ERES|78VULN|9CGEN
978	12531 42321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aDMG|6ERES|78VULN|9MLV
979	12531 62311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aDMG|6NUKE|78VULN|9CGEN
980	12536 31311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9CGEN
981	12536 61311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6ERES|7aDMG|9CGEN
982	12536 61321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6ERES|7aDMG|9MLV
983	11531 26242	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|27BEXP|3RCR|4ZMB|5aDMG|69VULN|8TLV
984	11531 32321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6MLV|78VULN|9TLV
985	11531 32331	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6MLV|78VULN|9ERES
986	11536 11321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6MLV|7aDMG|9TLV
987	11536 11331	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6MLV|7aDMG|9ERES
988	12536 11321	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6MLV|7aDMG|9TLV
989	12536 11331	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6MLV|7aDMG|9ERES
990	12536 21223	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6MBVNT|7BELT|9aDMG
991	12561 32162	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4FEWX|56DMG|7aVULN|8ZMB|9MBVNT
992	13531 32311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6MLV|78VULN|9CGEN
993	13536 11311	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|58VULN|6MLV|7aDMG|9CGEN
994	15631 23223	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BELT|3RCR|48VULN|5LWND|6DUST|7ZMB|9aDMG
995	15632 23223	   	150.93	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BELT|3RCR|48VULN|5LHND|6DUST|7ZMB|9aDMG
996	12531 33143	   	150.93	ACR|2VULN|3ZMB|1DMG	19LSRICY|2LWND|3RCR|489ZMB|5DMG|6LIT|79VULN|9BPWR|aLEGI
997	26131 23245	   	150.88	ACR|3VULN|2DMG	19MLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aFEWX
998	26131 23542	   	150.88	ACR|3VULN|2DMG	19MLV|2DUST|38BELT|469VULN|5RCR|79DMG|9BPWR|aCANHEL
999	33444 67644	   	150.88	ACR|3VULN|1AART|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5LIT|69aVULN|7RMIN|8AART
1000	13243 36513	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1LSRICY|2DUST|3LIT|4VULN|56DMG|7RCR|8AART|9MLV|aDUR
1001	13243 36532	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1LSRICY|2DUST|3LIT|4VULN|56DMG|7RCR|8AART|9DMSP|aDUR
1002	11243 36136	   	150.86	DCR|2VULN|2DMG|1FLTHEA	1LSRICY|2BEXP|3LIT|48VULN|56DMG|7RCR|9LHND|aFLTHEA
1003	12243 36136	   	150.86	DCR|2VULN|2DMG|1FLTHEA	1LSRICY|2LWND|3LIT|48VULN|56DMG|7RCR|9LHND|aFLTHEA
1004	15614 13211	 * 	150.85	ACR|3DMG|1CDMG|2DUR|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|58aDMG|69DUR|7CDMG
1005	33446 12463	   	150.85	ACR|2DMG|1VULN|2CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6aCDMG|8LIT|9VULN
1006	11533 42224	   	150.85	ACR|2VULN|1DMG|2ZMB|1CDMG	1LSRICY|2BEXP|3RCR|45ZMB|67VULN|8CDMG|9DUST|aDMG
1007	33413 73742	   	150.85	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4ZMB|59VULN|6TLV|7AART|8RCR|aASPD
1008	11531 21321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|68VULN|7NUKE|9TLV
1009	11531 21331	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|68VULN|7NUKE|9ERES
1010	11536 31321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9TLV
1011	11536 31331	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9ERES
1012	12531 62321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aDMG|6NUKE|78VULN|9TLV
1013	12531 62331	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5aDMG|6NUKE|78VULN|9ERES
1014	12536 31321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9TLV
1015	12536 31331	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9ERES
1016	13531 21311	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|68VULN|7NUKE|9CGEN
1017	13531 42311	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6ERES|78VULN|9CGEN
1018	13531 42321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6ERES|78VULN|9MLV
1019	13531 62311	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6NUKE|78VULN|9CGEN
1020	13536 31311	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|58VULN|6aDMG|7NUKE|9CGEN
1021	13536 61311	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|58VULN|6ERES|7aDMG|9CGEN
1022	13536 61321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|58VULN|6ERES|7aDMG|9MLV
1023	13531 32321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6MLV|78VULN|9TLV
1024	13531 32331	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6MLV|78VULN|9ERES
1025	13536 11321	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|58VULN|6MLV|7aDMG|9TLV
1026	13536 11331	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|58VULN|6MLV|7aDMG|9ERES
1027	13561 32162	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4FEWX|56DMG|7aVULN|8ZMB|9MBVNT
1028	13561 32222	   	150.83	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4FEWX|56DMG|7aVULN|8LEGI|9ZMB
1029	12531 33151	   	150.83	ACR|2VULN|3ZMB|1DMG	1LSRICY|2LWND|3RCR|489ZMB|5DMG|6LIT|7aVULN
1030	24511 23142	   	150.78	ACR|3VULN|2DMG	19MLV|268VULN|39DUST|4BELT|5RCR|79DMG|9BPWR|aCANHEL
1031	26131 23242	   	150.78	ACR|3VULN|2DMG	19MLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aCANHEL
1032	26131 23244	   	150.78	ACR|3VULN|2DMG	19MLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aSNIHEL
1033	64311 23142	   	150.78	ACR|3VULN|2DMG	19TLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aCANHEL
1034	11243 36335	   	150.76	DCR|2VULN|2DMG|1CDMG	1LSRICY|2BEXP|3LIT|4aVULN|56DMG|7RCR|8DUST|9CDMG
1035	13243 36136	   	150.76	DCR|2VULN|2DMG|1FLTHEA	1LSRICY|2DUST|3LIT|48VULN|56DMG|7RCR|9LHND|aFLTHEA
1036	33446 34642	   	150.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6LWND|7FEWX|8VULN|9AART|aCDMG
1037	33446 84642	   	150.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6BEXP|7FEWX|8VULN|9AART|aCDMG
1038	33448 71484	   	150.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5MGNSTR|6DMG|7RPLT|8VULN|9AART|aCDMG
1039	33448 72384	   	150.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5MGNSTR|6DMG|7VULN|8RPLT|9AART|aCDMG
1040	33446 12548	   	150.75	ACR|2DMG|1VULN|2CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6aCDMG|8AIRHEL|9VULN
1041	13533 42223	   	150.75	ACR|2VULN|1DMG|2ZMB|1CDMG	1LSRICY|29DUST|3RCR|45ZMB|67VULN|8CDMG|aDMG
