0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
928	54144 23544	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8AAC|9ASPD|aMLV
929	54144 43521	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8AAC|9FEWX|aASPD
930	54144 43543	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8AAC|9ASPD|aFEWX
931	54144 43544	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8AAC|9ASPD|aMLV
932	61123 23324	   	170.65	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1LWND|2FEWX|3MLV|4RCR|5DUST|6ASPD|7AART|8AAC|9DMG|aVULN
933	61124 23333	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DUST|aDMG
934	61224 23321	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aBELT
935	61224 23322	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
936	61224 23325	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aCGEN
937	63431 21341	   	170.65	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	14LWND|2RMIN|3RCR|4BPWR|5DMG|6MDPS|7AAC|8VULN|9CDMG|aASPD
938	65124 23313	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2DUST|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DUR|aDMG
939	65124 23321	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2DUST|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aBELT
940	65124 23322	   	170.65	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2DUST|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
941	14122 23324	   	170.65	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1DUST|2LWND|3MLV|4RCR|5FEWX|6ASPD|7AART|8AAC|9DMG|aVULN
942	64223 23324	   	170.65	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1LWND|2LHND|3ERES|4RCR|5FEWX|6ASPD|7AART|8AAC|9DMG|aVULN
943	65122 23324	   	170.65	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1LWND|2DUST|3MLV|4RCR|5FEWX|6ASPD|7AART|8AAC|9DMG|aVULN
944	55432 32211	 * 	170.64	ACR|3BEXP|1DMG|1BASICY|1SELL	14ZMB|245BEXP|3RCR|4BPWR|6SELL|7LIT|8DMG|9DUR|aBASICY
945	23443 31236	   	170.60	ACR|2VULN|2ASPD|1BEXP	17VULN|25RMIN|3RCR|4CGEN|6BELT|89ASPD|aBEXP
946	13324 51251	   	170.59	ACR|2VULN|2BEXP|2AAC|1CDMG	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9FEWX|aCDMG
947	54161 23441	   	170.58	ACR|3BEXP|1ASPD|1DMG	1ZMB|2MBVNT|3RCR|4AME|5DMG|6RPLT|78aBEXP|9ASPD
948	54171 23441	   	170.58	ACR|3BEXP|1ASPD|1DMG	1ZMB|2MBVNT|3RCR|4ERES|5DMG|6RPLT|78aBEXP|9ASPD
949	11221 21215	   	170.56	ACR|1BASARM|1ASPD|1CDMG	1DUST|2FEWX|3ERES|4RCR|5RCVC|6MBVNT|7CDMG|8DUR|9BASARM|aASPD
950	11221 21613	   	170.56	ACR|1BASARM|1ASPD|1CDMG	1DUST|2FEWX|3ERES|4RCR|5RCVC|6MBVNT|7CDMG|8LWND|9BASARM|aASPD
951	11221 21715	   	170.56	ACR|1BASARM|1ASPD|1CDMG	1DUST|2FEWX|3ERES|4RCR|5RCVC|6MBVNT|7CDMG|8LHND|9BASARM|aASPD
952	54137 21224	   	170.56	ACR|1BASARM|1VULN|1AART	14ZMB|2MBVNT|3RCR|4BPWR|5SNIHEL|6VENTOX|7VULN|8LIT|9BASARM|aAART
953	11124 23322	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aMBVNT
954	11224 23313	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DUR|aDMG
955	11224 23323	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2aFEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG
956	11224 23325	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aCGEN
957	11224 23326	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
958	14222 23324	   	170.55	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1DUST|2LWND|3ERES|4RCR|5FEWX|6ASPD|7AART|8AAC|9DMG|aVULN
959	14224 23313	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DUR|aDMG
960	14224 23321	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aBELT
961	14224 23322	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
962	14224 23325	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aCGEN
963	54144 23542	   	170.55	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7DMG|8AAC|9ASPD|aDUST
964	54144 43513	   	170.55	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8AAC|9SNIHEL|aASPD
965	54144 43542	   	170.55	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7DMG|8AAC|9ASPD|aDUST
966	61223 23324	   	170.55	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1LWND|2FEWX|3ERES|4RCR|5DUST|6ASPD|7AART|8AAC|9DMG|aVULN
967	61224 23333	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DUST|aDMG
968	65222 23324	   	170.55	ACR|1ASPD|1DMG|1VULN|1AART|1AAC	1LWND|2DUST|3ERES|4RCR|5FEWX|6ASPD|7AART|8AAC|9DMG|aVULN
969	65224 23313	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2DUST|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DUR|aDMG
970	65224 23321	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2DUST|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aBELT
971	65224 23322	   	170.55	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1LWND|2DUST|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aDUR
972	55432 32221	 * 	170.54	ACR|3BEXP|1DMG|1BASICY|1SELL	14ZMB|245BEXP|3RCR|4BPWR|6SELL|7LIT|8DMG|9DUST|aBASICY
973	23421 23224	   	170.50	ACR|2VULN|2ASPD|1BEXP	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9AME|aBEXP
974	13324 51261	   	170.49	ACR|2VULN|2BEXP|2AAC|1CDMG	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9LEGI|aCDMG
975	11224 23322	   	170.45	ACR|1VULN|1ASPD|1DMG|1AART|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8AAC|9DMG|aMBVNT
976	13431 21341	   	170.45	ACR|1VULN|1ASPD|1DMG|1CDMG|1AAC	14DUST|2RMIN|3RCR|4BPWR|5DMG|6MDPS|7AAC|8VULN|9CDMG|aASPD
977	13324 22552	   	170.42	ACR|2ASPD|1VULN|1AART|1BEXP	18DUST|2RMIN|3BEXP|4RCR|5VULN|69ASPD|7LIT|aAART
978	13432 52532	   	170.40	ACR|2ASPD|2VULN|1BEXP	14aDUST|2RMIN|3RCR|4aBPWR|5BEXP|6aASPD|7LEGI|8RPLT|9aVULN
979	54132 47423	   	170.40	ACR|2ASPD|2VULN|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5BEXP|6MDPS|79ASPD|8aVULN
980	54132 16421	   	170.37	ACR|2ASPD|1DMG|1BEXP|1AAC	14ZMB|2MBVNT|3RCR|4BPWR|5BEXP|6AEFBLL|7aASPD|8AAC|9DMG
981	13432 28145	   	170.36	ACR|2VULN|1DMG|1AART|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|7aVULN|8DMG|9AART
982	13321 28142	   	170.28	ACR|1VULN|1DMG|1AART|1BEXP|1CDMG	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7VULN|8DMG|9AART|aCDMG
983	13321 28542	   	170.28	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7VULN|8ASPD|9AART|aCDMG
984	21166 33236	 * 	170.26	ACR|2VULN|2AART|1ASPD	1aVULN|2FEWX|3VENICY|49AART|5RCR|6ERES|7ASPD|8LHND
985	23421 21243	   	170.17	ACR|2ASPD|1VULN|1AART|1AAC	1VULN|2RMIN|3RCR|4MDPS|5DMSP|68ASPD|7AAC|9CGEN|aAART
986	21166 22236	   	170.16	ACR|2VULN|2AART|1ASPD	1aVULN|2FEWX|3VENICY|49AART|5RCR|6LEGI|7TLV|8ASPD
987	13326 33414	   	170.16	ACR|1BASARM|1ASPD|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5MLV|6RPLT|7RCVC|8ZMB|9BASARM|aASPD
988	13321 46622	 * 	170.16	ACR|2AART|2BEXP|1DMG	1DUST|2RMIN|39BEXP|4RCR|5RCVC|6FLTARM|78AART|aDMG
989	13442 23363	 * 	170.16	ACR|1BASARM|1VULN|2AAC	1DUST|2RMIN|3RCR|4CGEN|5LIT|6aAAC|7VULN|8DUR|9BASARM
990	61561 31144	   	170.07	ACR|1BASARM|1VULN|1DMG	15LWND|27FEWX|3MBVNT|4RCR|6BASARM|8VULN|9BELT|aDMG
991	13452 23363	   	170.06	ACR|1BASARM|1VULN|2AAC	1DUST|2RMIN|3RCR|4AME|5LIT|6aAAC|7VULN|8DUR|9BASARM
992	13324 21253	   	170.02	ACR|2ASPD|1VULN|2AAC|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5VULN|68ASPD|7aAAC|9LWND
993	23426 21211	   	169.98	ACR|2ASPD|1VULN|1BEXP|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7AAC|9BEXP|aCGEN
994	23426 21212	   	169.98	ACR|2ASPD|1VULN|1BEXP|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7AAC|9BEXP|aFEWX
995	23426 21216	   	169.98	ACR|2ASPD|1VULN|1BEXP|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7AAC|9BEXP|aMLV
996	13423 21255	   	169.98	ACR|3ASPD|1VULN|1AAC	19DUST|2RMIN|3RCR|45MDPS|689ASPD|7AAC|9BPWR|aVULN
997	55113 43133	   	169.97	ACR|2BEXP|1VULN|1DMG|1AART|1AAC	1ZMB|26BEXP|3AAC|46TLV|5RCR|6BPWR|7MSLREG|8VULN|9DMG|aAART
998	14561 34134	   	169.97	ACR|1BASARM|1ASPD|1VULN	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8CGEN|9VULN|aRMIN
999	14561 34234	   	169.97	ACR|1BASARM|1ASPD|1VULN	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8MLV|9VULN|aRMIN
1000	61561 31114	   	169.97	ACR|1BASARM|1VULN|1DMG	15LWND|27FEWX|3MBVNT|4RCR|6BASARM|8VULN|9AME|aDMG
1001	61561 33343	   	169.97	ACR|1BASARM|1VULN|1DMG	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|7MLV|8VULN|9SNIFST|aDMG
1002	61561 34331	   	169.97	ACR|1BASARM|1ASPD|1VULN	15LWND|2FEWX|3MBVNT|4RCR|6BASARM|7RPLT|8ASPD|9LEGI|aVULN
1003	23426 21214	   	169.88	ACR|2ASPD|1VULN|1BEXP|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7AAC|9BEXP|aERES
1004	14561 34131	   	169.87	ACR|1BASARM|1ASPD|1VULN	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8CGEN|9VULN|aMDPS
1005	14561 34133	   	169.87	ACR|1BASARM|1ASPD|1VULN	1aDUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8CGEN|9VULN
1006	14561 34231	   	169.87	ACR|1BASARM|1ASPD|1VULN	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8MLV|9VULN|aMDPS
1007	14561 34233	   	169.87	ACR|1BASARM|1ASPD|1VULN	1aDUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8MLV|9VULN
1008	23441 26223	   	169.87	ACR|1VULN|2BEXP|1DMG|1CDMG	1VULN|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7LIT|89BEXP|aCDMG
1009	23451 26223	   	169.87	ACR|1VULN|2BEXP|1DMG|1CDMG	1VULN|2RMIN|3RCR|4MLV|5DMG|6RPLT|7LIT|89BEXP|aCDMG
1010	55431 12333	   	169.87	ACR|2BEXP|1DMG|1VULN|1CDMG	14ZMB|24BEXP|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8CDMG|9MDPS|aVULN
1011	11124 21643	   	169.87	ACR|2VULN|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2FEWX|3MLV|4RCR|5aVULN|6ASPD|7AAC|8BEXP|9CDMG
1012	13324 21343	   	169.87	ACR|2VULN|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2RMIN|3BEXP|4RCR|5aVULN|6ASPD|7AAC|8DUR|9CDMG
1013	23421 25315	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7FEWX|89BEXP|aCDMG
1014	23421 26315	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7DUR|89BEXP|aCDMG
1015	23445 11222	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|7DMSP|89BEXP|aCDMG
1016	23445 12122	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|48CGEN|5FLTARM|6ASPD|79BEXP|aCDMG
1017	23455 11222	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4MLV|5FLTARM|6ASPD|7DMSP|89BEXP|aCDMG
1018	23461 26223	   	169.77	ACR|1VULN|2BEXP|1DMG|1CDMG	1VULN|2RMIN|3RCR|4ERES|5DMG|6RPLT|7LIT|89BEXP|aCDMG
1019	23436 36222	   	169.77	ACR|1VULN|2BEXP|1DMG|1CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|69BEXP|7DMG|8DUR|aCDMG
1020	23436 36322	   	169.77	ACR|1VULN|2BEXP|1DMG|1CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|69BEXP|7DMG|8LHND|aCDMG
1021	54131 44152	   	169.77	ACR|2BEXP|1VULN|1DMG|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6aBEXP|7VENTOX|8VULN|9CDMG
1022	54144 12217	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LIT|7DUR|8aBEXP|9ASPD
1023	54144 14217	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LIT|7FEWX|8aBEXP|9ASPD
1024	54144 17243	   	169.77	ACR|1VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LIT|78BEXP|9RPLT|aDMG
1025	54144 24217	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|7LIT|8aBEXP|9ASPD
1026	54144 44217	   	169.77	ACR|1VULN|2BEXP|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|7LIT|8aBEXP|9ASPD
1027	54144 63411	   	169.77	ACR|1VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|68DUR|7DMG|9aBEXP
1028	11224 21643	   	169.77	ACR|2VULN|1ASPD|1BEXP|1CDMG|1AAC	1DUST|2FEWX|3ERES|4RCR|5aVULN|6ASPD|7AAC|8BEXP|9CDMG
1029	13324 11151	   	169.77	ACR|2VULN|1DMG|1CDMG|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|6AME|7AAC|8DMG|aCDMG
1030	13324 11451	   	169.77	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|6AME|7AAC|8ASPD|aCDMG
1031	61124 23621	   	169.68	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1LWND|29FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|aBEXP
1032	61124 23633	   	169.68	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aLHND
1033	23465 11222	   	169.67	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7DMSP|89BEXP|aCDMG
1034	23436 35123	   	169.67	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|68BEXP|7CDMG|9AEFBLL|aASPD
1035	23436 35313	   	169.67	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|6aBEXP|7CDMG|8ASPD|9DUST
1036	52432 21441	   	169.67	ACR|2BEXP|1VULN|1ASPD|1CDMG	14ZMB|24DUST|3RCR|4BPWR|5aBEXP|6MBVNT|7CDMG|8VULN|9ASPD
1037	54143 41811	   	169.67	ACR|2BEXP|1VULN|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6CGEN|7VULN|8DMG|9aBEXP
1038	23433 25163	   	169.66	ACR|2VULN|1ASPD|1AART|1BEXP	19VULN|2RMIN|3RCR|48LWND|5FEWX|6ASPD|7BEXP|aAART
1039	23433 25523	   	169.66	ACR|2VULN|1ASPD|1AART|1BEXP	19VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7BEXP|8LHND|aAART
1040	54131 43151	   	169.65	ACR|2BEXP|1DMG|1AART|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6aBEXP|7DUR|8AART|9CDMG
1041	23435 21612	   	169.65	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7AAC|8BEXP|9LIT|aDMG
1042	23441 15332	   	169.65	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2aRMIN|3RCR|4CGEN|5DMG|6AEMAG|7ASPD|8BEXP|9AAC
1043	23441 15333	   	169.65	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4CGEN|5DMG|6AEMAG|7ASPD|8BEXP|9AAC|aLHND
1044	23451 15332	   	169.65	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2aRMIN|3RCR|4MLV|5DMG|6AEMAG|7ASPD|8BEXP|9AAC
1045	23451 15333	   	169.65	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4MLV|5DMG|6AEMAG|7ASPD|8BEXP|9AAC|aLHND
1046	51513 63123	   	169.62	ACR|2ASPD|1VULN|1AART|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6RPLT|7AART|8RMIN|9aASPD
1047	11124 23633	   	169.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aLHND
1048	11124 23635	   	169.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aDUR
1049	11124 23641	   	169.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|39MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|aBEXP
1050	14124 23631	   	169.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2LWND|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9DMSP|aBEXP
1051	61124 23631	   	169.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aMSLTOX
1052	61124 23632	   	169.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1LWND|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aERES
1053	64123 23323	   	169.57	ACR|2ASPD|1DMG|1AART|1AAC	1LWND|2LHND|3MLV|4RCR|5FEWX|6aASPD|7AART|8AAC|9DMG
1054	13432 35243	   	169.57	ACR|2BEXP|1DMG|1VULN|1CDMG	14DUST|2RMIN|3RCR|4BPWR|59BEXP|6TLV|7CDMG|8DMG|aVULN
1055	23461 13225	   	169.57	ACR|1VULN|2BEXP|1DMG|1CDMG	1VULN|2RMIN|3RCR|4ERES|5DMG|6AEMAG|7SNIFST|89BEXP|aCDMG
1056	23466 13222	   	169.57	ACR|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4ERES|5ASPD|6AEMAG|7SNIFST|89BEXP|aCDMG
1057	13432 21441	   	169.57	ACR|2BEXP|1VULN|1ASPD|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5aBEXP|6MBVNT|7CDMG|8VULN|9ASPD
1058	23436 41233	   	169.56	ACR|2VULN|1DMG|1AART|1BEXP	16VULN|2RMIN|3RCR|4LWND|5SNIHEL|7DMSP|8BEXP|9DMG|aAART
1059	23442 16122	   	169.56	ACR|2VULN|1DMG|1AART|1BEXP	16VULN|2RMIN|3RCR|4CGEN|5LIT|7TLV|8DMG|9BEXP|aAART
1060	13432 53141	   	169.55	ACR|2BEXP|1ASPD|1AART|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5aBEXP|6ASPD|7DUR|8AART|9CDMG
1061	13431 15234	   	169.55	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7ASPD|8VULN|9AAC|aBEXP
1062	23441 15331	   	169.55	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4CGEN|5DMG|6AEMAG|7ASPD|8BEXP|9AAC|aERES
1063	23451 15331	   	169.55	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4MLV|5DMG|6AEMAG|7ASPD|8BEXP|9AAC|aERES
1064	23461 15333	   	169.55	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4ERES|5DMG|6AEMAG|7ASPD|8BEXP|9AAC|aLHND
1065	23433 55221	   	169.55	ACR|2VULN|2BEXP|1CDMG|1AAC	18VULN|2RMIN|3RCR|4LWND|58FEWX|6AAC|78BEXP|8BPWR|9RCVC|aCDMG
1066	54141 84341	   	169.53	ACR|2VULN|1DMG|2CDMG|1AAC	1ZMB|2MBVNT|3RCR|4aCDMG|5RPLT|6DMG|78VULN|9AAC
1067	13324 51325	 * 	169.49	ACR|2VULN|3AAC|1ASPD|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5aVULN|678AAC|9ASPD
1068	11124 23631	   	169.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aMSLTOX
1069	11124 23632	   	169.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aERES
1070	11124 23634	   	169.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aLSRICY
1071	11124 23636	   	169.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|9BEXP|aMSLREG
1072	11124 23661	   	169.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	19DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8CDMG|aBEXP
1073	13321 43622	   	169.47	ACR|2BEXP|1VULN|1DMG|1AART	1DUST|2RMIN|39BEXP|4RCR|5RCVC|6FLTARM|7VULN|8DMG|aAART
1074	64223 23323	   	169.47	ACR|2ASPD|1DMG|1AART|1AAC	1LWND|2LHND|3ERES|4RCR|5FEWX|6aASPD|7AART|8AAC|9DMG
1075	23461 62133	   	169.46	ACR|2VULN|1DMG|1AART|1BEXP	19VULN|2RMIN|3RCR|4ERES|5DMG|6SPLARM|7BEXP|8CGEN|aAART
1076	23461 62333	   	169.46	ACR|2VULN|1DMG|1AART|1BEXP	19VULN|2RMIN|3RCR|4ERES|5DMG|6SPLARM|7BEXP|8ZMB|aAART
1077	23465 12133	   	169.46	ACR|2VULN|1ASPD|1AART|1BEXP	19VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7BEXP|8CGEN|aAART
