0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
963	16346 31313	   	148.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3ERES|4DMG|5AART|6RMIN|7RCVC|8RCR|9CDMG|aVULN
964	22363 22625	   	148.52	DCR|2VULN|1AART|2ASPD|1ZMB	1RMIN|2FEWX|36ASPD|4LHND|5ZMB|7RCR|8AART|9aVULN
965	25322 61633	   	148.49	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|35DMG|4ASPD|6DUR|7aVULN|8RCR|9DUST
966	25323 64612	   	148.49	DCR|2VULN|2DMG|1DUR|1ASPD	1RMIN|2MBVNT|39DMG|4ASPD|56VULN|7DUR|8RCR|aTLV
967	25323 64613	   	148.49	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|39DMG|4ASPD|56VULN|7DUR|8RCR|aLEGI
968	63161 61331	   	148.49	DCR|2AART|2DMG|1ASPD|1DUR	1ERES|2BEXP|3DUR|4DUST|56AART|7ASPD|8RCR|9aDMG
969	25251 35211	   	148.48	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7ZMB|8FEWX|9LIT|aDMG
970	25251 35232	   	148.48	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7ZMB|89FEWX|aDMG
971	25251 35411	   	148.48	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7ZMB|8LWND|9LIT|aDMG
972	62415 11312	   	148.47	ACR|2VULN|1AART|1CDMG|1ASPD	1ERES|2RCVC|38VULN|4AART|5RCR|6FEWX|7ASPD|9CDMG|aTLV
973	62415 13112	   	148.47	ACR|2VULN|1AART|1CDMG|1ASPD	1ERES|2RCVC|37VULN|4AART|5RCR|6FEWX|8ASPD|9CDMG|aTLV
974	12342 31425	   	148.46	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2BEXP|35VULN|4BELT|67DUR|8DMG|9AART|aRCR
975	12343 31425	   	148.46	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2BEXP|36VULN|4BELT|57DUR|8DMG|9AART|aRCR
976	42233 41151	   	148.46	DCR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1DUST|29BEXP|3ASPD|4DUR|59ZMB|6VULN|7RCR|89DMG|9BPWR|aRPLT
977	42233 41152	   	148.46	DCR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1DUST|29BEXP|3ASPD|4DUR|59ZMB|6VULN|7RCR|89DMG|9BPWR|aLWND
978	42233 41223	   	148.46	DCR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1DUST|2aBEXP|3ASPD|4DUR|5aZMB|6VULN|7RCR|8BELT|9aDMG|aBPWR
979	25251 33361	   	148.45	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7LEGI|9CDMG|aDUST
980	25251 34361	   	148.45	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|48VULN|5AART|6RCR|7aDUST|9CDMG
981	31253 22235	   	148.43	ACR|2VULN|1AART|1CDMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6aVULN|7LHND|8CDMG|9AART
982	31553 22235	   	148.43	ACR|2VULN|1AART|1CDMG|1ZMB	1BEXP|2LIT|3CGEN|4RCR|5ZMB|6aVULN|7LHND|8CDMG|9AART
983	16612 31131	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	14aLHND|2ASPD|378VULN|5DMG|6ZMB|9RCR
984	16612 31135	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	14LHND|2ASPD|378VULN|5DMG|6ZMB|9RCR|aLIT
985	16612 31136	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	14LHND|2ASPD|378VULN|5DMG|6ZMB|9RCR|aRMIN
986	32522 31131	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	12BEXP|378VULN|4ASPD|5DMG|6ZMB|9RCR|aLHND
987	32522 31135	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	12BEXP|378VULN|4ASPD|5DMG|6ZMB|9RCR|aLIT
988	32522 31136	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	12BEXP|378VULN|4ASPD|5DMG|6ZMB|9RCR|aRMIN
989	51522 31131	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2LWND|378VULN|4ASPD|5DMG|6ZMB|9RCR|aLHND
990	51522 31132	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2LWND|378VULN|4ASPD|5DMG|6ZMB|9RCR|aBELT
991	51522 31135	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2LWND|378VULN|4ASPD|5DMG|6ZMB|9RCR|aLIT
992	51522 31136	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2LWND|378VULN|4ASPD|5DMG|6ZMB|9RCR|aRMIN
993	56522 31131	   	148.42	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2aLHND|378VULN|4ASPD|5DMG|6ZMB|9RCR
994	12223 22625	   	148.42	DCR|2VULN|1AART|2ASPD|1ZMB	1LHND|2BEXP|36ASPD|4ERES|5ZMB|7RCR|8AART|9aVULN
995	16223 22625	   	148.42	DCR|2VULN|1AART|2ASPD|1ZMB	1LHND|26ASPD|3BEXP|4ERES|5ZMB|7RCR|8AART|9aVULN
996	16313 22625	   	148.42	DCR|2VULN|1AART|2ASPD|1ZMB	1LHND|26ASPD|3ERES|4FEWX|5ZMB|7RCR|8AART|9aVULN
997	11521 12161	   	148.38	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2LIT|3CGEN|4VULN|5RCR|6BEXP|7aDMG|8DUR|9AART
998	11521 12163	   	148.38	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2LIT|3CGEN|4aVULN|5RCR|6BEXP|7DMG|8DUR|9AART
999	11521 22161	   	148.38	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2LIT|3CGEN|4VULN|5RCR|6FEWX|7aDMG|8DUR|9AART
1000	11521 22163	   	148.38	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2LIT|3CGEN|4aVULN|5RCR|6FEWX|7DMG|8DUR|9AART
1001	31521 33423	   	148.38	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3CGEN|4aVULN|5RCR|6DUR|7RMIN|8DMG|9AART
1002	53235 23131	   	148.38	ACR|2VULN|1AART|1DMG|1ASPD	1DMSP|27MLV|3ASPD|4DMG|5RCR|6FEWX|8aVULN|9AART
1003	53235 25131	   	148.38	ACR|2VULN|1AART|1DMG|1ASPD	1DMSP|2MLV|3ASPD|4DMG|5RCR|67FEWX|8aVULN|9AART
1004	53235 35231	   	148.38	ACR|2VULN|1AART|1DMG|1ASPD	1DMSP|27MLV|3ASPD|4DMG|5RCR|6BELT|8aVULN|9AART
1005	25251 35311	   	148.38	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7ZMB|8DUST|9LIT|aDMG
1006	25332 34273	   	148.37	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2MBVNT|3DMG|4RPLT|59DUR|6ZMB|7RCR|8VULN|aAART
1007	35233 41151	   	148.36	DCR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1BEXP|29DUST|3ASPD|4DUR|59ZMB|6VULN|7RCR|89DMG|9BPWR|aRPLT
1008	35233 41152	   	148.36	DCR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1BEXP|29DUST|3ASPD|4DUR|59ZMB|6VULN|7RCR|89DMG|9BPWR|aLWND
1009	35233 41223	   	148.36	DCR|2DMG|1VULN|2ZMB|1DUR|1ASPD	1BEXP|2aDUST|3ASPD|4DUR|5aZMB|6VULN|7RCR|8BELT|9aDMG|aBPWR
1010	31253 24235	   	148.33	ACR|2VULN|1AART|1CDMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6aVULN|7LEGI|8CDMG|9AART
1011	41253 22235	   	148.33	ACR|2VULN|1AART|1CDMG|1ZMB	1DUST|2LIT|3MLV|4RCR|5ZMB|6aVULN|7LWND|8CDMG|9AART
1012	51522 31233	   	148.32	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMSP|2LWND|37VULN|4ASPD|5DMG|6ZMB|8RCVC|9RCR|aCDMG
1013	16612 31132	   	148.32	DCR|3VULN|1DMG|1ZMB|1ASPD	14LHND|2ASPD|378VULN|5DMG|6ZMB|9RCR|aERES
1014	32522 31133	   	148.32	DCR|3VULN|1DMG|1ZMB|1ASPD	12BEXP|378VULN|4ASPD|5DMG|6ZMB|9RCR|aAIRHEA
1015	56522 31132	   	148.32	DCR|3VULN|1DMG|1ZMB|1ASPD	1DMSP|2LHND|378VULN|4ASPD|5DMG|6ZMB|9RCR|aERES
1016	15223 22625	   	148.32	DCR|2VULN|1AART|2ASPD|1ZMB	1LHND|2DUST|36ASPD|4ERES|5ZMB|7RCR|8AART|9aVULN
1017	25225 23112	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6CGEN|7RPLT|8aVULN|9AART
1018	25225 26323	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6CGEN|7FEWX|8aVULN|9AART
1019	25225 27123	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6CGEN|7aVULN|8BEXP|9AART
1020	25225 52123	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6aVULN|7CGEN|8BEXP|9AART
1021	25225 54123	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6aVULN|7MLV|8BEXP|9AART
1022	25225 54412	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6aVULN|7MLV|8RPLT|9AART
1023	25315 25323	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DMG|4FEWX|5RCR|6CGEN|7DUR|8aVULN|9AART
1024	31521 32523	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3CGEN|4aVULN|5RCR|6DUR|7DMG|8ERES|9AART
1025	31521 36423	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3CGEN|4aVULN|5RCR|6DUR|7TLV|8DMG|9AART
1026	41521 31423	   	148.28	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2LIT|3CGEN|4aVULN|5RCR|6ASPD|7BEXP|8DMG|9AART
1027	53235 11223	   	148.28	ACR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|47DMG|5RCR|6TLV|8BEXP|9AART|aVULN
1028	53235 14231	   	148.28	ACR|2VULN|1AART|1DMG|1ASPD	1DMSP|2MLV|3ASPD|4DMG|5RCR|6TLV|7aVULN|8CGEN|9AART
1029	53235 34232	   	148.28	ACR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|47DMG|5RCR|6BELT|8VULN|9AART|aERES
1030	53235 34233	   	148.28	ACR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|47DMG|5RCR|6BELT|8VULN|9AART|aTLV
1031	25332 47711	 * 	148.26	3VULN|3DMG|1AART|3DUR	1RMIN|2MBVNT|379DMG|4RPLT|57aDUR|67aVULN|7aBPWR|8AART
1032	25323 21644	   	148.26	DCR|2VULN|2DMG|2ASPD	1RMIN|2MBVNT|3aDMG|46ASPD|57VULN|8RCR|9LIT
1033	32314 32313	   	148.26	DCR|2VULN|1AART|1CDMG|1ASPD	12BEXP|3AART|4RCVC|5ASPD|6RMIN|7aVULN|8RCR|9CDMG
1034	25251 14333	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6LWND|7RCR|9LIT
1035	25251 14372	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6LWND|7RCR|aCGEN
1036	25251 14373	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6LWND|7RCR|aFEWX
1037	25251 14383	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6LWND|7RCR|9BEXP
1038	25251 24333	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6LHND|7RCR|9LIT
1039	25251 24372	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6LHND|7RCR|aCGEN
1040	25251 24373	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6LHND|7RCR|aFEWX
1041	25251 24383	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6LHND|7RCR|9BEXP
1042	24211 31633	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|24CANSTR|348VULN|4BPWR|5LHND|6RCR|7LWND|9AART|aDUR
1043	24261 31633	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2CANSTR|348VULN|5LHND|6RCR|7LWND|9AART|aDUR
1044	25211 14373	   	148.25	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|4LHND|5AART|6LWND|7RCR|89aVULN
1045	22331 21613	   	148.25	DCR|2VULN|2DMG|1ASPD	1RMIN|2aFEWX|3ASPD|4aDMG|5VENICY|6RCR|7LWND|8aVULN|9RCVC|aBPWR
1046	22331 22613	   	148.25	DCR|2VULN|2DMG|1ASPD	1RMIN|2aFEWX|3ASPD|4aDMG|5VENICY|6RCR|7LHND|8aVULN|9RCVC|aBPWR
1047	36141 33313	   	148.24	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LHND|aCGEN
1048	36141 33315	   	148.24	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LHND|aLIT
1049	36141 33341	   	148.24	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LIT|aDMSP
1050	36141 33343	   	148.24	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LIT|aLWND
1051	12133 62624	   	148.23	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1LHND|2BEXP|3MLV|4DMG|56ZMB|7RCR|8AART|9VULN|aASPD
1052	21223 62624	   	148.23	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RMIN|2LWND|3BEXP|4DMG|56ZMB|7RCR|8AART|9VULN|aASPD
1053	22363 62621	   	148.23	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RMIN|2FEWX|3ASPD|4LHND|56ZMB|7RCR|8AART|9VULN|aDMG
1054	25373 33328	   	148.23	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3DMG|4LHND|5ZMB|6ERES|7AART|89VULN|aRCR
1055	45522 31131	   	148.22	DCR|3VULN|1DMG|1ZMB|1ASPD	12DUST|378VULN|4ASPD|5DMG|6ZMB|9RCR|aLHND
1056	13115 11551	   	148.20	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6FEWX|7ASPD|8VULN|9ZMB|aDMG
1057	13115 13151	   	148.20	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6FEWX|7VULN|8ASPD|9ZMB|aDMG
1058	21115 11351	   	148.20	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2LWND|3RCVC|4AART|5RCR|6FEWX|7ASPD|8VULN|9ZMB|aDMG
1059	21115 13151	   	148.20	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2LWND|3RCVC|4AART|5RCR|6FEWX|7VULN|8ASPD|9ZMB|aDMG
1060	53235 12131	   	148.18	ACR|2VULN|1AART|1DMG|1ASPD	1DMSP|2MLV|3ASPD|4DMG|5RCR|6TLV|7ERES|8aVULN|9AART
1061	53235 11423	   	148.18	ACR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|47DMG|5RCR|6TLV|8MBVNT|9AART|aVULN
1062	25225 13112	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7RPLT|8aVULN|9AART
1063	25225 16323	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7FEWX|8aVULN|9AART
1064	25225 17123	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7aVULN|8BEXP|9AART
1065	25225 53123	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6aVULN|7TLV|8BEXP|9AART
1066	25225 53412	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6aVULN|7TLV|8RPLT|9AART
1067	25315 15323	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DMG|4FEWX|5RCR|6ERES|7DUR|8aVULN|9AART
1068	62413 14313	   	148.16	DCR|2VULN|1AART|1CDMG|1ASPD	1ERES|2RCVC|3aVULN|4AART|5MLV|6ASPD|7RMIN|8RCR|9CDMG
1069	33341 21613	   	148.15	DCR|2VULN|2DMG|1ASPD	1aBEXP|2NUKE|3ASPD|4aDMG|5VENICY|6RCR|7LWND|8aVULN|9RCVC|aBPWR
1070	33341 22613	   	148.15	DCR|2VULN|2DMG|1ASPD	1aBEXP|2NUKE|3ASPD|4aDMG|5VENICY|6RCR|7LHND|8aVULN|9RCVC|aBPWR
1071	36141 33311	   	148.14	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LHND|aERES
1072	36141 33323	   	148.14	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LEGI|aCGEN
1073	36141 33325	   	148.14	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LEGI|aLIT
1074	36141 33332	   	148.14	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9TLV|aCGEN
1075	36141 33333	   	148.14	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9TLV|aFEWX
1076	36141 33336	   	148.14	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9TLV|aRMIN
1077	11151 36326	   	148.14	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2LIT|3DUR|4ZMB|5RCR|6ASPD|7LSRICY|8VULN|9DMG|aAART
1078	12223 62621	   	148.13	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1LHND|2BEXP|3ASPD|4ERES|56ZMB|7RCR|8AART|9VULN|aDMG
1079	16223 62621	   	148.13	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1LHND|2ASPD|3BEXP|4ERES|56ZMB|7RCR|8AART|9VULN|aDMG
1080	16313 62621	   	148.13	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1LHND|2ASPD|3ERES|4FEWX|56ZMB|7RCR|8AART|9VULN|aDMG
1081	25751 33312	   	148.13	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8CGEN|9LHND|aDMG
1082	45522 31133	   	148.12	DCR|3VULN|1DMG|1ZMB|1ASPD	12DUST|378VULN|4ASPD|5DMG|6ZMB|9RCR|aAIRHEA
1083	25312 81123	   	148.11	DCR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|38DMG|4FEWX|59VULN|6BEXP|7RCR|aZMB
1084	25317 51123	   	148.11	DCR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|38DMG|4FEWX|5LHND|69VULN|7RCR|aZMB
1085	25722 81123	   	148.11	DCR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|3FEWX|48DMG|59VULN|6BEXP|7RCR|aZMB
1086	13115 43151	   	148.10	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6DUST|7VULN|8ASPD|9ZMB|aDMG
1087	26633 22622	   	148.08	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCVC|3ASPD|4DMG|5BEXP|6FEWX|7RCR|8AART|9VULN|aZMB
1088	32316 53321	   	148.08	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	12BEXP|3AART|4RCVC|5FEWX|6ZMB|7DUR|8RCR|9VULN|aDMG
1089	53151 22151	   	148.06	DCR|3VULN|2DMG	1DMSP|2MLV|35DMG|458VULN|5BPWR|6FEWX|7ERES|9RCR|aLHND
1090	53151 22152	   	148.06	DCR|3VULN|2DMG	1DMSP|2MLV|35DMG|458VULN|5BPWR|6FEWX|7ERES|9RCR|aBELT
1091	53151 32152	   	148.06	DCR|3VULN|2DMG	1aDMSP|2MLV|35DMG|458VULN|5BPWR|6LWND|7ERES|9RCR
1092	53151 32153	   	148.06	DCR|3VULN|2DMG	1DMSP|2MLV|35DMG|458VULN|5BPWR|6LWND|7ERES|9RCR|aFEWX
1093	45312 14313	   	148.06	DCR|2VULN|1AART|1CDMG|1ASPD	12DUST|3AART|4RCVC|5aVULN|6ASPD|7RMIN|8RCR|9CDMG
1094	45314 32313	   	148.06	DCR|2VULN|1AART|1CDMG|1ASPD	12DUST|3AART|4RCVC|5ASPD|6RMIN|7aVULN|8RCR|9CDMG
1095	36141 33321	   	148.04	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|6ZMB|8RCR|9LEGI|aERES
1096	15223 62621	   	148.03	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1LHND|2DUST|3ASPD|4ERES|56ZMB|7RCR|8AART|9VULN|aDMG
1097	25751 33443	   	148.03	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3aFEWX|47VULN|5AART|6RCR|8DUST|9DMG
1098	25751 33322	   	148.03	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8CGEN|9LEGI|aDMG
1099	25751 33331	   	148.03	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8CGEN|9TLV|aDMG
1100	25751 33422	   	148.03	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8DUST|9MLV|aDMG
1101	35213 41236	   	148.02	DCR|2VULN|1AART|2ASPD|1ZMB	1aBEXP|2DUST|3aASPD|4LHND|5ZMB|6aVULN|7RCR|8BELT|9AART|aBPWR
1102	25312 31123	   	148.01	DCR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|38DMG|4FEWX|59VULN|6DUST|7RCR|aZMB
1103	25722 31123	   	148.01	DCR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|3FEWX|48DMG|59VULN|6DUST|7RCR|aZMB
1104	25744 51123	   	148.01	DCR|2VULN|2DMG|1ZMB	1RMIN|2MBVNT|3FEWX|4DUST|58DMG|69VULN|7RCR|aZMB
1105	61115 11351	   	148.00	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1ERES|2LEGI|3RCVC|4AART|5RCR|6FEWX|7ASPD|8VULN|9ZMB|aDMG
1106	61115 13151	   	148.00	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1ERES|2LEGI|3RCVC|4AART|5RCR|6FEWX|7VULN|8ASPD|9ZMB|aDMG
1107	32311 53321	   	147.98	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	12BEXP|3AART|4RCVC|5DUST|6ZMB|7DUR|8RCR|9VULN|aDMG
1108	25323 33662	   	147.97	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|58VULN|6CGEN|7AART|9RCR|aRCVC
1109	33343 33552	   	147.97	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2NUKE|3ASPD|4DMG|58VULN|6CGEN|7AART|9RCR|aRCVC
1110	53151 32151	   	147.96	DCR|3VULN|2DMG	1DMSP|2MLV|35DMG|458VULN|5BPWR|6LWND|7ERES|9RCR|aLEGI
1111	25323 61611	   	147.96	DCR|3VULN|1DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DMG|4ASPD|567VULN|8RCR|9DUR|aRCVC
1112	16113 12561	   	147.96	DCR|2VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3RCVC|4AART|59VULN|6FEWX|7CDMG|8RCR|aLIT
1113	16113 12563	   	147.96	DCR|2VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3RCVC|4AART|59VULN|6FEWX|7CDMG|8RCR|aCGEN
1114	16113 35313	   	147.96	DCR|2VULN|1AART|1CDMG|1ASPD	17LHND|2ASPD|3RCVC|4AART|5aVULN|6RMIN|8RCR|9CDMG
1115	22332 31536	   	147.95	DCR|2VULN|2DMG|1ZMB|1ASPD	1RMIN|2FEWX|3ASPD|45DMG|67VULN|8ZMB|9CGEN|aRCR
1116	23335 61215	   	147.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7LWND|8VULN|9DMG|aDUR
1117	23335 62235	   	147.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7DMG|8FEWX|9VULN|aDUR
1118	23335 63211	   	147.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1aRMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7DUR|8VULN|9DMG
1119	23335 63213	   	147.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7DUR|8VULN|9DMG|aLIT
1120	23335 63216	   	147.95	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7DUR|8VULN|9DMG|aMLV
1121	16116 13162	   	147.93	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3RCVC|4AART|5CDMG|6MBVNT|7VULN|8RPLT|9RCR|aDMG
