0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
967	54311 13131	   	160.37	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6aDMG|8BEXP|9RMIN
968	54311 13331	   	160.37	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6aDMG|8LWND|9RMIN
969	54311 13431	   	160.37	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6aDMG|8LHND|9RMIN
970	22233 16143	   	160.30	ACR|2DMG|1AART|1VULN|2ZMB	1LHND|2AART|36DUST|49ZMB|5RCR|7VULN|8aDMG
971	51332 62511	 * 	160.30	ACR|2DMG|1AART|2CDMG|2ZMB	16CDMG|2TLV|3RCR|45ZMB|79DMG|8CGEN|aAART
972	62323 13325	   	160.30	DCR|3VULN|2DMG|2DUR	1MLV|26DMG|347VULN|5aDUR|8LIT|9RCR
973	51323 65431	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|6FEWX|79VULN|8AART|aDMG
974	42332 22611	   	160.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3RCR|4FEWX|5CDMG|6ASPD|7VULN|8DMG|9TLV|aDUR
975	42332 22621	   	160.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3RCR|4FEWX|5CDMG|6ASPD|7VULN|8DMG|9ERES|aDUR
976	51315 51231	   	160.27	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|2TLV|3RCR|48VULN|5DMSP|69DMG|7SELL|aDUR
977	54311 11631	   	160.27	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|48VULN|5SELL|6aDMG|7MBVNT|9RMIN
978	54311 13531	   	160.27	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6aDMG|8MBVNT|9RMIN
979	54311 23234	   	160.27	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|47VULN|5SELL|6RCVC|8ERES|9aDMG
980	13542 33611	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6RMIN|7VULN|8BEXP|9AART|aDMG
981	54322 33611	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6RMIN|7VULN|8BEXP|9AART|aDMG
982	54331 21511	   	160.25	ACR|1AART|1DMG|2CDMG|2ASPD|1ZMB|1DUR	17CDMG|27ASPD|3RCR|4ZMB|5LHND|67BEXP|7BPWR|8DUR|9AART|aDMG
983	54333 11511	   	160.25	ACR|1AART|1DMG|2CDMG|2ASPD|1ZMB|1DUR	17CDMG|27ASPD|3RCR|4ZMB|5FEWX|67LWND|7BPWR|8DUR|9AART|aDMG
984	62323 36531	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1MLV|29DMG|34VULN|5DUR|6RCR|7BEXP|8CDMG|aBELT
985	62323 36532	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1MLV|29DMG|34VULN|5DUR|6RCR|7BEXP|8CDMG|aLIT
986	62323 34163	   	160.20	DCR|2VULN|2DMG|2ASPD|1DUR	1MLV|2aDMG|34VULN|5DUR|6RCR|7aFEWX|8ERES|9aASPD|aBPWR
987	62323 36163	   	160.20	DCR|2VULN|2DMG|2ASPD|1DUR	1MLV|2aDMG|34VULN|5DUR|6RCR|7aBEXP|8ERES|9aASPD|aBPWR
988	13554 33624	   	160.18	ACR|3VULN|1AART|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4MBVNT|5DUST|6ZMB|79aVULN|8AART
989	15361 24222	   	160.17	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	17CGEN|2DLOT|3RCR|47DMG|5AART|67ASPD|7BPWR|8ZMB|9RMIN|aDUR
990	54332 31223	   	160.17	ACR|3VULN|2ZMB|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|45ZMB|68aVULN|7SELL|9DUR
991	54332 33163	   	160.17	ACR|3VULN|2ZMB|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|45ZMB|67aVULN|8DUR|9SELL
992	13542 33211	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6RMIN|7VULN|8DUST|9AART|aDMG
993	13542 53212	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1aCGEN|2ASPD|3RCR|4CDMG|5ZMB|6DMG|7VULN|8DUST|9AART
994	13542 53213	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6DMG|7VULN|8DUST|9AART|aRPLT
995	33542 33611	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6RMIN|7VULN|8BEXP|9AART|aDMG
996	54322 33211	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6RMIN|7VULN|8DUST|9AART|aDMG
997	54322 53212	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4aCGEN|5ZMB|6DMG|7VULN|8DUST|9AART
998	54322 53213	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6DMG|7VULN|8DUST|9AART|aRPLT
999	54333 53211	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4ZMB|56FEWX|7VULN|8DUST|9AART|aDMG
1000	42331 24326	   	160.14	ACR|4VULN|1AART	1LWND|2AART|3RCR|4FEWX|589aVULN|6BEXP|7MLV
1001	54311 13611	   	160.10	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	19CDMG|2ASPD|3RCR|47VULN|5SELL|6DMG|8ZMB|aLWND
1002	42321 13414	 * 	160.08	ACR|2VULN|1AART|3DUR|1CDMG	1LWND|2AART|3RCR|4LHND|59VULN|678DUR|aCDMG
1003	26311 31415	 * 	160.08	DCR|3VULN|1DMG|1CDMG|1FLTHEA	1LHND|2FLTHEA|3LWND|4CDMG|5DMG|6DUST|79aVULN|8RCR
1004	54314 32113	   	160.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|47VULN|5AART|6BEXP|8NUKE|9ZMB|aLWND
1005	33542 33211	   	160.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6RMIN|7VULN|8DUST|9AART|aDMG
1006	33542 53212	   	160.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6DMG|7VULN|8DUST|9AART|aCGEN
1007	54335 33211	   	160.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4ZMB|5TLV|6RMIN|7VULN|8DUST|9AART|aDMG
1008	42331 26326	   	160.04	ACR|4VULN|1AART	1LWND|2AART|3RCR|4FEWX|589aVULN|6BEXP|7ERES
1009	42331 34326	   	160.04	ACR|4VULN|1AART	1LWND|2AART|3RCR|4FEWX|589aVULN|6DUST|7MLV
1010	54311 11312	   	160.02	ACR|1VULN|1DMG|2CDMG|2ZMB|2ASPD|1DUR|1SELL	19CDMG|29ASPD|3RCR|4VULN|5SELL|6DMG|7MBVNT|89ZMB|9BPWR|aDUR
1011	33343 48446	   	160.01	DCR|3VULN|1AART|1CDMG|1ASPD	1TLV|2ASPD|39aVULN|4CDMG|5MBVNT|6DMSP|7RCR|8AART
1012	54311 11351	   	160.00	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD|1SELL	19CDMG|2ASPD|3RCR|4VULN|5SELL|6aDMG|7MBVNT|8ZMB
1013	54312 41232	   	160.00	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	15CDMG|2ASPD|3RCR|48VULN|6ERES|7SELL|9DMG|aZMB
1014	51313 51242	   	160.00	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	15CDMG|2TLV|3RCR|48VULN|6DMG|7SELL|9ASPD|aZMB
1015	62321 32463	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	1MLV|2aDMG|34VULN|5DUST|6RCR|7aTLV|8DUR|9aASPD|aBPWR
1016	62323 33163	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	1MLV|2aDMG|34VULN|5DUR|6RCR|7aDUST|8ERES|9aASPD|aBPWR
1017	15361 52231	   	159.99	ACR|2AART|2VULN|1DMG	1CGEN|2DLOT|3RCR|4DMG|58AART|6LHND|79VULN|aRPLT
1018	54331 14131	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LHND|6LWND|789VULN|9BPWR|aFEWX
1019	54331 14132	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LHND|6LWND|789VULN|9BPWR|aMLV
1020	54331 14133	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LHND|6LWND|789VULN|9BPWR|aRPLT
1021	54331 24131	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LHND|6BEXP|789VULN|9BPWR|aBELT
1022	54331 24132	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LHND|6BEXP|789VULN|9BPWR|aLIT
1023	54333 14131	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5FEWX|6LWND|789VULN|9BPWR|aBELT
1024	54333 14132	   	159.99	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5FEWX|6LWND|789VULN|9BPWR|aLIT
1025	54314 32112	   	159.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|47VULN|5AART|6BEXP|8NUKE|9ZMB|aERES
1026	42331 36326	   	159.94	ACR|4VULN|1AART	1LWND|2AART|3RCR|4FEWX|589aVULN|6DUST|7ERES
1027	15433 13423	   	159.92	ACR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2DLOT|3LSRICY|4RCR|5CDMG|678VULN|9AART|aASPD
1028	13521 27713	   	159.89	ACR|2DMG|1AART|1VULN|2ASPD	1aCGEN|2aASPD|3RCR|4VULN|5MLV|6MBVNT|7aDMG|8RPLT|9AART|aBPWR
1029	13551 21113	   	159.89	ACR|2DMG|1AART|1VULN|2ASPD	1aCGEN|2aASPD|3RCR|4MBVNT|5MLV|6RPLT|7VULN|8aDMG|9AART|aBPWR
1030	13551 73113	 * 	159.89	ACR|2VULN|1AART|1DMG|2ASPD	1aCGEN|2aASPD|3RCR|4MBVNT|5MLV|6DMG|7RPLT|8aVULN|9AART|aBPWR
1031	15361 52232	   	159.89	ACR|2AART|2VULN|1DMG	1CGEN|2DLOT|3RCR|4DMG|58AART|6LHND|79VULN|aTLV
1032	51313 53316	   	159.89	ACR|2VULN|2DMG|2CDMG	15CDMG|2TLV|3RCR|47VULN|6aDMG|8BEXP|9LHND
1033	15361 31335	   	159.89	ACR|2AART|2DMG|1VULN	1CGEN|2DLOT|3RCR|49DMG|57AART|6ERES|8RMIN|aVULN
1034	54336 23131	   	159.89	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LWND|6DUST|789VULN|9BPWR|aBELT
1035	54336 23132	   	159.89	ACR|3VULN|2CDMG|2ZMB|1ASPD	19CDMG|2ASPD|3RCR|49ZMB|5LWND|6DUST|789VULN|9BPWR|aLIT
1036	11656 33141	   	159.88	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2MLV|3ERES|4AART|5MBVNT|6CDMG|7RCR|8aDMG|9VULN
1037	22441 12153	   	159.82	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1LHND|25AART|3ZMB|4ERES|6DMG|7VULN|8aDUR|9RCR
1038	51311 63613	   	159.82	ACR|2VULN|2AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|47VULN|5NUKE|68AART|9RPLT|aDUR
1039	51323 73844	   	159.82	ACR|2VULN|2AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|68AART|7DUR|9aVULN
1040	51316 32323	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6RMIN|7LHND|8LIT|9AART|aDMG
1041	51346 12323	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LHND|56VULN|7RMIN|8LIT|9AART|aDMG
1042	15361 31136	 * 	159.79	ACR|2DMG|2AART|2CDMG	1CGEN|2DLOT|3RCR|4aDMG|57AART|6ERES|89CDMG
1043	51313 53242	   	159.79	ACR|2VULN|2DMG|2CDMG	15CDMG|2TLV|3RCR|47VULN|6aDMG|8CGEN|9AIRHEL
1044	42321 42252	   	159.77	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|26AART|3RCR|4LHND|58VULN|7RMIN|9ZMB|aDUR
1045	42331 13625	   	159.77	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|27AART|3RCR|4FEWX|59VULN|6DUR|8MLV|aZMB
1046	42331 42252	   	159.77	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|26AART|3RCR|4FEWX|58VULN|7RMIN|9ZMB|aDUR
1047	42331 51252	   	159.77	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|27AART|3RCR|4FEWX|58VULN|6CGEN|9ZMB|aDUR
1048	42332 21431	   	159.76	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LWND|2AART|3RCR|4FEWX|58CDMG|6ASPD|7RMIN|9VULN|aDMG
1049	42332 24431	   	159.76	ACR|1AART|1DMG|2CDMG|1VULN|1ASPD	1LWND|2AART|3RCR|4FEWX|58CDMG|6ASPD|7CGEN|9VULN|aDMG
1050	54312 12521	   	159.72	ACR|2VULN|3CDMG|1AART|1ASPD	156CDMG|2ASPD|3RCR|49VULN|7CGEN|8AART|aRPLT
1051	54312 12522	   	159.72	ACR|2VULN|3CDMG|1AART|1ASPD	156CDMG|2ASPD|3RCR|49VULN|7CGEN|8AART|aLWND
1052	54312 12523	   	159.72	ACR|2VULN|3CDMG|1AART|1ASPD	156CDMG|2ASPD|3RCR|49VULN|7aCGEN|8AART
1053	51311 63116	   	159.72	ACR|2VULN|2AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|47VULN|5NUKE|6aAART|8LSRREG|9DUR
1054	33521 27713	   	159.69	ACR|2DMG|1AART|1VULN|2ASPD	1aTLV|2aASPD|3RCR|4VULN|5MLV|6MBVNT|7aDMG|8RPLT|9AART|aBPWR
1055	33551 21113	   	159.69	ACR|2DMG|1AART|1VULN|2ASPD	1aTLV|2aASPD|3RCR|4MBVNT|5MLV|6RPLT|7VULN|8aDMG|9AART|aBPWR
1056	51311 53111	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|48VULN|5NUKE|6FEWX|7BEXP|9AART|aDMG
1057	51312 11511	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7DUST|8RMIN|9AART|aDMG
1058	51312 12211	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|46VULN|5BEXP|7RMIN|8DUST|9AART|aDMG
1059	51316 35311	   	159.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6RMIN|7DUST|8FEWX|9AART|aDMG
1060	51313 53612	   	159.69	ACR|2VULN|2DMG|2CDMG	15CDMG|28TLV|3RCR|47VULN|69DMG|aDUST
1061	42332 13144	   	159.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3RCR|4FEWX|5CDMG|6LHND|79aVULN|8RMIN
1062	42334 33142	   	159.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3RCR|4FEWX|5BEXP|6CDMG|79aVULN|8RMIN
1063	13125 61361	   	159.67	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1CGEN|2ASPD|3LHND|4VULN|5CDMG|69AART|7RCR|8LWND|aDMG
1064	13341 61361	   	159.67	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1CGEN|2ASPD|3VULN|4CDMG|5LHND|69AART|7RCR|8LWND|aDMG
1065	22133 61621	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|3LWND|4ZMB|5RCR|6DMG|7DUR|8MLV|9VULN|aCDMG
1066	51313 51232	   	159.65	ACR|2VULN|2DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|48VULN|69DMG|7SELL|aLWND
1067	51313 51233	   	159.65	ACR|2VULN|2DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|48VULN|69DMG|7SELL|aFEWX
1068	51313 51235	   	159.65	ACR|2VULN|2DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|48VULN|69DMG|7SELL|aLSRICY
1069	51313 53214	   	159.65	ACR|2VULN|2DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|47VULN|6aDMG|8CGEN|9SELL
1070	51311 24211	   	159.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6BEXP|8DUST|9AART|aDMG
1071	51311 25111	   	159.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|48VULN|5NUKE|6BEXP|7DUST|9AART|aDMG
1072	51311 54211	   	159.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|47VULN|5NUKE|6FEWX|8DUST|9AART|aDMG
1073	51311 55111	   	159.59	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|48VULN|5NUKE|6FEWX|7DUST|9AART|aDMG
1074	54331 61212	   	159.57	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4ZMB|5LHND|6AART|7RMIN|8aVULN|9FEWX
1075	51313 51234	   	159.55	ACR|2VULN|2DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|48VULN|69DMG|7SELL|aBASICY
1076	51313 51236	   	159.55	ACR|2VULN|2DMG|2CDMG|1SELL	15CDMG|2TLV|3RCR|48VULN|69DMG|7SELL|aDUST
1077	51333 24511	   	159.52	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	18CDMG|2TLV|3RCR|4ZMB|5FEWX|6BEXP|7VULN|9AART|aDMG
1078	61153 42231	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	126MLV|38VULN|4RMIN|5AART|7RCR|9CDMG|aDMG
1079	51326 61121	   	159.47	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2TLV|3RCR|4CGEN|5DUR|6AART|7ZMB|8aDMG|9FEWX
1080	54314 21111	   	159.46	ACR|1AART|2CDMG|1VULN|2ZMB|2ASPD	1aCDMG|2aASPD|3RCR|4VULN|5AART|6DMSP|7LHND|8NUKE|9aZMB|aBPWR
1081	54314 22111	   	159.46	ACR|1AART|2CDMG|1VULN|2ZMB|2ASPD	1aCDMG|2aASPD|3RCR|4VULN|5AART|6DMSP|7LWND|8NUKE|9aZMB|aBPWR
1082	42324 31226	   	159.44	ACR|3VULN|1AART|1CDMG|1SELL	1LWND|2AART|3RCR|4LHND|5BEXP|6CDMG|7SELL|89aVULN
1083	42332 11226	   	159.44	ACR|3VULN|1AART|1CDMG|1SELL	1LWND|2AART|3RCR|4FEWX|5CDMG|6LHND|7SELL|89aVULN
1084	42334 31226	   	159.44	ACR|3VULN|1AART|1CDMG|1SELL	1LWND|2AART|3RCR|4FEWX|5BEXP|6CDMG|7SELL|89aVULN
1085	54311 43223	   	159.42	ACR|4VULN|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478aVULN|5SELL|6RMIN|9DUR
1086	51416 32323	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3LHND|45VULN|6RCR|7RMIN|8LIT|9AART|aDMG
1087	53514 31131	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2DUST|3RMIN|49VULN|5AART|6BEXP|7RCR|8LIT|aDMG
1088	62321 33314	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2DMG|34VULN|5DUST|6RCR|7RPLT|8FEWX|9AART|aCDMG
1089	22441 16312	   	159.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|25AART|3ZMB|4ERES|6DMG|7RCR|8VULN|9CGEN|aDUR
1090	22441 16333	   	159.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LHND|25AART|3ZMB|4ERES|6DMG|7RCR|8VULN|9FEWX|aDUR
1091	51611 31511	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7DUST|8RMIN|9AART|aDMG
1092	51611 32211	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|34VULN|5BEXP|6RCR|7RMIN|8DUST|9AART|aDMG
1093	51621 31511	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7DUST|8RMIN|9AART|aDMG
1094	51621 32211	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|24TLV|34VULN|4BPWR|5BEXP|6RCR|7RMIN|8DUST|9AART|aDMG
1095	62323 32423	   	159.26	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8LHND|9CGEN
1096	51331 34116	   	159.23	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2TLV|3RCR|4ZMB|5LHND|69DUR|78VULN|aDMG
1097	51314 13511	   	159.22	ACR|2VULN|2AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|46VULN|5DUR|7aAART|8DUST|9FEWX
1098	51316 52121	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6DMG|78LWND|9RMIN|aAART
1099	51316 52211	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|45VULN|6DMG|79LWND|8CGEN|aAART
1100	51352 23134	   	159.19	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2TLV|3RCR|4LWND|5BEXP|6DMG|7RMIN|89VULN|aAART
1101	54312 31224	   	159.18	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR|1SELL	15CDMG|2ASPD|3RCR|48VULN|6RMIN|7SELL|9DUR|aAART
1102	53323 23336	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2DUST|3AIRHEA|4DMG|5NUKE|6RCR|7BELT|8aVULN|9AART
1103	62323 32132	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	19MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8DUST
1104	62323 32333	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8ERES|9FEWX
1105	62323 32363	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8ERES|9LWND
1106	62323 32453	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8LHND|9ERES
1107	62323 32622	   	159.16	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8BASHEA|9LIT
1108	53513 36311	   	159.10	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	15CDMG|2DUST|3RMIN|4VULN|6RCR|7ZMB|8FEWX|9AART|aDMG
1109	54353 11443	   	159.09	ACR|2DMG|1AART|2CDMG|2ASPD	14CDMG|24ASPD|3RCR|4BPWR|5RPLT|69DMG|7MBVNT|8LIT|aAART
1110	62323 32112	   	159.06	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|89DUST
1111	62323 32153	   	159.06	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8DUST|9ERES
1112	62323 32343	   	159.06	DCR|2VULN|1AART|1DMG|2DUR	1MLV|2DMG|34VULN|5aDUR|6RCR|7AART|8ERES|9DUST
1113	22423 33145	   	159.02	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2AART|3ZMB|4FEWX|5RCR|6LIT|7DMG|89CDMG|aVULN
1114	13316 15321	 * 	159.01	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	19CGEN|2ASPD|39VULN|4MGNSTR|5AART|6MLV|79ZMB|8RCR|9BPWR|aCDMG
1115	51633 36311	   	159.00	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	15CDMG|2TLV|3VULN|4DUST|6RCR|7ZMB|8FEWX|9AART|aDMG
1116	13542 23214	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8aVULN|9FEWX
1117	13542 23224	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8aVULN|9LHND
1118	13542 23251	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6aLWND|7AART|89VULN
1119	13542 23252	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|89VULN|aDMSP
1120	13542 23253	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|89VULN|aBELT
1121	54322 23214	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6LWND|7AART|8aVULN|9FEWX
1122	54322 23224	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6LWND|7AART|8aVULN|9LHND
1123	54322 23251	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6aLWND|7AART|89VULN
1124	54322 23252	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6LWND|7AART|89VULN|aDMSP
