0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
1009	53314 11431	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8RMIN|9BELT|aDUR
1010	53314 13224	   	156.46	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|57FEWX|6RCR|8CGEN|9VULN|aDUR
1011	25411 43132	   	156.46	DCR|3VULN|2AART	1LHND|2BEXP|39AART|45aVULN|6RCR|7RCVC|8LWND
1012	41411 43132	   	156.46	DCR|3VULN|2AART	1BEXP|2LHND|39AART|45aVULN|6RCR|7RCVC|8LWND
1013	32115 25242	   	156.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2DUR|3RCVC|4AART|5VULN|6CGEN|7RCR|8DMG|9CDMG|aASPD
1014	11411 41235	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1aLWND|28LHND|3AART|45VULN|6RCR|7ASPD|9DMG
1015	11411 41236	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|28LHND|3AART|45VULN|6RCR|7ASPD|9DMG|aDMSP
1016	11411 41352	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2LHND|3AART|45VULN|6RCR|7ASPD|8BELT|9LSRICY|aDMG
1017	15411 43231	   	156.36	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|45VULN|6RCR|7RCVC|8CGEN|9DMG|aDUR
1018	25411 41223	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	18LHND|2BEXP|3AART|45VULN|6RCR|7ASPD|9LWND|aDMG
1019	25411 41323	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2BEXP|3AART|45VULN|6RCR|7ASPD|8RCVC|9LWND|aDMG
1020	25411 43231	   	156.36	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2BEXP|3AART|45VULN|6RCR|7RCVC|8DMG|9BELT|aDUR
1021	41411 41223	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|28LHND|3AART|45VULN|6RCR|7ASPD|9LWND|aDMG
1022	41411 41323	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2LHND|3AART|45VULN|6RCR|7ASPD|8RCVC|9LWND|aDMG
1023	41411 43231	   	156.36	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2LHND|3AART|45VULN|6RCR|7RCVC|8DMG|9BELT|aDUR
1024	53312 11121	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|89LWND|aDUR
1025	53312 11145	   	156.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8LWND|9FEWX|aASPD
1026	53312 11325	   	156.36	DCR|2DMG|1AART|1VULN|1ASPD	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8BEXP|9LWND|aASPD
1027	53312 11336	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	149MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8BEXP|aDUR
1028	53312 11361	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|89BEXP|aDUR
1029	53312 11431	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8RMIN|9BELT|aDUR
1030	53312 14224	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7DMSP|8CGEN|9VULN|aDUR
1031	53314 11231	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8NUKE|9BELT|aDUR
1032	11415 41232	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|258LHND|3AART|4aVULN|6RCR|7ASPD|9DMG
1033	11416 41232	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|28LHND|3AART|4aVULN|5RCVC|6RCR|7ASPD|9DMG
1034	31342 41622	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2CGEN|3AART|4aVULN|5LHND|6RCR|7ASPD|8MLV|9DMG
1035	31345 41132	   	156.36	DCR|2VULN|1AART|1DMG|1ASPD	18RMIN|2CGEN|3AART|4aVULN|5LWND|6RCR|7ASPD|9DMG
1036	31352 44123	   	156.36	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2CGEN|3AART|4DUR|5LHND|6RCR|78VULN|9DMG|aLWND
1037	11411 42132	   	156.36	DCR|3VULN|2AART	1LWND|2LHND|39AART|45aVULN|6RCR|7ERES|8RMIN
1038	11411 46313	   	156.36	DCR|3VULN|2AART	1LWND|2LHND|3aAART|459VULN|6RCR|7BEXP|8DUST
1039	15411 42132	   	156.36	DCR|3VULN|2AART	1LWND|2BEXP|39AART|45aVULN|6RCR|7ERES|8RMIN
1040	13525 13223	   	156.36	DCR|2VULN|1DMG|2CDMG|2DUR|1ASPD	1LWND|2ASPD|3aCDMG|46DUR|57VULN|8RCR|9DMG
1041	11414 21122	   	156.33	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD	1LWND|2LHND|35AART|4VULN|6DUST|7ASPD|8RCR|9DMG|aZMB
1042	53314 13325	   	156.32	DCR|3DMG|1AART|1ZMB	148MLV|248DMG|3AART|48BPWR|578FEWX|6RCR|9RMIN|aZMB
1043	53314 14323	   	156.32	DCR|3DMG|1AART|1ZMB	148MLV|248DMG|3AART|48BPWR|58FEWX|6RCR|7DMSP|9RCVC|aZMB
1044	31351 44223	   	156.26	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2CGEN|3AART|4DUR|5DUST|6RCR|7VULN|89DMG|aLWND
1045	11411 41234	   	156.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|28LHND|3AART|45VULN|6RCR|7ASPD|9DMG|aDUST
1046	11411 41253	   	156.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|28LHND|3AART|45VULN|6RCR|7ASPD|9MBVNT|aDMG
1047	11411 41263	   	156.26	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|28LHND|3AART|45VULN|6RCR|7ASPD|9DUST|aDMG
1048	11411 41431	   	156.26	DCR|2VULN|1AART|2CDMG|1ASPD	1LWND|2LHND|3AART|45VULN|6RCR|7ASPD|8FEWX|9aCDMG
1049	11411 42231	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1LWND|28LHND|3AART|45VULN|6RCR|7ERES|9DMG|aDUR
1050	15411 41231	   	156.26	DCR|2VULN|1AART|2CDMG|1ASPD	1LWND|2BEXP|3AART|45VULN|6RCR|7ASPD|8LHND|9aCDMG
1051	31341 44231	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2CGEN|3AART|47VULN|5DUST|6RCR|8DMG|9BELT|aDUR
1052	31351 44123	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2CGEN|3AART|4DUR|5DUST|6RCR|78VULN|9DMG|aLWND
1053	53312 11151	   	156.26	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|59DUST|6RCR|7VULN|8LWND|aDUR
1054	53312 11231	   	156.26	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8NUKE|9BELT|aDUR
1055	31352 44122	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2CGEN|3AART|4DUR|5LHND|6RCR|78VULN|9DMG|aVENICY
1056	32325 56331	   	156.26	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3CGEN|45DMG|6RCR|7CDMG|8FLTHEA|9VULN|aBEXP
1057	24321 23561	   	156.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|38CGEN|5ZMB|6RCR|7LWND|9VULN|aAART
1058	11411 46133	   	156.22	DCR|3VULN|2AART|1SELL	1LWND|2LHND|39AART|458VULN|6RCR|7BEXP|aSELL
1059	53314 13333	   	156.22	DCR|3DMG|1AART|1ZMB	148MLV|248DMG|3AART|48BPWR|578FEWX|6RCR|9ERES|aZMB
1060	53133 62325	   	156.21	DCR|2VULN|2DMG|1AART	13MLV|23DMG|3BPWR|4RCVC|5AART|6FEWX|7ERES|89VULN|aRCR
1061	23332 62113	   	156.19	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2LIT|3DMG|4DUST|5RCR|6RCVC|7AART|8CDMG|9aVULN
1062	31351 44222	   	156.16	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2CGEN|3AART|4DUR|5DUST|6RCR|7VULN|89DMG|aVENICY
1063	15411 42331	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|45VULN|6RCR|78ERES|9DMG|aDUR
1064	31351 44122	   	156.16	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2CGEN|3AART|4DUR|5DUST|6RCR|78VULN|9DMG|aVENICY
1065	53312 11264	   	156.16	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3AART|4BPWR|59DUST|6RCR|7VULN|8NUKE|aDUR
1066	32225 56331	   	156.16	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3TLV|45DMG|6RCR|7CDMG|8FLTHEA|9VULN|aBEXP
1067	32325 56333	   	156.16	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3CGEN|45DMG|6RCR|7CDMG|8FLTHEA|9VULN|aDUST
1068	11412 15132	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG|aBEXP
1069	11412 15133	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG|aCGEN
1070	11412 15134	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG|aFEWX
1071	11412 15135	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2aLHND|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG
1072	15412 15132	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2aBEXP|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG
1073	25412 15132	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2aBEXP|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG
1074	41412 15132	   	156.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1aBEXP|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG
1075	53621 52331	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|24DMG|3VULN|5ZMB|6RCR|7ERES|8CGEN|9LWND|aAART
1076	24321 23145	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5ZMB|6RCR|7LWND|8DUST|9VULN|aAART
1077	53232 36352	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|25DMG|3LIT|4LWND|6AART|7RCR|8VULN|9DUST|aZMB
1078	53314 11612	   	156.12	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8SELL|9TLV|aASPD
1079	53314 11622	   	156.12	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8SELL|9ERES|aASPD
1080	53322 11635	   	156.12	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	1MLV|29DMG|3AART|45LHND|6RCR|7VULN|8SELL|aASPD
1081	24323 32225	   	156.11	DCR|2VULN|2DMG|1AART	1LHND|24DMG|38CGEN|5AART|69VULN|7ERES|aRCR
1082	35165 33221	   	156.07	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1RMIN|28DMG|3LSRREG|4ZMB|5RCR|6ASPD|7DUR|9CDMG|aVULN
1083	32225 56333	   	156.06	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3TLV|45DMG|6RCR|7CDMG|8FLTHEA|9VULN|aDUST
1084	24221 21365	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7NUKE|8CGEN|9VULN|aAART
1085	24221 22361	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7ERES|8CGEN|9VULN|aAART
1086	24221 23145	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5ZMB|6RCR|7LWND|8DUST|9VULN|aAART
1087	53312 11612	   	156.02	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|9TLV|aASPD
1088	53312 11622	   	156.02	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8SELL|9ERES|aASPD
1089	23322 35233	   	156.02	ACR|2VULN|2DMG|1CDMG|1DUR	18LHND|2LIT|38DMG|4LWND|5RCR|6CGEN|78VULN|8BPWR|9DUR|aCDMG
1090	23342 35233	   	156.02	ACR|2VULN|2DMG|1CDMG|1DUR	18LHND|2LIT|38DMG|4FEWX|5RCR|6CGEN|78VULN|8BPWR|9DUR|aCDMG
1091	24323 32125	   	156.01	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3CGEN|5AART|69VULN|78ERES|aRCR
1092	24223 32325	   	156.01	DCR|2VULN|2DMG|1AART	18LHND|24DMG|3TLV|5AART|69VULN|7ERES|aRCR
1093	44112 11511	   	155.96	DCR|2DMG|1AART|1VULN|1DUR	1aBEXP|2aDMG|3RCVC|4AART|5RMIN|6RCR|7VULN|8DUR|9aCGEN|aBPWR
1094	44112 11531	   	155.96	DCR|2DMG|1AART|1VULN|1DUR	1aBEXP|2aDMG|3RCVC|4AART|5RMIN|6RCR|7VULN|8DUR|9aMLV|aBPWR
1095	43133 34252	   	155.94	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1BEXP|2ASPD|3RCVC|4RCR|5AART|6DUR|7DMG|8SELL|9CDMG|aVULN
1096	44133 31252	   	155.94	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1BEXP|2DMG|3RCVC|4RCR|5AART|6DUR|7ASPD|8SELL|9CDMG|aVULN
1097	43321 13242	   	155.93	DCR|4VULN|1DMG|2ASPD	17BEXP|27ASPD|3CGEN|4DMG|5DMSP|6789VULN|7BPWR|aRCR
1098	11411 46312	   	155.92	DCR|3VULN|1AART|1ZMB	1LWND|2LHND|3AART|459VULN|6RCR|7BEXP|8DUST|aZMB
1099	23362 14132	   	155.92	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|3aDMG|4aVULN|5RCR|6DUR|7aCGEN|8ERES|9CDMG|aBPWR
1100	44513 22213	   	155.92	ACR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2aDMG|3CDMG|4MLV|5RCR|6MBVNT|7aFEWX|8DUR|9aVULN|aBPWR
1101	23332 35233	   	155.92	ACR|2VULN|2DMG|1CDMG|1DUR	18LHND|2LIT|38DMG|4DUST|5RCR|6CGEN|78VULN|8BPWR|9DUR|aCDMG
1102	24223 32125	   	155.91	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|5AART|69VULN|78ERES|aRCR
1103	11412 15136	   	155.91	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9CDMG|aSELL
1104	11412 15141	   	155.91	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LWND|2LHND|3AART|47VULN|5DUR|6ZMB|8RCR|9SELL|aCDMG
1105	31353 44121	   	155.90	DCR|2VULN|2DMG|1AART|2DUR|1MSE	1RMIN|2aCGEN|3AART|4aDUR|5MSE|6RCR|78VULN|9aDMG|aBPWR
1106	53242 32261	   	155.89	ACR|2DMG|2AART|1VULN	1MLV|25DMG|3LIT|4RCR|6FEWX|7VULN|89AART|aRCVC
1107	53242 32262	   	155.89	ACR|2DMG|2AART|1VULN	1MLV|25DMG|3LIT|4RCR|6FEWX|7VULN|89AART|aBEXP
1108	53242 32263	   	155.89	ACR|2DMG|2AART|1VULN	1MLV|25DMG|3LIT|4RCR|6FEWX|7VULN|89AART|aRMIN
1109	11411 22123	   	155.87	DCR|2AART|2VULN|1DMG	1LWND|2LHND|3aAART|45VULN|6DUST|7ERES|8RCR|9DMG
1110	15411 22123	   	155.87	DCR|2AART|2VULN|1DMG	1LWND|2BEXP|3aAART|45VULN|6DUST|7ERES|8RCR|9DMG
1111	25411 22123	   	155.87	DCR|2AART|2VULN|1DMG	1LHND|2BEXP|3aAART|45VULN|6DUST|7ERES|8RCR|9DMG
1112	41411 22123	   	155.87	DCR|2AART|2VULN|1DMG	1BEXP|2LHND|3aAART|45VULN|6DUST|7ERES|8RCR|9DMG
1113	53621 41222	   	155.87	DCR|3DMG|1VULN|2DUR|1ZMB|1SELL	1MLV|249DMG|3VULN|5ZMB|6SELL|7aDUR|8RCR
1114	33623 46323	   	155.87	DCR|3VULN|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3BEXP|4DUR|568VULN|7RCR|9LWND|aDMG
1115	21215 35532	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	12LHND|3CDMG|4RPLT|5DMG|689VULN|7RCR|aASPD
1116	22215 35532	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2RCVC|3CDMG|4RPLT|5DMG|689VULN|7RCR|aASPD
1117	43221 13242	   	155.83	DCR|4VULN|1DMG|2ASPD	17BEXP|27ASPD|3TLV|4DMG|5DMSP|6789VULN|7BPWR|aRCR
1118	23322 12335	   	155.82	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|4LWND|5RCR|6DUR|8aVULN|9CDMG
1119	23342 12435	   	155.82	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|4FEWX|5RCR|6DUR|8aVULN|9CDMG
1120	23362 11635	   	155.82	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|38DMG|4aVULN|5RCR|6DUR|7BEXP|9CDMG
1121	23362 12135	   	155.82	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|4aVULN|5RCR|6DUR|8LWND|9CDMG
1122	23362 12634	   	155.82	ACR|2VULN|2DMG|1CDMG|1DUR	19LHND|2LIT|37DMG|4aVULN|5RCR|6DUR|8CDMG
1123	53311 36523	   	155.78	DCR|3DMG|1AART|1VULN	148MLV|248DMG|3AART|48BPWR|58CGEN|6RCVC|7DMSP|9VULN|aRCR
1124	52321 35323	   	155.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MGNLIT|4DMG|5ASPD|6RCR|7RMIN|8DUR|9AART|aVULN
1125	52321 32251	 * 	155.74	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7LWND|89VULN|9BPWR|aBEXP
1126	52321 32254	   	155.74	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7LWND|89VULN|9BPWR|aRCVC
1127	52321 36251	   	155.74	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7FEWX|89VULN|9BPWR|aBEXP
1128	43223 53242	   	155.73	DCR|4VULN|1DMG|2ASPD	17BEXP|27ASPD|36TLV|4DMG|5789VULN|7BPWR|aRCR
1129	33226 42261	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2CDMG|3SNIHEL|49DMG|5RCR|68VULN|7ASPD|aLHND
1130	33226 42263	   	155.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2CDMG|3SNIHEL|49DMG|5RCR|68VULN|7ASPD|aRCVC
1131	23362 12536	   	155.72	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|4aVULN|5RCR|6DUR|8MBVNT|9CDMG
1132	23362 12615	   	155.72	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|4aVULN|5RCR|6DUR|8CDMG|9DUST
1133	23362 12624	   	155.72	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|4aVULN|5RCR|6DUR|8CDMG|9TLV
1134	23362 12661	   	155.72	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2LIT|37DMG|49VULN|5RCR|6DUR|8CDMG|aTLV
1135	13225 23432	   	155.69	DCR|3DMG|1AART|1ASPD|1DUR	1LWND|2ASPD|3TLV|459DMG|6RCR|7AIRHEL|8AART|aDUR
1136	52321 32252	   	155.64	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7LWND|89VULN|9BPWR|aMBVNT
1137	52321 32255	   	155.64	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7LWND|89VULN|9BPWR|aTLV
1138	52321 34251	   	155.64	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7DUST|89VULN|9BPWR|aBEXP
1139	52321 36252	   	155.64	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7FEWX|89VULN|9BPWR|aMBVNT
1140	33226 42262	   	155.62	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2CDMG|3SNIHEL|49DMG|5RCR|68VULN|7ASPD|aDUST
1141	24513 13226	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DMG|3CDMG|4MLV|5RCR|6FEWX|7TLV|8AART|9aVULN
1142	44133 36231	   	155.56	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2DMG|3RCVC|4RCR|5AART|6DUR|7VULN|8LHND|9aCDMG
1143	52321 34252	   	155.54	DCR|2VULN|1DMG|2CDMG|2ASPD	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7DUST|89VULN|9BPWR|aMBVNT
1144	11413 15153	   	155.53	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|27LHND|3AART|49VULN|5DUST|6ZMB|8RCR|aDMG
1145	52321 32253	   	155.49	DCR|2VULN|1DMG|2CDMG|2ASPD|1SELL	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7LWND|89VULN|9BPWR|aSELL
1146	52321 36253	   	155.49	DCR|2VULN|1DMG|2CDMG|2ASPD|1SELL	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7FEWX|89VULN|9BPWR|aSELL
1147	53322 31225	   	155.48	DCR|3VULN|1AART|1DMG	1MLV|2DMG|3AART|45LHND|679VULN|8CGEN|aRCR
1148	43323 33516	 * 	155.48	DCR|3VULN|1DMG|2ASPD|1CDMG	167BEXP|27ASPD|3CGEN|4DMG|578VULN|7BPWR|9CDMG|aRCR
1149	33146 23216	   	155.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	13RMIN|2CDMG|4DMG|5aAART|6DUR|7VULN|8BELT|9RCR
1150	24323 13436	   	155.46	DCR|2DMG|1AART|1FLTHEA|1CDMG	1LHND|24DMG|38CGEN|5AART|6RCR|7LIT|9FLTHEA|aCDMG
1151	52326 15323	   	155.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3MGNLIT|4DMG|5RCR|6ZMB|7RMIN|8DUR|9AART|aVULN
1152	31341 34326	 * 	155.45	DCR|3AART|2VULN|1DMG	1RMIN|2CGEN|367AART|48VULN|5DUST|9DMG|aRCR
1153	11413 14153	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2LHND|3AART|49VULN|57DUST|6ZMB|8RCR|aDMG
1154	11411 22122	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2LHND|3AART|45VULN|6DUST|7ERES|8RCR|9DMG|aZMB
1155	15411 22122	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2BEXP|3AART|45VULN|6DUST|7ERES|8RCR|9DMG|aZMB
1156	25411 22122	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2BEXP|3AART|45VULN|6DUST|7ERES|8RCR|9DMG|aZMB
1157	41411 22122	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LHND|3AART|45VULN|6DUST|7ERES|8RCR|9DMG|aZMB
1158	13321 16224	   	155.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|3CGEN|49DMG|5DMSP|6aVULN|7CDMG|8RCR
1159	13323 26224	   	155.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|3CGEN|49DMG|5aVULN|6RCVC|7CDMG|8RCR
1160	14111 16224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|29DMG|3RCVC|4DUR|5DMSP|6aVULN|7CDMG|8RCR
1161	14113 26224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|29DMG|36RCVC|4DUR|5aVULN|7CDMG|8RCR
1162	14521 53213	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|2aDMG|3CDMG|4DUR|5DMSP|67VULN|8RCR|9BEXP
1163	14521 53221	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|29DMG|3CDMG|4DUR|5DMSP|67VULN|8RCR|aLHND
1164	21622 26224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	12LHND|3aVULN|49DMG|5DUR|6RCVC|7CDMG|8RCR
1165	22622 26224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|26RCVC|3aVULN|49DMG|5DUR|7CDMG|8RCR
1166	24111 16224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|29DMG|3RCVC|4DUR|5DMSP|6aVULN|7CDMG|8RCR
1167	24112 16224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	15LHND|29DMG|3RCVC|4DUR|6aVULN|7CDMG|8RCR
1168	24521 33213	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2aDMG|3CDMG|4DUR|5DMSP|67VULN|8RCR|9BEXP
1169	24521 33221	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|29DMG|3CDMG|4DUR|5DMSP|67VULN|8RCR|aLWND
1170	24524 33213	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2aDMG|3CDMG|4DUR|5RCVC|67VULN|8RCR|9BEXP
1171	24524 33221	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|29DMG|3CDMG|4DUR|5RCVC|67VULN|8RCR|aLWND
